Lambda: 5.0	Ts: 0.0020	Simulation Time: 100.0

IAT   	Ts     	Arr   	Dep   	Tq     	Tw     	q 	w 	n 
0.2422	0.0029	30.8174	30.8204	0.0029	0.0	0.0148	0.0	1
0.0935	0.0011	31.0596	31.0608	0.0011	0.0	0.0058	0.0	1
0.4546	8.0E-4	31.1532	31.154	8.0E-4	0.0	0.0042	0.0	1
0.6076	0.0044	31.6078	31.6123	0.0044	0.0	0.0223	0.0	1
0.1118	0.0020	32.2154	32.2175	0.0020	0.0	0.0103	0.0	1
0.013	0.0066	32.3273	32.3339	0.0066	0.0	0.0331	0.0	1
0.2482	0.0015	32.3403	32.3419	0.0015	0.0	0.0078	0.0	1
0.2287	2.0E-4	32.5886	32.5888	2.0E-4	0.0	0.0010	0.0	1
0.4682	0.0039	32.8173	32.8213	0.0039	0.0	0.0197	0.0	1
0.0313	0.0022	33.2856	33.2878	0.0022	0.0	0.0112	0.0	1
0.3339	2.0E-4	33.317	33.3172	2.0E-4	0.0	0.0013	0.0	1
0.0169	5.0E-4	33.6509	33.6515	5.0E-4	0.0	0.0026	0.0	1
0.3974	5.0E-4	33.6679	33.6684	5.0E-4	0.0	0.0027	0.0	1
0.3399	4.0E-4	34.0654	34.0658	4.0E-4	0.0	0.0022	0.0	1
0.555	2.0E-4	34.4053	34.4055	2.0E-4	0.0	0.0010	0.0	1
0.3857	1.0E-4	34.9603	34.9605	1.0E-4	0.0	7.0E-4	0.0	1
0.1448	0.0062	35.3461	35.3523	0.0062	0.0	0.031	0.0	1
0.1345	0.0	35.491	35.4911	0.0	0.0	3.0E-4	0.0	1
0.0462	2.0E-4	35.6256	35.6259	2.0E-4	0.0	0.0014	0.0	1
0.1843	0.0015	35.6718	35.6733	0.0015	0.0	0.0076	0.0	1
0.0542	0.0042	35.8561	35.8604	0.0042	0.0	0.0211	0.0	1
0.6493	0.0021	35.9104	35.9125	0.0021	0.0	0.0107	0.0	1
0.4175	5.0E-4	36.5597	36.5602	5.0E-4	0.0	0.0026	0.0	1
0.0297	0.0097	36.9772	36.987	0.0097	0.0	0.0488	0.0	1
0.0184	6.0E-4	37.007	37.0077	6.0E-4	0.0	0.0034	0.0	1
0.0612	9.0E-4	37.0254	37.0263	9.0E-4	0.0	0.0047	0.0	1
0.6254	0.0023	37.0867	37.089	0.0023	0.0	0.0117	0.0	1
0.1061	0.0058	37.7121	37.718	0.0058	0.0	0.0294	0.0	1
0.1426	0.0029	37.8183	37.8212	0.0029	0.0	0.0146	0.0	1
0.0891	1.0E-4	37.9609	37.961	1.0E-4	0.0	6.0E-4	0.0	1
0.2127	0.0049	38.05	38.055	0.0049	0.0	0.0248	0.0	1
0.3562	0.0054	38.2628	38.2682	0.0054	0.0	0.027	0.0	1
0.3591	7.0E-4	38.619	38.6197	7.0E-4	0.0	0.0038	0.0	1
0.0225	4.0E-4	38.9781	38.9786	4.0E-4	0.0	0.0024	0.0	1
0.4642	0.0028	39.0006	39.0034	0.0028	0.0	0.014	0.0	1
0.0093	0.0018	39.4648	39.4667	0.0018	0.0	0.0094	0.0	1
0.1171	3.0E-4	39.4741	39.4744	3.0E-4	0.0	0.0015	0.0	1
0.0391	0.0050	39.5913	39.5963	0.0050	0.0	0.025	0.0	1
0.1145	6.0E-4	39.6305	39.6312	6.0E-4	0.0	0.0034	0.0	1
0.1301	8.0E-4	39.745	39.7459	8.0E-4	0.0	0.0043	0.0	1
0.2524	0.0016	39.8752	39.8768	0.0016	0.0	0.0082	0.0	1
0.3855	0.0020	40.1276	40.1296	0.0020	0.0	0.0101	0.0	1
0.0429	9.0E-4	40.5132	40.5141	9.0E-4	0.0	0.0045	0.0	1
0.0384	0.0033	40.5562	40.5595	0.0033	0.0	0.0167	0.0	1
0.0236	0.0052	40.5946	40.5999	0.0052	0.0	0.0263	0.0	1
0.407	0.0	40.6183	40.6184	0.0	0.0	4.0E-4	0.0	1
0.8785	4.0E-4	41.0253	41.0258	4.0E-4	0.0	0.0021	0.0	1
0.2779	6.0E-4	41.9038	41.9044	6.0E-4	0.0	0.0030	0.0	1
1.1993	0.0023	42.1818	42.1841	0.0023	0.0	0.0115	0.0	1
0.2604	2.0E-4	43.3812	43.3815	2.0E-4	0.0	0.0013	0.0	1
0.2522	0.0041	43.6416	43.6458	0.0041	0.0	0.0208	0.0	1
0.1398	0.0026	43.8939	43.8966	0.0026	0.0	0.0133	0.0	1
0.0235	0.0031	44.0337	44.0369	0.0031	0.0	0.0159	0.0	1
0.0404	0.0010	44.0573	44.0583	0.0010	0.0	0.0052	0.0	1
0.1776	0.0024	44.0978	44.1002	0.0024	0.0	0.0123	0.0	1
0.7598	4.0E-4	44.2754	44.2759	4.0E-4	0.0	0.0023	0.0	1
0.2669	4.0E-4	45.0353	45.0358	4.0E-4	0.0	0.0024	0.0	1
0.3082	0.0081	45.3022	45.3103	0.0081	0.0	0.0405	0.0	1
0.0213	0.0013	45.6105	45.6118	0.0013	0.0	0.0068	0.0	1
0.1599	8.0E-4	45.6318	45.6327	8.0E-4	0.0	0.0044	0.0	1
0.7962	4.0E-4	45.7917	45.7921	4.0E-4	0.0	0.0021	0.0	1
0.2356	0.0022	46.588	46.5902	0.0022	0.0	0.0113	0.0	1
0.2896	8.0E-4	46.8236	46.8244	8.0E-4	0.0	0.0040	0.0	1
0.3388	0.0022	47.1133	47.1155	0.0022	0.0	0.0111	0.0	1
0.2825	0.0012	47.4521	47.4534	0.0012	0.0	0.0063	0.0	1
0.0323	0.0020	47.7347	47.7367	0.0020	0.0	0.01	0.0	1
0.3322	0.0019	47.7671	47.769	0.0019	0.0	0.0097	0.0	1
0.3662	0.0051	48.0993	48.1045	0.0051	0.0	0.0259	0.0	1
0.0799	0.0029	48.4656	48.4686	0.0029	0.0	0.0147	0.0	1
0.0826	0.0077	48.5456	48.5534	0.0077	0.0	0.0389	0.0	1
0.089	2.0E-4	48.6283	48.6286	2.0E-4	0.0	0.0013	0.0	1
0.1692	6.0E-4	48.7174	48.718	6.0E-4	0.0	0.0033	0.0	1
0.1629	2.0E-4	48.8866	48.8868	2.0E-4	0.0	0.0010	0.0	1
0.1375	0.0013	49.0495	49.0509	0.0013	0.0	0.0069	0.0	1
0.3361	0.0013	49.1871	49.1885	0.0013	0.0	0.0067	0.0	1
0.7077	0.0016	49.5233	49.5249	0.0016	0.0	0.0083	0.0	1
0.0362	0.0025	50.231	50.2335	0.0025	0.0	0.0126	0.0	1
0.1392	0.0011	50.2673	50.2685	0.0011	0.0	0.0059	0.0	1
0.1128	0.0011	50.4065	50.4077	0.0011	0.0	0.0059	0.0	1
0.2123	0.0011	50.5194	50.5205	0.0011	0.0	0.0056	0.0	1
0.2351	0.0040	50.7317	50.7358	0.0040	0.0	0.0202	0.0	1
0.0797	0.0035	50.9669	50.9705	0.0035	0.0	0.0178	0.0	1
0.0838	0.0019	51.0466	51.0485	0.0019	0.0	0.0097	0.0	1
0.0196	0.0013	51.1305	51.1319	0.0013	0.0	0.0069	0.0	1
0.5696	0.0016	51.1502	51.1518	0.0016	0.0	0.0084	0.0	1
0.017	0.0068	51.7198	51.7266	0.0068	0.0	0.034	0.0	1
0.1344	0.0026	51.7369	51.7396	0.0026	0.0	0.0133	0.0	1
0.2362	0.0025	51.8714	51.8739	0.0025	0.0	0.0126	0.0	1
0.0202	1.0E-4	52.1076	52.1078	1.0E-4	0.0	9.0E-4	0.0	1
