Lambda: 100.0	Ts: 0.0085	Simulation Time: 100.0

IAT   	Ts     	Arr   	Dep   	Tq     	Tw     	q 	w 	n 
0.0199	0.0022	3.2344	3.2607	0.0262	0.024	2	2	6
0.0199	0.0050	3.2407	3.2658	0.025	0.0199	2	1	5
0.0199	0.0012	3.2412	3.267	0.0258	0.0246	2	2	4
0.0243	0.0429	3.2492	3.31	0.0608	0.0178	6	1	5
0.0066	0.0102	3.2558	3.3203	0.0645	0.0542	6	5	5
0.0065	0.0282	3.2584	3.3485	0.0901	0.0618	9	6	7
0.0136	0.0044	3.2783	3.353	0.0746	0.0702	7	7	7
0.0136	0.0041	3.2927	3.3571	0.0644	0.0603	6	6	6
0.0136	0.0058	3.317	3.363	0.0459	0.04	4	4	5
0.0052	7.0E-4	3.3237	3.3638	0.04	0.0392	4	3	5
0.0061	0.0090	3.3243	3.3729	0.0485	0.0394	4	3	6
0.0031	0.0064	3.3432	3.3793	0.0361	0.0297	3	2	8
0.0354	0.0158	3.3498	3.3952	0.0453	0.0295	4	2	8
0.0354	0.0043	3.3634	3.3995	0.036	0.0317	3	3	7
0.0354	0.0015	3.3687	3.4011	0.0323	0.0308	3	3	6
0.0354	0.0064	3.3692	3.4075	0.0382	0.0318	3	3	5
0.0061	0.0363	3.3754	3.4439	0.0684	0.032	6	3	8
0.0151	0.013	3.3772	3.4569	0.0796	0.0666	7	6	8
0.0151	6.0E-4	3.3775	3.4575	0.08	0.0794	8	7	7
0.0169	0.0133	3.3806	3.4709	0.0903	0.0769	9	7	7
0.0169	9.0E-4	3.416	3.4718	0.0558	0.0548	5	5	6
0.0169	0.0067	3.4266	3.4785	0.0518	0.0451	5	4	5
0.0037	0.0071	3.4374	3.4857	0.0482	0.0411	4	4	7
0.0037	0.0010	3.4405	3.4868	0.0462	0.0451	4	4	6
0.0032	0.0031	3.4466	3.4899	0.0432	0.0401	4	4	6
0.0032	0.0014	3.4618	3.4913	0.0295	0.028	2	2	5
0.0182	0.0018	3.4787	3.4931	0.0144	0.0126	1	1	5
0.0182	0.0165	3.4825	3.5097	0.0272	0.0106	2	1	4
0.0040	0.0070	3.4847	3.5167	0.032	0.0249	3	2	5
0.0127	0.0069	3.4885	3.5237	0.0351	0.0282	3	2	6
0.0127	0.0111	3.4918	3.5349	0.043	0.0318	4	3	5
0.0041	0.011	3.51	3.5459	0.0359	0.0248	3	2	6
0.0055	0.0056	3.515	3.5516	0.0365	0.0309	3	3	6
0.0055	0.0	3.519	3.5516	0.0326	0.0325	3	3	5
0.0065	0.0203	3.5223	3.572	0.0496	0.0293	4	2	9
0.0053	0.0088	3.535	3.5808	0.0457	0.0369	4	3	9
0.0059	0.0038	3.5436	3.5846	0.041	0.0372	4	3	9
0.0383	0.0258	3.5477	3.6104	0.0627	0.0368	6	3	9
0.0383	0.0059	3.5532	3.6164	0.0631	0.0571	6	5	8
0.0383	0.0068	3.5564	3.6233	0.0668	0.0599	6	5	7
0.0092	0.0073	3.5627	3.6306	0.0679	0.0606	6	6	7
0.0092	0.0062	3.5716	3.6369	0.0653	0.059	6	5	6
0.0157	0.0034	3.5719	3.6403	0.0684	0.0649	6	6	6
0.0157	0.0115	3.5784	3.6518	0.0733	0.0618	7	6	5
0.026	0.025	3.5838	3.6769	0.0931	0.068	9	6	5
0.0522	0.0030	3.5897	3.68	0.0902	0.0872	9	8	5
0.0522	0.0048	3.6281	3.6849	0.0567	0.0519	5	5	4
0.0522	0.0046	3.6374	3.6895	0.0521	0.0474	5	4	3
0.0522	0.0067	3.6531	3.6963	0.0431	0.0364	4	3	2
0.0522	0.0025	3.6792	3.6988	0.0196	0.0171	1	1	1
0.0063	0.0198	3.7314	3.7512	0.0198	0.0	1	0	3
0.0081	0.0117	3.7426	3.763	0.0204	0.0086	2	0	3
0.0208	0.0113	3.7489	3.7743	0.0253	0.014	2	1	5
0.0208	1.0E-4	3.7552	3.7744	0.0191	0.019	1	1	4
0.0208	0.0015	3.7634	3.776	0.0125	0.011	1	1	3
0.0031	0.0099	3.7636	3.7859	0.0223	0.0123	2	1	3
0.0454	0.0185	3.7638	3.8045	0.0406	0.0221	4	2	7
0.0454	0.0255	3.7847	3.83	0.0453	0.0197	4	1	6
