K: 5
Lambda: 30.0
Ts: 0.03
Simulation Time: 100.0

time      	IAT  	Ts		Rho    	Arr      	Dep     	Tw     	Tq     	w   	q   

0.0080    	0.0344 	0.0037 	0.1075 	0.0043    	0.0080    	0.0 	0.0037 	0.8924 	1.0 	
0.0815    	0.0564 	0.0232 	0.5873 	0.0388    	0.0815    	0.0 	0.0232 	0.9126 	1.5 	
0.1306    	0.047 	0.0318 	0.9719 	0.0445    	0.1306    	0.0123 	0.0441 	0.6947 	1.6666 	
0.148    	0.0372 	0.0282 	1.2878 	0.0771    	0.148    	0.0226 	0.0508 	0.4621 	1.75 	
0.1673    	0.0405 	0.0264 	1.1022 	0.1171    	0.1673    	0.0242 	0.0507 	0.6977 	1.8 	
0.1986    	0.0337 	0.0272 	1.0154 	0.1453    	0.1986    	0.0239 	0.0511 	0.8178 	1.8333 	
0.2646    	0.0404 	0.0327 	1.0302 	0.1531    	0.2646    	0.0269 	0.0597 	0.9697 	2.0 	
0.2925    	0.0371 	0.0321 	1.1469 	0.2069    	0.2925    	0.0308 	0.063 	0.978 	2.125 	
0.3039    	0.0518 	0.0298 	1.0269 	0.2114    	0.3039    	0.0364 	0.0662 	1.1952 	2.2222 	
0.3294    	0.0466 	0.0294 	0.9392 	0.2282    	0.3294    	0.0403 	0.0697 	1.3607 	2.3 	
0.342    	0.0424 	0.0279 	0.8606 	0.2871    	0.342    	0.0405 	0.0684 	1.412 	2.2727 	
0.3929    	0.0389 	0.0298 	0.8138 	0.3014    	0.3929    	0.0405 	0.0703 	1.3527 	2.1666 	
0.4784    	0.0411 	0.028 	0.7595 	0.4711    	0.4784    	0.0374 	0.0655 	1.3173 	2.0769 	
0.5685    	0.0405 	0.0282 	1.0833 	0.5387    	0.5685    	0.0347 	0.0629 	0.988 	2.0714 	
0.5745    	0.042 	0.0267 	1.0174 	0.5649    	0.5745    	0.0326 	0.0593 	1.0491 	2.0666 	
0.5799    	0.0394 	0.0253 	0.9592 	0.5665    	0.5799    	0.0311 	0.0565 	1.1032 	2.0625 	
0.6083    	0.0371 	0.0255 	0.9291 	0.5721    	0.6083    	0.0297 	0.0553 	1.0708 	2.0 	
0.6366    	0.0358 	0.0242 	0.8821 	0.6354    	0.6366    	0.0281 	0.0523 	1.0622 	1.9444 	
0.6556    	0.0348 	0.0232 	0.8529 	0.6502    	0.6556    	0.0266 	0.0498 	1.0418 	1.8947 	
0.7073    	0.0355 	0.024 	0.8517 	0.6667    	0.7073    	0.0252 	0.0493 	0.9982 	1.85 	
0.7756    	0.0375 	0.0258 	0.8795 	0.7156    	0.7756    	0.024 	0.0498 	0.93 	1.8095 	
0.7945    	0.0404 	0.0254 	0.8481 	0.75    	0.7945    	0.0241 	0.0496 	0.97 	1.8181 	
0.8055    	0.0386 	0.0248 	0.816 	0.7918    	0.8055    	0.0232 	0.048 	1.01 	1.826 	
0.944    	0.041 	0.0295 	0.8555 	0.7939    	0.944    	0.0227 	0.0523 	1.0194 	1.875 	
0.9729    	0.0394 	0.0295 	0.836 	0.8937    	0.9729    	0.0238 	0.0534 	1.0839 	1.92 	
0.9919    	0.0387 	0.0291 	0.8381 	0.898    	0.9919    	0.0258 	0.0549 	1.0849 	1.923 	
0.9991    	0.0373 	0.0283 	0.8195 	0.912    	0.9991    	0.0278 	0.0561 	1.1063 	1.9259 	
1.0116    	0.0359 	0.0277 	0.8111 	0.9905    	1.0116    	0.0271 	0.0549 	1.0816 	1.8928 	
1.0349    	0.0362 	0.0276 	0.8094 	1.0118    	1.0349    	0.0261 	0.0538 	1.0526 	1.862 	
1.0432    	0.035 	0.0269 	0.7916 	1.0242    	1.0432    	0.0256 	0.0526 	1.0416 	1.8333 	
1.0713    	0.0355 	0.0266 	0.7765 	1.0546    	1.0713    	0.0248 	0.0514 	1.0298 	1.8064 	
1.1087    	0.0372 	0.0258 	0.7531 	1.1062    	1.1087    	0.024 	0.0499 	1.028 	1.7812 	
1.2045    	0.0369 	0.0253 	0.7413 	1.1963    	1.2045    	0.0233 	0.0486 	1.0162 	1.7575 	
1.284    	0.0404 	0.0269 	0.7389 	1.2006    	1.284    	0.0227 	0.0497 	1.0551 	1.7941 	
1.288    	0.0393 	0.0262 	0.7188 	1.2233    	1.288    	0.0238 	0.0501 	1.1097 	1.8285 	
1.3322    	0.0382 	0.0267 	0.709 	1.2537    	1.3322    	0.0241 	0.0509 	1.1242 	1.8333 	
1.3378    	0.0372 	0.0262 	0.6911 	1.2606    	1.3378    	0.0254 	0.0516 	1.1196 	1.8108 	
1.3826    	0.0365 	0.0255 	0.6769 	1.3808    	1.3826    	0.0247 	0.0503 	1.1125 	1.7894 	
1.4099    	0.0378 	0.0253 	0.6645 	1.3924    	1.4099    	0.0241 	0.0494 	1.1046 	1.7692 	
1.4931    	0.0372 	0.025 	0.6721 	1.4823    	1.4931    	0.0235 	0.0485 	1.0778 	1.75 	
1.4943    	0.0385 	0.0244 	0.6559 	1.4935    	1.4943    	0.0229 	0.0473 	1.0757 	1.7317 	
1.6086    	0.0383 	0.0243 	0.675 	1.5851    	1.6086    	0.0223 	0.0467 	1.063 	1.738 	
1.633    	0.0381 	0.0243 	0.6933 	1.5894    	1.633    	0.0223 	0.0467 	1.0741 	1.7674 	
1.6378    	0.0372 	0.0239 	0.6841 	1.598    	1.6378    	0.0226 	0.0465 	1.1113 	1.7954 	
1.6462    	0.0379 	0.0236 	0.6717 	1.6142    	1.6462    	0.0226 	0.0462 	1.1282 	1.8 	
1.6501    	0.0371 	0.0231 	0.6583 	1.6268    	1.6501    	0.0225 	0.0457 	1.1459 	1.8043 	
1.6675    	0.0363 	0.023 	0.6498 	1.6435    	1.6675    	0.0222 	0.0452 	1.1373 	1.7872 	
1.7154    	0.0357 	0.0226 	0.6483 	1.711    	1.7154    	0.0217 	0.0444 	1.1224 	1.7708 	
1.7357    	0.0358 	0.0225 	0.6434 	1.7187    	1.7357    	0.0213 	0.0438 	1.1117 	1.7551 	
1.773    	0.0363 	0.0223 	0.6345 	1.7606    	1.773    	0.0208 	0.0432 	1.1054 	1.74 	
1.8843    	0.0374 	0.0231 	0.6366 	1.8223    	1.8843    	0.0204 	0.0435 	1.0888 	1.7254 	
1.8853    	0.0366 	0.0226 	0.6246 	1.8288    	1.8853    	0.0211 	0.0438 	1.0868 	1.7115 	
1.9542    	0.0371 	0.023 	0.6315 	1.9122    	1.9542    	0.0207 	0.0438 	1.0854 	1.7169 	
2.0134    	0.0375 	0.0237 	0.638 	1.9277    	2.0134    	0.0208 	0.0445 	1.0841 	1.7222 	
2.0239    	0.0368 	0.0234 	0.6296 	1.9302    	2.0239    	0.0219 	0.0454 	1.0976 	1.7272 	
2.0292    	0.0362 	0.0231 	0.6199 	1.9726    	2.0292    	0.0225 	0.0456 	1.0943 	1.7142 	
2.208    	0.0383 	0.0253 	0.6256 	2.0569    	2.208    	0.0239 	0.0475 	1.1111 	1.7368 	
2.3852    	0.0405 	0.0274 	0.625 	2.0845    	2.3852    	0.0279 	0.0518 	1.1508 	1.7758 	
2.5252    	0.0408 	0.0288 	0.6472 	2.2833    	2.5252    	0.0308 	0.0551 	1.1663 	1.8135 	
2.5333    	0.0401 	0.0285 	0.642 	2.2856    	2.5333    	0.0342 	0.0583 	1.2079 	1.85 	
2.5673    	0.0401 	0.0286 	0.6466 	2.3656    	2.5673    	0.0364 	0.0606 	1.2222 	1.8688 	
2.5756    	0.0395 	0.0283 	0.6602 	2.4368    	2.5756    	0.0379 	0.0619 	1.2268 	1.887 	
2.5971    	0.041 	0.0282 	0.6521 	2.4398    	2.5971    	0.0395 	0.0634 	1.2525 	1.9047 	
2.6708    	0.0404 	0.0288 	0.6503 	2.4924    	2.6708    	0.0405 	0.0652 	1.2715 	1.9218 	
2.6834    	0.0398 	0.0286 	0.6417 	2.493    	2.6834    	0.0426 	0.0671 	1.2813 	1.923 	
2.6909    	0.0393 	0.0283 	0.6328 	2.5111    	2.6909    	0.0446 	0.0688 	1.2762 	1.909 	
2.7681    	0.0399 	0.0286 	0.6446 	2.7162    	2.7681    	0.0439 	0.0686 	1.2509 	1.8955 	
2.8036    	0.0394 	0.0287 	0.6494 	2.7673    	2.8036    	0.0433 	0.0681 	1.2329 	1.8823 	
2.8164    	0.0394 	0.0285 	0.6459 	2.8037    	2.8164    	0.0427 	0.0673 	1.2236 	1.8695 	
2.8221    	0.0388 	0.0282 	0.6393 	2.8113    	2.8221    	0.0421 	0.0665 	1.2177 	1.8571 	
2.8723    	0.0394 	0.0282 	0.6364 	2.8423    	2.8723    	0.0415 	0.066 	1.2226 	1.8591 	
2.9233    	0.0389 	0.0285 	0.6378 	2.844    	2.9233    	0.0413 	0.0662 	1.2232 	1.8611 	
2.9357    	0.0386 	0.0283 	0.6452 	2.8569    	2.9357    	0.0417 	0.0663 	1.2177 	1.863 	
2.9676    	0.0387 	0.0283 	0.6465 	2.9261    	2.9676    	0.0413 	0.066 	1.2183 	1.8648 	
2.9879    	0.0382 	0.0282 	0.6441 	2.9348    	2.9879    	0.0411 	0.0658 	1.2224 	1.8666 	
3.0257    	0.0389 	0.0284 	0.6429 	2.9453    	3.0257    	0.0412 	0.066 	1.2517 	1.8947 	
3.0927    	0.0393 	0.0288 	0.6471 	2.9885    	3.0927    	0.0411 	0.0665 	1.2749 	1.922 	
3.1213    	0.0388 	0.0288 	0.6441 	2.9917    	3.1213    	0.0419 	0.0673 	1.3045 	1.9487 	
3.1663    	0.0398 	0.029 	0.6405 	2.9953    	3.1663    	0.0429 	0.0686 	1.3214 	1.962 	
3.1751    	0.0393 	0.0288 	0.6334 	3.0119    	3.1751    	0.0443 	0.0698 	1.3415 	1.975 	
3.1959    	0.0389 	0.0287 	0.6277 	3.0803    	3.1959    	0.045 	0.0704 	1.3475 	1.9753 	
3.2132    	0.0384 	0.0286 	0.6217 	3.1497    	3.2132    	0.045 	0.0703 	1.3416 	1.9634 	
3.2783    	0.0381 	0.0283 	0.6201 	3.2734    	3.2783    	0.0444 	0.0695 	1.3316 	1.9518 	
3.3696    	0.0387 	0.0289 	0.6865 	3.2835    	3.3696    	0.0439 	0.0697 	1.2777 	1.9642 	
3.5458    	0.0383 	0.029 	0.6885 	3.362    	3.5458    	0.0451 	0.071 	1.2997 	1.9882 	
3.5783    	0.038 	0.029 	0.7137 	3.3759    	3.5783    	0.0466 	0.0726 	1.2978 	2.0116 	
3.593    	0.0379 	0.0289 	0.7117 	3.3946    	3.593    	0.0482 	0.074 	1.3227 	2.0344 	
3.6334    	0.0378 	0.029 	0.7195 	3.4076    	3.6334    	0.0497 	0.0757 	1.3372 	2.0568 	
3.6402    	0.0375 	0.0287 	0.7228 	3.4078    	3.6402    	0.0517 	0.0775 	1.3557 	2.0786 	
3.6501    	0.0378 	0.0286 	0.7165 	3.4422    	3.6501    	0.0533 	0.0789 	1.3834 	2.1 	
3.695    	0.0374 	0.0287 	0.7162 	3.4427    	3.695    	0.055 	0.0808 	1.4046 	2.1208 	
3.6951    	0.037 	0.0284 	0.7085 	3.4544    	3.6951    	0.057 	0.0826 	1.4219 	2.1304 	
3.7985    	0.0379 	0.0292 	0.7146 	3.5178    	3.7985    	0.0583 	0.0847 	1.4358 	2.1505 	
3.9253    	0.0379 	0.0296 	0.718 	3.5813    	3.9253    	0.061 	0.0875 	1.4521 	2.1702 	
3.9365    	0.0375 	0.0294 	0.7141 	3.6086    	3.9365    	0.0637 	0.09 	1.4752 	2.1894 	
3.9511    	0.0372 	0.0292 	0.7114 	3.6375    	3.9511    	0.0661 	0.0923 	1.4864 	2.1979 	
4.2312    	0.039 	0.0305 	0.7109 	4.1939    	4.2312    	0.0655 	0.0918 	1.4746 	2.1855 	
4.2414    	0.0386 	0.0303 	0.7055 	4.2016    	4.2414    	0.0651 	0.0912 	1.4679 	2.1734 	
4.2875    	0.0387 	0.0303 	0.7053 	4.2579    	4.2875    	0.0644 	0.0906 	1.4563 	2.1616 	
4.455    	0.0401 	0.0314 	0.7121 	4.3013    	4.455    	0.0638 	0.0912 	1.4478 	2.16 	
4.4836    	0.0398 	0.0314 	0.7076 	4.3122    	4.4836    	0.0646 	0.092 	1.4507 	2.1584 	
4.4963    	0.0394 	0.0312 	0.7018 	4.3912    	4.4963    	0.0648 	0.0922 	1.4452 	2.147 	
4.5691    	0.0399 	0.0315 	0.7025 	4.5019    	4.5691    	0.0642 	0.0919 	1.4333 	2.1359 	
4.6318    	0.0404 	0.0318 	0.7017 	4.5134    	4.6318    	0.0641 	0.0922 	1.4232 	2.125 	
4.6358    	0.0401 	0.0316 	0.6954 	4.5999    	4.6358    	0.0638 	0.0916 	1.4188 	2.1142 	
4.7409    	0.0401 	0.0316 	0.7108 	4.7016    	4.7409    	0.0632 	0.0911 	1.3928 	2.1037 	
4.7824    	0.0402 	0.0317 	0.7116 	4.7246    	4.7824    	0.0628 	0.0908 	1.3818 	2.0934 	
4.9125    	0.0411 	0.0325 	0.7229 	4.7414    	4.9125    	0.0626 	0.0916 	1.3788 	2.1018 	
4.9319    	0.0408 	0.0324 	0.7189 	4.794    	4.9319    	0.0631 	0.092 	1.3911 	2.11 	
4.9338    	0.0404 	0.0322 	0.7126 	4.8339    	4.9338    	0.0634 	0.0921 	1.3963 	2.109 	
4.9622    	0.0406 	0.0321 	0.7112 	4.8752    	4.9622    	0.0634 	0.092 	1.3968 	2.1081 	
4.9639    	0.0403 	0.0319 	0.7051 	4.9424    	4.9639    	0.063 	0.0914 	1.4019 	2.1071 	
4.9938    	0.04 	0.0319 	0.704 	4.9559    	4.9938    	0.0625 	0.0909 	1.3932 	2.0973 	
5.0467    	0.0402 	0.0319 	0.7065 	5.0075    	5.0467    	0.0619 	0.0905 	1.3987 	2.1052 	
5.0483    	0.0399 	0.0317 	0.7007 	5.0213    	5.0483    	0.0616 	0.0899 	1.4122 	2.113 	
5.0646    	0.0395 	0.0316 	0.6982 	5.0247    	5.0646    	0.0613 	0.0895 	1.4138 	2.112 	
5.0762    	0.0393 	0.0314 	0.7023 	5.0323    	5.0762    	0.0611 	0.0891 	1.4002 	2.1025 	
5.1467    	0.0395 	0.0317 	0.7161 	5.0722    	5.1467    	0.0606 	0.089 	1.394 	2.1101 	
5.1577    	0.0398 	0.0316 	0.7113 	5.082    	5.1577    	0.0606 	0.0889 	1.4063 	2.1176 	
5.1605    	0.0395 	0.0314 	0.7057 	5.0864    	5.1605    	0.0607 	0.0887 	1.4192 	2.125 	
5.1614    	0.0392 	0.0311 	0.6999 	5.12    	5.1614    	0.0605 	0.0883 	1.4239 	2.1239 	
5.1718    	0.0389 	0.031 	0.6953 	5.1502    	5.1718    	0.0601 	0.0878 	1.4193 	2.1147 	
5.2277    	0.0387 	0.0308 	0.695 	5.2252    	5.2277    	0.0596 	0.0871 	1.4106 	2.1056 	
5.2324    	0.0385 	0.0306 	0.6905 	5.2291    	5.2324    	0.0591 	0.0864 	1.4062 	2.0967 	
5.2918    	0.0386 	0.0306 	0.7046 	5.2535    	5.2918    	0.0587 	0.086 	1.3833 	2.088 	
5.3156    	0.0387 	0.0306 	0.7031 	5.2772    	5.3156    	0.0583 	0.0857 	1.392 	2.0952 	
5.3312    	0.0385 	0.0305 	0.7003 	5.2928    	5.3312    	0.058 	0.0853 	1.402 	2.1023 	
5.3608    	0.0383 	0.0304 	0.7058 	5.3089    	5.3608    	0.0578 	0.085 	1.3956 	2.1015 	
5.4304    	0.0386 	0.0307 	0.7105 	5.3109    	5.4304    	0.0577 	0.0853 	1.4057 	2.1162 	
5.4712    	0.0386 	0.0308 	0.7148 	5.3568    	5.4712    	0.0578 	0.0855 	1.4159 	2.1307 	
5.4727    	0.0383 	0.0306 	0.7097 	5.3777    	5.4727    	0.0581 	0.0856 	1.4352 	2.145 	
5.508    	0.0382 	0.0306 	0.7162 	5.3972    	5.508    	0.0582 	0.0858 	1.4352 	2.1515 	
5.5861    	0.0387 	0.0309 	0.7251 	5.4043    	5.5861    	0.0586 	0.0865 	1.4402 	2.1654 	
5.6098    	0.0384 	0.0309 	0.724 	5.4574    	5.6098    	0.0591 	0.087 	1.455 	2.1791 	
5.6225    	0.0383 	0.0308 	0.7245 	5.4896    	5.6225    	0.0595 	0.0873 	1.4606 	2.1851 	
5.6855    	0.0388 	0.031 	0.723 	5.5121    	5.6855    	0.0599 	0.088 	1.4681 	2.1911 	
5.7382    	0.0386 	0.0311 	0.7209 	5.578    	5.7382    	0.0603 	0.0885 	1.4761 	2.197 	
5.9707    	0.0388 	0.0316 	0.7287 	5.7619    	5.9707    	0.0609 	0.0894 	1.4813 	2.2101 	
6.2369    	0.0381 	0.0313 	0.7295 	5.813    	6.2369    	0.0633 	0.0918 	1.4934 	2.223 	
6.2442    	0.0379 	0.0312 	0.7261 	5.8618    	6.2442    	0.0655 	0.0938 	1.5095 	2.2357 	
6.2684    	0.0387 	0.0311 	0.722 	5.8899    	6.2684    	0.0676 	0.0959 	1.519 	2.2411 	
6.3093    	0.0385 	0.0312 	0.7186 	5.8926    	6.3093    	0.0698 	0.0981 	1.5278 	2.2464 	
6.3473    	0.0382 	0.0312 	0.7151 	5.9515    	6.3473    	0.0718 	0.1002 	1.5296 	2.2447 	
6.3563    	0.038 	0.0311 	0.7105 	5.9876    	6.3563    	0.0738 	0.1021 	1.5255 	2.2361 	
6.5452    	0.0384 	0.0316 	0.7548 	6.437    	6.5452    	0.0733 	0.1021 	1.4933 	2.2482 	
6.709    	0.0381 	0.0314 	0.7537 	6.6829    	6.709    	0.0728 	0.1016 	1.4859 	2.2397 	
6.7332    	0.0381 	0.0312 	0.7502 	6.7268    	6.7332    	0.0723 	0.1009 	1.481 	2.2312 	
6.7617    	0.038 	0.0311 	0.747 	6.7543    	6.7617    	0.0718 	0.1003 	1.4759 	2.2229 	
6.81    	0.0382 	0.0311 	0.7449 	6.7812    	6.81    	0.0713 	0.0998 	1.4698 	2.2147 	
6.8624    	0.0381 	0.031 	0.7514 	6.847    	6.8624    	0.0708 	0.0993 	1.4552 	2.2066 	
6.8698    	0.0381 	0.0309 	0.7475 	6.8562    	6.8698    	0.0704 	0.0987 	1.451 	2.1986 	
6.902    	0.0379 	0.0309 	0.7474 	6.8652    	6.902    	0.07 	0.0983 	1.4433 	2.1907 	
6.9195    	0.0378 	0.0307 	0.7447 	6.9094    	6.9195    	0.0695 	0.0977 	1.4382 	2.183 	
6.9845    	0.0382 	0.0308 	0.7431 	6.9391    	6.9845    	0.069 	0.0974 	1.4387 	2.1818 	
7.0151    	0.038 	0.0308 	0.7404 	6.9446    	7.0151    	0.0689 	0.0972 	1.4402 	2.1806 	
7.0458    	0.0378 	0.0308 	0.7377 	6.9536    	7.0458    	0.0688 	0.0972 	1.4352 	2.173 	
7.1716    	0.0385 	0.0313 	0.7425 	7.0471    	7.1716    	0.0684 	0.0973 	1.4421 	2.1847 	
7.1818    	0.0383 	0.0312 	0.7385 	7.048    	7.1818    	0.0687 	0.0976 	1.4576 	2.1962 	
7.194    	0.0381 	0.0311 	0.7348 	7.0692    	7.194    	0.069 	0.0977 	1.4664 	2.2012 	
7.2093    	0.0379 	0.031 	0.7314 	7.0891    	7.2093    	0.0692 	0.0979 	1.4685 	2.2 	
7.2165    	0.0379 	0.0309 	0.7279 	7.1322    	7.2165    	0.0693 	0.0978 	1.4645 	2.1925 	
7.2305    	0.0377 	0.0308 	0.7256 	7.2163    	7.2305    	0.0688 	0.0973 	1.4595 	2.1851 	
7.2875    	0.0377 	0.0308 	0.7264 	7.256    	7.2875    	0.0684 	0.0969 	1.4514 	2.1779 	
7.3177    	0.0382 	0.0308 	0.7231 	7.2931    	7.3177    	0.068 	0.0964 	1.4476 	2.1707 	
7.4291    	0.0381 	0.0306 	0.7193 	7.4264    	7.4291    	0.0676 	0.0959 	1.4442 	2.1636 	
7.4528    	0.0385 	0.0305 	0.715 	7.4523    	7.4528    	0.0672 	0.0953 	1.4415 	2.1566 	
7.6215    	0.0387 	0.0306 	0.719 	7.5594    	7.6215    	0.0668 	0.0951 	1.4366 	2.1556 	
7.6439    	0.0386 	0.0306 	0.7351 	7.5631    	7.6439    	0.0667 	0.095 	1.4195 	2.1547 	
7.7344    	0.0393 	0.0309 	0.7336 	7.5966    	7.7344    	0.0666 	0.0953 	1.426 	2.1597 	
8.0468    	0.0394 	0.0314 	0.7332 	7.8619    	8.0468    	0.0669 	0.0958 	1.4373 	2.1705 	
8.048    	0.0392 	0.0312 	0.729 	7.8695    	8.048    	0.0676 	0.0963 	1.4522 	2.1812 	
8.0859    	0.039 	0.0313 	0.727 	7.8734    	8.0859    	0.0682 	0.0969 	1.4589 	2.186 	
8.1111    	0.0388 	0.0312 	0.7243 	7.8768    	8.1111    	0.069 	0.0977 	1.4605 	2.1849 	
8.1369    	0.039 	0.0312 	0.7224 	7.8918    	8.1369    	0.0699 	0.0986 	1.4557 	2.1781 	
8.1422    	0.0388 	0.0311 	0.7187 	7.9138    	8.1422    	0.0708 	0.0993 	1.4526 	2.1714 	
8.2027    	0.0388 	0.0309 	0.7149 	8.2009    	8.2027    	0.0703 	0.0988 	1.4498 	2.1647 	
8.2903    	0.0391 	0.031 	0.7151 	8.2382    	8.2903    	0.07 	0.0985 	1.4487 	2.1638 	
8.3504    	0.039 	0.0312 	0.7331 	8.239    	8.3504    	0.0698 	0.0986 	1.4297 	2.1629 	
8.4121    	0.0392 	0.0313 	0.7339 	8.2655    	8.4121    	0.0699 	0.0989 	1.4391 	2.1731 	
8.4312    	0.0391 	0.0313 	0.7314 	8.3353    	8.4312    	0.07 	0.0988 	1.4518 	2.1833 	
8.453    	0.039 	0.0312 	0.7319 	8.3506    	8.453    	0.07 	0.0989 	1.4558 	2.1878 	
8.4569    	0.0388 	0.0311 	0.7287 	8.3507    	8.4569    	0.0702 	0.0989 	1.4635 	2.1923 	
8.5415    	0.039 	0.0313 	0.7354 	8.3821    	8.5415    	0.0702 	0.0992 	1.4612 	2.1967 	
8.5607    	0.0389 	0.0313 	0.7461 	8.4521    	8.5607    	0.0703 	0.0993 	1.4549 	2.201 	
8.6472    	0.0389 	0.0314 	0.7468 	8.5128    	8.6472    	0.0705 	0.0995 	1.4639 	2.2108 	
8.6817    	0.0389 	0.0314 	0.7472 	8.5559    	8.6817    	0.0707 	0.0996 	1.4731 	2.2204 	
8.7069    	0.0395 	0.0314 	0.7441 	8.563    	8.7069    	0.0709 	0.0998 	1.4857 	2.2299 	
8.7679    	0.0393 	0.0315 	0.7422 	8.5892    	8.7679    	0.0712 	0.1003 	1.4971 	2.2393 	
8.8168    	0.0391 	0.0316 	0.7399 	8.621    	8.8168    	0.0716 	0.1008 	1.5034 	2.2433 	
8.8551    	0.0392 	0.0316 	0.7393 	8.6263    	8.8551    	0.0722 	0.1014 	1.5027 	2.2421 	
8.9253    	0.0395 	0.0318 	0.7392 	8.6539    	8.9253    	0.0729 	0.1023 	1.5015 	2.2408 	
8.9356    	0.0393 	0.0317 	0.7359 	8.6957    	8.9356    	0.0737 	0.103 	1.5036 	2.2395 	
8.9614    	0.0391 	0.0317 	0.7335 	8.8536    	8.9614    	0.0737 	0.1031 	1.4996 	2.2331 	
9.0206    	0.039 	0.0316 	0.733 	9.0124    	9.0206    	0.0733 	0.1026 	1.4937 	2.2268 	
9.0354    	0.0392 	0.0315 	0.7303 	9.0201    	9.0354    	0.073 	0.1021 	1.4902 	2.2205 	
9.1759    	0.0394 	0.032 	0.7403 	9.033    	9.1759    	0.0726 	0.1023 	1.4841 	2.2244 	
9.1921    	0.0393 	0.0319 	0.7381 	9.1054    	9.1921    	0.0726 	0.1023 	1.4902 	2.2284 	
9.2251    	0.0392 	0.0319 	0.7441 	9.1443    	9.2251    	0.0725 	0.1022 	1.4881 	2.2323 	
9.4465    	0.0397 	0.0324 	0.7519 	9.2387    	9.4465    	0.0729 	0.1027 	1.4892 	2.2412 	
9.5195    	0.0397 	0.0325 	0.7527 	9.3931    	9.5195    	0.073 	0.1028 	1.4872 	2.24 	
9.5203    	0.0395 	0.0323 	0.749 	9.44    	9.5203    	0.073 	0.1027 	1.4897 	2.2388 	
9.5525    	0.0401 	0.0323 	0.7462 	9.4413    	9.5525    	0.073 	0.1027 	1.4864 	2.2326 	
9.5637    	0.0399 	0.0322 	0.7428 	9.4661    	9.5637    	0.0731 	0.1027 	1.4837 	2.2266 	
9.7439    	0.04 	0.0322 	0.7425 	9.7187    	9.7439    	0.0727 	0.1023 	1.4779 	2.2205 	
9.7649    	0.0398 	0.0322 	0.7417 	9.7383    	9.7649    	0.0724 	0.102 	1.4729 	2.2146 	
9.7955    	0.0398 	0.0321 	0.7406 	9.7754    	9.7955    	0.0721 	0.1016 	1.468 	2.2087 	
9.7976    	0.0397 	0.032 	0.7373 	9.7764    	9.7976    	0.0718 	0.1012 	1.4655 	2.2028 	
9.8299    	0.0397 	0.0319 	0.7356 	9.8144    	9.8299    	0.0715 	0.1008 	1.4615 	2.1971 	
9.8674    	0.0397 	0.0318 	0.7332 	9.8565    	9.8674    	0.0711 	0.1003 	1.4581 	2.1913 	
9.9281    	0.0397 	0.0318 	0.7356 	9.9006    	9.9281    	0.0708 	0.1 	1.4548 	2.1904 	
9.9906    	0.0401 	0.0319 	0.734 	9.9016    	9.9906    	0.0706 	0.0999 	1.4554 	2.1895 	
9.9912    	0.0399 	0.0318 	0.7306 	9.9091    	9.9912    	0.0706 	0.0998 	1.458 	2.1886 	
10.004    	0.0398 	0.0317 	0.7276 	9.9315    	10.004    	0.0706 	0.0997 	1.4554 	2.183 	
10.1187    	0.0398 	0.0318 	0.7299 	10.0836    	10.1187    	0.0702 	0.0994 	1.4522 	2.1822 	
10.1563    	0.0399 	0.0318 	0.7291 	10.0975    	10.1563    	0.07 	0.0992 	1.4522 	2.1813 	
10.1689    	0.0398 	0.0317 	0.7266 	10.1009    	10.1689    	0.0699 	0.0991 	1.4538 	2.1805 	
10.234    	0.0399 	0.0318 	0.7271 	10.1295    	10.234    	0.0698 	0.0991 	1.4525 	2.1797 	
10.2752    	0.0398 	0.0319 	0.7262 	10.1964    	10.2752    	0.0697 	0.099 	1.4526 	2.1788 	
10.3111    	0.0398 	0.0319 	0.7262 	10.2054    	10.3111    	0.0697 	0.099 	1.4473 	2.1735 	
10.3575    	0.0398 	0.0319 	0.7301 	10.2835    	10.3575    	0.0695 	0.0989 	1.438 	2.1681 	
10.3786    	0.0398 	0.0319 	0.7299 	10.3334    	10.3786    	0.0693 	0.0987 	1.4329 	2.1628 	
10.3915    	0.0396 	0.0318 	0.7286 	10.3627    	10.3915    	0.069 	0.0984 	1.4289 	2.1576 	
10.452    	0.0397 	0.0319 	0.7307 	10.3926    	10.452    	0.0687 	0.0982 	1.4216 	2.1524 	
10.5244    	0.0398 	0.0321 	0.7337 	10.422    	10.5244    	0.0685 	0.0982 	1.418 	2.1517 	
10.5248    	0.0397 	0.032 	0.7305 	10.4713    	10.5248    	0.0685 	0.098 	1.4206 	2.1511 	
10.5278    	0.0396 	0.0319 	0.7281 	10.4757    	10.5278    	0.0684 	0.0978 	1.4178 	2.146 	
10.5912    	0.0397 	0.032 	0.7365 	10.5278    	10.5912    	0.0681 	0.0977 	1.4132 	2.1497 	
10.8457    	0.0401 	0.0326 	0.7445 	10.6144    	10.8457    	0.0685 	0.0982 	1.4089 	2.1535 	
10.8472    	0.04 	0.0324 	0.7414 	10.6259    	10.8472    	0.0691 	0.0988 	1.4157 	2.1572 	
10.8511    	0.0399 	0.0323 	0.7394 	10.637    	10.8511    	0.0697 	0.0993 	1.417 	2.1565 	
10.8593    	0.0397 	0.0322 	0.7388 	10.6432    	10.8593    	0.0703 	0.0998 	1.417 	2.1558 	
10.8707    	0.0397 	0.0322 	0.737 	10.798    	10.8707    	0.0703 	0.0997 	1.4137 	2.1508 	
