K: 5
Lambda: 30.0
Ts: 0.03
Simulation Time: 100.0

t    	Arr   	Dep   	Tw     	Tq     	w   	q   	n 
49.9649 	49.682 	49.9649 	0.1467 	0.2829 	1.8353 	3.0 	3
49.9704 	49.7025 	49.9704 	0.2623 	0.2678 	2.533 	3.0 	3
50.0019 	49.7134 	50.0019 	0.2569 	0.2884 	2.2213 	3.0 	3
50.0433 	49.7192 	50.0433 	0.2826 	0.3241 	2.1664 	3.0 	3
50.1693 	50.1546 	50.1693 	0.0 	0.0146 	1.8476 	2.0 	2
50.1814 	50.1629 	50.1814 	0.0064 	0.0185 	0.8747 	1.0 	1
50.2835 	50.2593 	50.2835 	0.0 	0.0241 	0.6842 	1.0 	1
50.3407 	50.3359 	50.3407 	0.0 	0.0048 	0.7744 	1.0 	1
50.3753 	50.3572 	50.3753 	0.0 	0.0181 	0.8202 	1.0 	1
50.5314 	50.4581 	50.5314 	0.0 	0.0733 	2.3837 	4.0 	4
50.5441 	50.4652 	50.5441 	0.0662 	0.0788 	2.7214 	3.0 	3
50.7346 	50.574 	50.7346 	0.1472 	0.1605 	3.4794 	4.0 	4
50.7824 	50.5869 	50.7824 	0.1476 	0.1954 	1.9922 	5.0 	5
51.0178 	50.7814 	51.0178 	0.1679 	0.2363 	1.8364 	3.0 	3
51.1084 	50.7973 	51.1084 	0.2204 	0.311 	1.7397 	3.0 	3
51.127 	50.8135 	51.127 	0.2948 	0.3134 	1.7409 	2.0 	2
51.1361 	50.8377 	51.1361 	0.2892 	0.2983 	0.8728 	1.0 	1
51.1586 	51.1453 	51.1586 	0.0 	0.0132 	0.0415 	2.0 	2
51.181 	51.1521 	51.181 	0.0065 	0.0289 	1.4408 	2.0 	2
51.1817 	51.1588 	51.1817 	0.0221 	0.0228 	0.9838 	1.0 	1
51.2703 	51.1989 	51.2703 	0.0 	0.0713 	1.4445 	5.0 	5
51.4109 	51.2665 	51.4109 	0.117 	0.1444 	4.3972 	5.0 	5
51.4117 	51.2865 	51.4117 	0.1243 	0.1251 	3.9832 	4.0 	4
51.4121 	51.3207 	51.4121 	0.091 	0.0914 	2.9914 	3.0 	3
51.459 	51.3419 	51.459 	0.0701 	0.117 	3.2488 	4.0 	4
51.5191 	51.3526 	51.5191 	0.1063 	0.1664 	3.5128 	4.0 	4
51.6216 	51.3809 	51.6216 	0.1382 	0.2406 	2.1703 	3.0 	3
51.6348 	51.3832 	51.6348 	0.2383 	0.2516 	1.8925 	2.0 	2
51.6383 	51.399 	51.6383 	0.2357 	0.2393 	0.9715 	1.0 	1
51.6774 	51.6425 	51.6774 	0.0 	0.0348 	1.2011 	2.0 	2
51.6995 	51.6525 	51.6995 	0.0248 	0.0469 	1.4502 	2.0 	2
51.732 	51.6962 	51.732 	0.0033 	0.0358 	0.1931 	1.0 	1
51.7379 	51.7364 	51.7379 	0.0 	0.0014 	0.9102 	1.0 	1
51.8538 	51.7531 	51.8538 	0.0 	0.1006 	-0.2945 	4.0 	4
51.873 	51.7621 	51.873 	0.0916 	0.1108 	3.5023 	4.0 	4
51.9121 	51.7807 	51.9121 	0.0922 	0.1313 	3.0723 	4.0 	4
51.9205 	51.8326 	51.9205 	0.0794 	0.0878 	2.8018 	3.0 	3
52.1458 	51.9369 	52.1458 	0.161 	0.2089 	4.0413 	5.0 	5
52.24 	51.974 	52.24 	0.2384 	0.2659 	4.1709 	5.0 	5
52.252 	51.9778 	52.252 	0.2621 	0.2741 	3.6371 	4.0 	4
52.2982 	51.9975 	52.2982 	0.2545 	0.3007 	2.5606 	4.0 	4
52.3766 	52.0224 	52.3766 	0.2758 	0.3541 	3.0417 	5.0 	5
52.3841 	52.0628 	52.3841 	0.3138 	0.3213 	3.8129 	4.0 	4
52.3991 	52.0755 	52.3991 	0.3085 	0.3235 	2.6246 	3.0 	3
52.4294 	52.0877 	52.4294 	0.3113 	0.3416 	3.1498 	4.0 	4
52.4329 	52.0933 	52.4329 	0.336 	0.3395 	2.9016 	3.0 	3
52.4664 	52.1168 	52.4664 	0.316 	0.3496 	2.9879 	4.0 	4
52.4747 	52.1668 	52.4747 	0.2996 	0.3079 	2.7504 	3.0 	3
52.4754 	52.1743 	52.4754 	0.3004 	0.3011 	1.9796 	2.0 	2
52.5149 	52.177 	52.5149 	0.2984 	0.3379 	0.6455 	2.0 	2
52.5236 	52.196 	52.5236 	0.3188 	0.3275 	1.6963 	2.0 	2
52.557 	52.2017 	52.557 	0.3218 	0.3552 	1.037 	2.0 	2
52.5878 	52.2375 	52.5878 	0.3194 	0.3503 	-2.9632 	2.0 	2
52.5883 	52.2707 	52.5883 	0.3171 	0.3176 	0.9244 	1.0 	1
52.5928 	52.5892 	52.5928 	0.0 	0.0035 	1.8513 	2.0 	2
52.5939 	52.5922 	52.5939 	5.0E-4 	0.0017 	0.9528 	1.0 	1
52.6569 	52.6164 	52.6569 	0.0 	0.0405 	-2.1322 	4.0 	4
52.685 	52.6175 	52.685 	0.0394 	0.0674 	3.4108 	4.0 	4
52.6893 	52.6334 	52.6893 	0.0516 	0.0559 	2.9092 	3.0 	3
52.6925 	52.6566 	52.6925 	0.0327 	0.0358 	1.933 	2.0 	2
52.6968 	52.6632 	52.6968 	0.0292 	0.0336 	0.9091 	1.0 	1
52.7231 	52.7108 	52.7231 	0.0 	0.0123 	1.2423 	2.0 	2
52.7617 	52.7172 	52.7617 	0.0059 	0.0445 	1.0698 	2.0 	2
52.799 	52.7335 	52.799 	0.0282 	0.0655 	1.4177 	2.0 	2
52.8035 	52.775 	52.8035 	0.024 	0.0284 	0.9309 	1.0 	1
52.8474 	52.8391 	52.8474 	0.0 	0.0083 	0.5832 	1.0 	1
52.8834 	52.8591 	52.8834 	0.0 	0.0243 	0.1718 	1.0 	1
52.9014 	52.8884 	52.9014 	0.0 	0.0129 	0.7055 	1.0 	1
52.9638 	52.9325 	52.9638 	0.0 	0.0312 	2.5749 	3.0 	3
52.9701 	52.94 	52.9701 	0.0237 	0.03 	1.9141 	2.0 	2
53.0045 	52.9499 	53.0045 	0.0202 	0.0546 	0.5333 	1.0 	1
53.0236 	53.0235 	53.0236 	0.0 	0.0 	0.9957 	1.0 	1
53.0458 	53.0458 	53.0458 	0.0 	0.0 	0.9996 	1.0 	1
53.2017 	53.1789 	53.2017 	0.0 	0.0228 	0.282 	1.0 	1
53.7307 	53.2474 	53.7307 	0.4108 	0.4833 	2.9379 	5.0 	5
53.8873 	53.8403 	53.8873 	0.0 	0.0469 	0.1105 	1.0 	1
53.9001 	53.8931 	53.9001 	0.0 	0.0069 	0.274 	1.0 	1
53.9061 	53.9027 	53.9061 	0.0 	0.0033 	1.2167 	2.0 	2
53.9528 	53.9041 	53.9528 	0.0020 	0.0487 	3.2147 	5.0 	5
53.9609 	53.9084 	53.9609 	0.0443 	0.0525 	3.6882 	4.0 	4
54.0182 	53.9091 	54.0182 	0.0518 	0.1091 	3.9771 	5.0 	5
54.0666 	53.922 	54.0666 	0.0961 	0.1445 	4.5784 	5.0 	5
54.0801 	53.9388 	54.0801 	0.1278 	0.1413 	3.8822 	4.0 	4
54.083 	53.9649 	54.083 	0.1151 	0.1181 	2.9745 	3.0 	3
54.0894 	53.971 	54.0894 	0.112 	0.1184 	1.9444 	2.0 	2
54.1045 	54.027 	54.1045 	0.0624 	0.0775 	0.8685 	1.0 	1
54.1498 	54.1418 	54.1498 	0.0 	0.0080 	0.6041 	1.0 	1
54.1867 	54.1621 	54.1867 	0.0 	0.0245 	0.1257 	1.0 	1
54.1996 	54.1902 	54.1996 	0.0 	0.0093 	0.407 	1.0 	1
54.2373 	54.206 	54.2373 	0.0 	0.0313 	0.8685 	2.0 	2
54.2496 	54.2355 	54.2496 	0.0018 	0.014 	0.5587 	1.0 	1
54.2909 	54.2632 	54.2909 	0.0 	0.0276 	0.0818 	1.0 	1
54.2965 	54.2933 	54.2965 	0.0 	0.0031 	0.9275 	1.0 	1
54.5199 	54.3366 	54.5199 	0.0 	0.1832 	1.9051 	3.0 	3
54.5338 	54.3657 	54.5338 	0.1541 	0.168 	1.9171 	2.0 	2
54.5641 	54.3959 	54.5641 	0.1378 	0.1682 	0.3179 	2.0 	2
54.6181 	54.5633 	54.6181 	8.0E-4 	0.0548 	1.6461 	2.0 	2
54.6505 	54.5813 	54.6505 	0.0367 	0.0691 	0.7876 	1.0 	1
54.7587 	54.7339 	54.7587 	0.0 	0.0247 	0.3346 	1.0 	1
54.8288 	54.7711 	54.8288 	0.0 	0.0576 	0.6618 	2.0 	2
54.836 	54.791 	54.836 	0.0377 	0.0449 	1.8166 	2.0 	2
54.8874 	54.8341 	54.8874 	0.0018 	0.0532 	-0.2663 	2.0 	2
54.8898 	54.8731 	54.8898 	0.0142 	0.0167 	0.8908 	1.0 	1
54.9049 	54.8958 	54.9049 	0.0 	0.0091 	1.8602 	2.0 	2
54.9062 	54.9011 	54.9062 	0.0038 	0.0051 	0.9803 	1.0 	1
54.9837 	54.9663 	54.9837 	0.0 	0.0174 	1.5208 	2.0 	2
54.9913 	54.9781 	54.9913 	0.0056 	0.0132 	0.7904 	1.0 	1
55.0239 	55.0144 	55.0239 	0.0 	0.0094 	0.4823 	1.0 	1
55.0345 	55.0327 	55.0345 	0.0 	0.0018 	0.3438 	1.0 	1
55.0827 	55.0355 	55.0827 	0.0 	0.0471 	0.9866 	2.0 	2
55.1124 	55.0595 	55.1124 	0.0232 	0.0529 	0.4259 	2.0 	2
55.1832 	55.1061 	55.1832 	0.0063 	0.0771 	0.383 	3.0 	3
55.2111 	55.1249 	55.2111 	0.0582 	0.0861 	3.5725 	5.0 	5
55.408 	55.2196 	55.408 	0.1772 	0.1883 	3.7411 	4.0 	4
55.4658 	55.2263 	55.4658 	0.1816 	0.2394 	3.3128 	4.0 	4
55.4903 	55.2339 	55.4903 	0.2318 	0.2563 	2.7085 	3.0 	3
55.5065 	55.2838 	55.5065 	0.2065 	0.2227 	1.8075 	2.0 	2
55.5384 	55.2951 	55.5384 	0.2114 	0.2432 	1.1628 	2.0 	2
55.5395 	55.3082 	55.5395 	0.2301 	0.2313 	0.9689 	1.0 	1
55.6005 	55.5719 	55.6005 	0.0 	0.0285 	0.0194 	1.0 	1
55.6066 	55.6011 	55.6066 	0.0 	0.0055 	0.7574 	1.0 	1
55.625 	55.6238 	55.625 	0.0 	0.0011 	0.9479 	1.0 	1
55.6818 	55.6463 	55.6818 	0.0 	0.0354 	1.5697 	2.0 	2
55.775 	55.6594 	55.775 	0.0223 	0.1155 	-0.0795 	3.0 	3
55.777 	55.7419 	55.777 	0.033 	0.0351 	2.4644 	3.0 	3
55.7879 	55.7461 	55.7879 	0.0308 	0.0417 	2.6488 	3.0 	3
55.7881 	55.7764 	55.7881 	0.0115 	0.0117 	1.9922 	2.0 	2
55.7951 	55.7802 	55.7951 	0.0079 	0.0149 	0.7745 	1.0 	1
55.8454 	55.8112 	55.8454 	0.0 	0.0341 	1.2896 	2.0 	2
55.8459 	55.8332 	55.8459 	0.0121 	0.0126 	0.989 	1.0 	1
55.8846 	55.8813 	55.8846 	0.0 	0.0033 	0.91 	1.0 	1
55.9881 	55.9182 	55.9881 	0.0 	0.0698 	-1.9373 	5.0 	5
56.0049 	55.9425 	56.0049 	0.0456 	0.0624 	3.9627 	5.0 	5
56.0549 	55.9632 	56.0549 	0.0417 	0.0916 	4.5302 	5.0 	5
56.0732 	55.9643 	56.0732 	0.0905 	0.1088 	3.8279 	4.0 	4
56.1418 	55.9796 	56.1418 	0.0935 	0.1621 	2.1589 	5.0 	5
56.1523 	55.9897 	56.1523 	0.1521 	0.1625 	3.5658 	4.0 	4
56.1869 	56.006 	56.1869 	0.1463 	0.1808 	4.3185 	5.0 	5
56.1993 	56.1123 	56.1993 	0.0745 	0.087 	3.755 	4.0 	4
56.2168 	56.133 	56.2168 	0.0663 	0.0838 	1.7108 	4.0 	4
56.2587 	56.1572 	56.2587 	0.0596 	0.1015 	3.5521 	5.0 	5
56.2735 	56.1605 	56.2735 	0.0981 	0.1129 	3.49 	4.0 	4
56.3241 	56.2112 	56.3241 	0.0622 	0.1128 	3.6612 	5.0 	5
56.3769 	56.2189 	56.3769 	0.1052 	0.1579 	4.2907 	5.0 	5
56.3931 	56.2506 	56.3931 	0.1262 	0.1424 	3.7818 	4.0 	4
56.4146 	56.2796 	56.4146 	0.1135 	0.135 	2.7105 	3.0 	3
56.5068 	56.3429 	56.5068 	0.1342 	0.1639 	3.8255 	5.0 	5
56.5144 	56.4173 	56.5144 	0.0895 	0.0971 	3.6987 	4.0 	4
56.5754 	56.432 	56.5754 	0.1388 	0.1434 	4.4252 	5.0 	5
56.5841 	56.4357 	56.5841 	0.1396 	0.1483 	4.7113 	5.0 	5
56.5952 	56.437 	56.5952 	0.147 	0.1582 	3.6294 	4.0 	4
56.6417 	56.4416 	56.6417 	0.1536 	0.2 	3.9528 	5.0 	5
56.6467 	56.4422 	56.6467 	0.1994 	0.2044 	3.8869 	4.0 	4
56.6699 	56.4617 	56.6699 	0.185 	0.2082 	4.3821 	5.0 	5
56.6933 	56.4629 	56.6933 	0.2069 	0.2303 	3.3757 	4.0 	4
56.7253 	56.499 	56.7253 	0.1943 	0.2263 	3.4673 	4.0 	4
56.7655 	56.5242 	56.7655 	0.201 	0.2412 	2.33 	3.0 	3
56.7776 	56.5372 	56.7776 	0.2283 	0.2403 	2.3502 	3.0 	3
57.0306 	56.5824 	57.0306 	0.4248 	0.4482 	4.6103 	5.0 	5
57.1072 	56.6157 	57.1072 	0.4696 	0.4914 	3.346 	5.0 	5
57.1108 	56.66 	57.1108 	0.4471 	0.4507 	3.7268 	4.0 	4
57.1157 	56.668 	57.1157 	0.4427 	0.4476 	3.3083 	4.0 	4
57.1505 	56.7056 	57.1505 	0.4101 	0.4449 	3.3553 	4.0 	4
57.1568 	56.7656 	57.1568 	0.3849 	0.3912 	2.8823 	3.0 	3
57.1647 	56.7842 	57.1647 	0.3726 	0.3805 	1.8536 	2.0 	2
57.3215 	56.8371 	57.3215 	0.4469 	0.4844 	4.7001 	5.0 	5
57.3271 	56.8604 	57.3271 	0.4611 	0.4667 	3.9553 	4.0 	4
57.3304 	56.8947 	57.3304 	0.4323 	0.4357 	2.9731 	3.0 	3
57.3369 	56.9429 	57.3369 	0.3875 	0.394 	1.9484 	2.0 	2
57.4496 	56.9519 	57.4496 	0.3849 	0.4977 	-8.3725 	3.0 	3
57.5206 	57.0107 	57.5206 	0.5059 	0.5099 	4.1731 	5.0 	5
57.5644 	57.0205 	57.5644 	0.5001 	0.5438 	3.937 	5.0 	5
57.5654 	57.0803 	57.5654 	0.484 	0.485 	3.9747 	4.0 	4
57.5708 	57.0823 	57.5708 	0.4831 	0.4884 	3.5644 	4.0 	4
57.5972 	57.0997 	57.5972 	0.471 	0.4975 	2.8614 	4.0 	4
57.606 	57.1129 	57.606 	0.4843 	0.4931 	3.87 	4.0 	4
57.6163 	57.12 	57.6163 	0.486 	0.4963 	2.8468 	3.0 	3
57.6576 	57.174 	57.6576 	0.4423 	0.4836 	1.3861 	2.0 	2
57.6987 	57.1981 	57.6987 	0.4594 	0.5005 	1.0311 	2.0 	2
57.6997 	57.2127 	57.6997 	0.4859 	0.4869 	0.9765 	1.0 	1
57.7124 	57.7118 	57.7124 	0.0 	6.0E-4 	0.7791 	1.0 	1
57.7389 	57.7147 	57.7389 	0.0 	0.0242 	1.678 	2.0 	2
57.7397 	57.7305 	57.7397 	0.0084 	0.0091 	0.9903 	1.0 	1
57.8247 	57.8058 	57.8247 	0.0 	0.0188 	1.6403 	2.0 	2
57.8416 	57.8148 	57.8416 	0.0098 	0.0267 	0.6759 	1.0 	1
57.8951 	57.8671 	57.8951 	0.0 	0.028 	1.9289 	3.0 	3
58.1225 	57.9398 	58.1225 	0.1012 	0.1827 	1.9658 	3.0 	3
58.135 	57.9498 	58.135 	0.1727 	0.1851 	1.8424 	2.0 	2
58.1397 	58.0813 	58.1397 	0.0536 	0.0583 	0.9401 	1.0 	1
58.2532 	58.1866 	58.2532 	0.0 	0.0666 	1.2216 	3.0 	3
58.3066 	58.2159 	58.3066 	0.0372 	0.0906 	3.439 	5.0 	5
58.3278 	58.227 	58.3278 	0.0796 	0.1008 	3.3789 	4.0 	4
58.3861 	58.2659 	58.3861 	0.1081 	0.1202 	4.737 	5.0 	5
58.3979 	58.2974 	58.3979 	0.0887 	0.1005 	3.7433 	4.0 	4
58.408 	58.3316 	58.408 	0.0663 	0.0764 	2.7809 	3.0 	3
58.433 	58.3435 	58.433 	0.0645 	0.0895 	2.6996 	3.0 	3
58.4563 	58.3478 	58.4563 	0.0851 	0.1084 	1.7202 	2.0 	2
58.4773 	58.3493 	58.4773 	0.1069 	0.1279 	0.7472 	1.0 	1
58.5262 	58.5104 	58.5262 	0.0 	0.0157 	0.0958 	1.0 	1
58.5604 	58.5279 	58.5604 	0.0 	0.0324 	0.6957 	1.0 	1
58.6444 	58.6347 	58.6444 	0.0 	0.0097 	0.3524 	2.0 	2
58.6607 	58.6437 	58.6607 	7.0E-4 	0.017 	1.3234 	2.0 	2
58.71 	58.6496 	58.71 	0.0111 	0.0604 	0.976 	2.0 	2
58.7167 	58.6737 	58.7167 	0.0363 	0.043 	0.8614 	1.0 	1
58.7248 	58.7219 	58.7248 	0.0 	0.0029 	0.9324 	1.0 	1
58.9173 	58.7676 	58.9173 	0.1001 	0.1496 	4.4577 	5.0 	5
58.9182 	58.8294 	58.9182 	0.0879 	0.0888 	3.9899 	4.0 	4
58.9485 	58.8389 	58.9485 	0.0793 	0.1096 	2.6673 	3.0 	3
58.956 	58.8569 	58.956 	0.0916 	0.0991 	1.9183 	2.0 	2
58.9608 	58.8587 	58.9608 	0.0973 	0.1021 	0.9473 	1.0 	1
58.9742 	58.9689 	58.9742 	0.0 	0.0053 	0.8089 	1.0 	1
59.0406 	58.9967 	59.0406 	0.0 	0.0438 	2.2568 	3.0 	3
59.0879 	59.0054 	59.0879 	0.0351 	0.0824 	-2.3738 	3.0 	3
59.1838 	59.0238 	59.1838 	0.064 	0.1599 	3.1964 	5.0 	5
59.1855 	59.0828 	59.1855 	0.1009 	0.1026 	3.9681 	4.0 	4
59.2027 	59.0916 	59.2027 	0.0938 	0.111 	3.6377 	4.0 	4
59.2715 	59.1118 	59.2715 	0.0909 	0.1596 	2.8036 	4.0 	4
59.3032 	59.1402 	59.3032 	0.1312 	0.1629 	0.733 	4.0 	4
59.3159 	59.1933 	59.3159 	0.1098 	0.1225 	3.7381 	4.0 	4
59.3388 	59.2409 	59.3388 	0.0749 	0.0978 	2.5293 	3.0 	3
59.3431 	59.2984 	59.3431 	0.0404 	0.0447 	1.9111 	2.0 	2
59.3599 	59.3081 	59.3599 	0.035 	0.0518 	-1.1751 	2.0 	2
59.3928 	59.3567 	59.3928 	0.0031 	0.036 	4.6917 	5.0 	5
59.4736 	59.362 	59.4736 	0.0307 	0.1115 	3.2428 	4.0 	4
59.4754 	59.3708 	59.4754 	0.1027 	0.1045 	2.9825 	3.0 	3
59.4994 	59.3723 	59.4994 	0.103 	0.127 	2.1458 	3.0 	3
59.5025 	59.3861 	59.5025 	0.1133 	0.1164 	1.8895 	2.0 	2
59.5199 	59.4927 	59.5199 	0.0097 	0.0271 	0.382 	1.0 	1
59.5737 	59.5208 	59.5737 	0.0 	0.0528 	2.2943 	3.0 	3
59.6054 	59.524 	59.6054 	0.0496 	0.0814 	1.5754 	2.0 	2
59.6623 	59.539 	59.6623 	0.0664 	0.1233 	1.3985 	4.0 	4
59.6735 	59.6138 	59.6735 	0.0484 	0.0596 	2.4863 	3.0 	3
59.7249 	59.6411 	59.7249 	0.0323 	0.0837 	3.7682 	5.0 	5
59.8368 	59.7517 	59.8368 	0.0701 	0.0851 	3.1642 	4.0 	4
59.8627 	59.7722 	59.8627 	0.0646 	0.0905 	3.6063 	4.0 	4
59.9305 	59.777 	59.9305 	0.0857 	0.1535 	1.0323 	4.0 	4
59.9373 	59.7914 	59.9373 	0.139 	0.1458 	2.2729 	4.0 	4
60.0257 	59.8073 	60.0257 	0.1299 	0.2183 	3.9563 	5.0 	5
60.1551 	59.9106 	60.1551 	0.1635 	0.2444 	4.1741 	5.0 	5
60.1585 	59.9335 	60.1585 	0.2216 	0.225 	3.9658 	4.0 	4
60.1641 	59.9374 	60.1641 	0.221 	0.2266 	2.9429 	3.0 	3
60.195 	59.9467 	60.195 	0.2173 	0.2483 	1.6839 	2.0 	2
60.3852 	60.1122 	60.3852 	0.2442 	0.273 	3.7267 	4.0 	4
60.4251 	60.1145 	60.4251 	0.2707 	0.3106 	2.6213 	3.0 	3
60.4411 	60.2125 	60.4411 	0.2126 	0.2285 	1.8482 	2.0 	2
60.4519 	60.219 	60.4519 	0.222 	0.2328 	0.8978 	1.0 	1
60.5086 	60.474 	60.5086 	0.0 	0.0346 	1.5855 	2.0 	2
60.5118 	60.4997 	60.5118 	0.0089 	0.012 	0.9617 	1.0 	1
60.6281 	60.5832 	60.6281 	0.0 	0.0448 	0.3141 	2.0 	2
60.6459 	60.6022 	60.6459 	0.0259 	0.0437 	1.9908 	3.0 	3
60.6691 	60.6288 	60.6691 	0.017 	0.0402 	2.3864 	3.0 	3
60.6902 	60.6344 	60.6902 	0.0347 	0.0558 	2.5591 	3.0 	3
60.7043 	60.652 	60.7043 	0.0382 	0.0523 	1.7061 	2.0 	2
60.7477 	60.6898 	60.7477 	0.0145 	0.0578 	1.0332 	2.0 	2
60.7667 	60.7377 	60.7667 	0.0099 	0.0289 	0.576 	1.0 	1
60.7898 	60.7825 	60.7898 	0.0 	0.0072 	0.9557 	1.0 	1
61.0561 	60.9471 	61.0561 	0.0 	0.109 	2.7023 	4.0 	4
61.0739 	60.9564 	61.0739 	0.0997 	0.1175 	2.9532 	5.0 	5
61.0777 	60.9745 	61.0777 	0.0994 	0.1032 	4.9492 	5.0 	5
61.0849 	60.9755 	61.0849 	0.1022 	0.1093 	3.9045 	4.0 	4
61.0986 	61.0595 	61.0986 	0.0253 	0.0391 	2.8172 	3.0 	3
61.1117 	61.0656 	61.1117 	0.033 	0.0461 	1.8263 	2.0 	2
61.1379 	61.0742 	61.1379 	0.0374 	0.0637 	0.6501 	1.0 	1
61.1807 	61.1493 	61.1807 	0.0 	0.0313 	-9.7229 	3.0 	3
61.393 	61.2058 	61.393 	0.1755 	0.1872 	4.9139 	5.0 	5
61.3955 	61.2091 	61.3955 	0.1838 	0.1863 	3.9814 	4.0 	4
61.4702 	61.2257 	61.4702 	0.1698 	0.2444 	2.4473 	3.0 	3
61.5203 	61.3174 	61.5203 	0.1527 	0.2029 	0.9918 	3.0 	3
61.5533 	61.3282 	61.5533 	0.1921 	0.2251 	0.6909 	3.0 	3
61.5945 	61.3344 	61.5945 	0.2189 	0.2601 	4.2066 	5.0 	5
61.6585 	61.3715 	61.6585 	0.223 	0.2869 	4.6615 	5.0 	5
61.7364 	61.383 	61.7364 	0.2754 	0.3533 	3.5872 	4.0 	4
61.7372 	61.5181 	61.7372 	0.2182 	0.219 	2.9957 	3.0 	3
61.7384 	61.5431 	61.7384 	0.194 	0.1952 	1.9936 	2.0 	2
61.7809 	61.5574 	61.7809 	0.1809 	0.2235 	0.7745 	1.0 	1
61.8502 	61.8305 	61.8502 	0.0 	0.0197 	0.8915 	2.0 	2
61.8808 	61.8405 	61.8808 	0.0097 	0.0403 	1.765 	3.0 	3
61.8932 	61.8583 	61.8932 	0.0225 	0.0349 	1.4979 	2.0 	2
61.8981 	61.8752 	61.8981 	0.018 	0.0228 	0.8055 	1.0 	1
61.9069 	61.9 	61.9069 	0.0 	0.0069 	0.6447 	1.0 	1
61.9264 	61.9195 	61.9264 	0.0 	0.0068 	0.7551 	1.0 	1
62.269 	62.0312 	62.269 	0.2331 	0.2378 	2.2044 	3.0 	3
62.2728 	62.058 	62.2728 	0.211 	0.2147 	2.2263 	3.0 	3
62.3387 	62.0656 	62.3387 	0.2072 	0.2731 	2.1124 	5.0 	5
62.5119 	62.1911 	62.5119 	0.2486 	0.3208 	2.2151 	3.0 	3
62.6073 	62.2047 	62.6073 	0.3071 	0.4025 	2.107 	4.0 	4
62.6278 	62.2162 	62.6278 	0.3911 	0.4115 	3.1696 	4.0 	4
62.6403 	62.2652 	62.6403 	0.3625 	0.3751 	2.489 	3.0 	3
62.6484 	62.2711 	62.6484 	0.3692 	0.3773 	3.686 	4.0 	4
62.6654 	62.2759 	62.6654 	0.3724 	0.3895 	2.3364 	3.0 	3
62.9999 	62.3892 	62.9999 	0.5785 	0.6106 	0.9078 	4.0 	4
63.0038 	62.3905 	63.0038 	0.6094 	0.6133 	2.6252 	3.0 	3
63.0973 	62.5526 	63.0973 	0.5239 	0.5446 	4.8773 	5.0 	5
63.1228 	62.5675 	63.1228 	0.5297 	0.5552 	3.8491 	4.0 	4
63.1647 	62.6179 	63.1647 	0.5048 	0.5467 	2.7526 	3.0 	3
63.218 	62.6426 	63.218 	0.5221 	0.5754 	1.6849 	2.0 	2
63.2316 	62.6439 	63.2316 	0.574 	0.5876 	0.9197 	1.0 	1
63.2938 	63.2627 	63.2938 	0.0 	0.031 	0.6243 	1.0 	1
63.3554 	63.3454 	63.3554 	0.0 	0.0099 	0.8981 	1.0 	1
63.4624 	63.4436 	63.4624 	0.0 	0.0188 	0.8162 	1.0 	1
63.5466 	63.546 	63.5466 	0.0 	5.0E-4 	0.9803 	1.0 	1
63.6128 	63.5739 	63.6128 	0.0 	0.0389 	0.5259 	1.0 	1
63.6626 	63.656 	63.6626 	0.0 	0.0066 	0.6905 	1.0 	1
63.7236 	63.6774 	63.7236 	0.0 	0.0462 	0.4106 	1.0 	1
63.8558 	63.7558 	63.8558 	0.0 	0.0999 	1.8476 	3.0 	3
63.8632 	63.7895 	63.8632 	0.0663 	0.0737 	1.9147 	2.0 	2
63.8699 	63.7963 	63.8699 	0.0669 	0.0736 	0.9222 	1.0 	1
63.9413 	63.883 	63.9413 	0.0 	0.0582 	2.5246 	3.0 	3
63.9604 	63.9324 	63.9604 	0.0088 	0.0279 	1.8442 	2.0 	2
63.9922 	63.9409 	63.9922 	0.0195 	0.0513 	0.7404 	1.0 	1
64.0995 	64.0635 	64.0995 	0.0 	0.036 	2.3911 	4.0 	4
64.1023 	64.0733 	64.1023 	0.0261 	0.0289 	2.8743 	3.0 	3
64.2067 	64.0847 	64.2067 	0.0175 	0.1219 	2.7439 	4.0 	4
64.2205 	64.092 	64.2205 	0.1146 	0.1284 	2.8339 	3.0 	3
64.3494 	64.1144 	64.3494 	0.106 	0.235 	-0.2809 	4.0 	4
64.381 	64.1896 	64.381 	0.1598 	0.1914 	3.3079 	4.0 	4
64.446 	64.2727 	64.446 	0.1082 	0.1732 	2.8587 	4.0 	4
64.4964 	64.3363 	64.4964 	0.1096 	0.1601 	3.6009 	4.0 	4
64.5307 	64.3665 	64.5307 	0.1299 	0.1642 	2.7292 	3.0 	3
64.5651 	64.4121 	64.5651 	0.1185 	0.153 	1.7278 	2.0 	2
64.6294 	64.469 	64.6294 	0.0961 	0.1603 	0.5193 	2.0 	2
64.6637 	64.5955 	64.6637 	0.0338 	0.0681 	1.084 	2.0 	2
64.6816 	64.6389 	64.6816 	0.0247 	0.0426 	2.7179 	3.0 	3
64.7383 	64.6764 	64.7383 	0.0051 	0.0618 	1.106 	2.0 	2
64.7421 	64.6802 	64.7421 	0.058 	0.0619 	0.9394 	1.0 	1
64.8423 	64.7436 	64.8423 	0.0 	0.0987 	2.3597 	4.0 	4
64.8813 	64.7538 	64.8813 	0.0885 	0.1275 	3.4087 	4.0 	4
64.9144 	64.786 	64.9144 	0.0953 	0.1284 	2.4986 	3.0 	3
64.9708 	64.7992 	64.9708 	0.1151 	0.1715 	3.3447 	5.0 	5
