K: 5
Lambda: 30.0
Ts: 0.03
Simulation Time: 100.0

t    	Arr   	Dep   	Tw     	Tq     	w   	q   	n 
65.0621 	64.9461 	65.0621 	0.09 	0.1159 	2.5385 	3.0 	3
65.1489 	64.9801 	65.1489 	0.0819 	0.1688 	2.0199 	4.0 	4
65.1742 	64.9987 	65.1742 	0.1502 	0.1755 	3.9154 	5.0 	5
65.1759 	65.0497 	65.1759 	0.1245 	0.1262 	3.9257 	4.0 	4
65.1982 	65.1058 	65.1982 	0.0701 	0.0924 	3.7928 	4.0 	4
65.2331 	65.1091 	65.2331 	0.0891 	0.1239 	2.6768 	3.0 	3
65.2508 	65.153 	65.2508 	0.08 	0.0977 	1.8355 	2.0 	2
65.3899 	65.1794 	65.3899 	0.2027 	0.2104 	4.3014 	5.0 	5
65.4014 	65.2871 	65.4014 	0.1027 	0.1142 	4.1978 	5.0 	5
65.4196 	65.2952 	65.4196 	0.1061 	0.1243 	4.8069 	5.0 	5
65.4225 	65.3007 	65.4225 	0.1188 	0.1218 	3.9683 	4.0 	4
65.4421 	65.314 	65.4421 	0.1085 	0.128 	2.792 	3.0 	3
65.4844 	65.3225 	65.4844 	0.1195 	0.1618 	1.5497 	2.0 	2
65.5171 	65.3384 	65.5171 	0.1459 	0.1786 	1.4424 	2.0 	2
65.5645 	65.3481 	65.5645 	0.169 	0.2164 	0.1903 	1.0 	1
65.5783 	65.5655 	65.5783 	0.0 	0.0127 	0.3387 	1.0 	1
65.6079 	65.5848 	65.6079 	0.0 	0.0231 	1.026 	2.0 	2
65.6566 	65.5929 	65.6566 	0.015 	0.0636 	-0.446 	3.0 	3
65.6758 	65.6166 	65.6758 	0.0399 	0.0591 	2.7926 	4.0 	4
65.7656 	65.6644 	65.7656 	0.067 	0.1012 	2.8799 	4.0 	4
65.7869 	65.6803 	65.7869 	0.0853 	0.1066 	3.2317 	4.0 	4
65.8346 	65.6946 	65.8346 	0.0922 	0.1399 	4.3355 	5.0 	5
65.8582 	65.6963 	65.8582 	0.1382 	0.1619 	3.6698 	4.0 	4
65.8592 	65.7087 	65.8592 	0.1495 	0.1505 	2.9868 	3.0 	3
65.8815 	65.7432 	65.8815 	0.116 	0.1383 	2.6421 	3.0 	3
65.9173 	65.7737 	65.9173 	0.1078 	0.1435 	1.4265 	2.0 	2
66.0292 	65.8014 	66.0292 	0.1158 	0.2277 	-0.0721 	5.0 	5
66.054 	65.8042 	66.054 	0.2249 	0.2497 	4.2761 	5.0 	5
66.227 	66.0062 	66.227 	0.1929 	0.2207 	2.3945 	5.0 	5
66.424 	66.3788 	66.424 	0.0 	0.0451 	3.4791 	4.0 	4
66.4253 	66.3843 	66.4253 	0.0397 	0.041 	2.9845 	3.0 	3
66.431 	66.389 	66.431 	0.0362 	0.0419 	1.9349 	2.0 	2
66.5199 	66.3942 	66.5199 	0.0367 	0.1256 	2.0577 	3.0 	3
66.5418 	66.4809 	66.5418 	0.0389 	0.0608 	1.768 	2.0 	2
66.6392 	66.4877 	66.6392 	0.054 	0.1514 	2.2062 	3.0 	3
66.7348 	66.5821 	66.7348 	0.057 	0.1526 	0.6985 	3.0 	3
66.7611 	66.6028 	66.7611 	0.132 	0.1583 	1.3657 	2.0 	2
66.887 	66.7255 	66.887 	0.0356 	0.1614 	2.0775 	4.0 	4
66.8889 	66.767 	66.8889 	0.1199 	0.1218 	2.971 	3.0 	3
66.923 	66.8243 	66.923 	0.0645 	0.0986 	1.7074 	3.0 	3
66.9813 	66.8527 	66.9813 	0.0703 	0.1286 	1.8117 	5.0 	5
67.1211 	67.0876 	67.1211 	0.0 	0.0334 	2.6842 	3.0 	3
67.1313 	67.0992 	67.1313 	0.0218 	0.0321 	1.9032 	2.0 	2
67.1578 	67.1105 	67.1578 	0.0208 	0.0473 	0.75 	1.0 	1
67.238 	67.2165 	67.238 	0.0 	0.0215 	1.5342 	2.0 	2
67.2446 	67.2319 	67.2446 	0.0060 	0.0126 	0.858 	1.0 	1
67.3065 	67.2781 	67.3065 	0.0 	0.0283 	1.3348 	2.0 	2
67.3174 	67.2889 	67.3174 	0.0175 	0.0284 	0.7451 	1.0 	1
67.3384 	67.3316 	67.3384 	0.0 	0.0068 	0.0425 	1.0 	1
67.3471 	67.3387 	67.3471 	0.0 	0.0083 	0.637 	1.0 	1
67.3728 	67.3618 	67.3728 	0.0 	0.011 	0.6904 	1.0 	1
67.4038 	67.3974 	67.4038 	0.0 	0.0063 	0.4246 	1.0 	1
67.4265 	67.4085 	67.4265 	0.0 	0.018 	1.484 	2.0 	2
67.4864 	67.4101 	67.4864 	0.0163 	0.0763 	0.573 	2.0 	2
67.5081 	67.445 	67.5081 	0.0414 	0.063 	3.0599 	4.0 	4
67.5155 	67.487 	67.5155 	0.0211 	0.0284 	2.6813 	3.0 	3
67.551 	67.492 	67.551 	0.0234 	0.0589 	2.2982 	3.0 	3
67.5542 	67.4938 	67.5542 	0.0571 	0.0603 	1.937 	2.0 	2
67.5639 	67.5169 	67.5639 	0.0372 	0.047 	0.8068 	1.0 	1
67.5926 	67.5675 	67.5926 	0.0 	0.0251 	0.3479 	1.0 	1
67.682 	67.606 	67.682 	0.0 	0.076 	3.8793 	5.0 	5
67.8652 	67.6534 	67.8652 	0.1537 	0.2117 	4.537 	5.0 	5
67.8798 	67.6602 	67.8798 	0.2049 	0.2195 	3.8833 	4.0 	4
67.915 	67.6674 	67.915 	0.2124 	0.2476 	2.719 	3.0 	3
67.9475 	67.7353 	67.9475 	0.1797 	0.2122 	-0.3239 	3.0 	3
68.2267 	67.9594 	68.2267 	0.2269 	0.2672 	2.1315 	5.0 	5
68.3149 	67.9845 	68.3149 	0.3222 	0.3303 	1.0643 	5.0 	5
68.6355 	68.1346 	68.6355 	0.4665 	0.5008 	2.7519 	4.0 	4
68.6505 	68.1388 	68.6505 	0.4966 	0.5117 	2.4519 	3.0 	3
68.9386 	68.2853 	68.9386 	0.6388 	0.6532 	3.7098 	4.0 	4
68.9494 	68.3144 	68.9494 	0.6241 	0.6349 	2.7827 	3.0 	3
68.954 	68.3164 	68.954 	0.6329 	0.6375 	1.906 	2.0 	2
68.9605 	68.3472 	68.9605 	0.6067 	0.6132 	0.8693 	1.0 	1
68.9865 	68.9816 	68.9865 	0.0 	0.0049 	0.7658 	1.0 	1
69.0227 	69.0026 	69.0227 	0.0 	0.02 	1.3867 	2.0 	2
69.0259 	69.0166 	69.0259 	0.0060 	0.0093 	0.9008 	1.0 	1
69.0589 	69.0493 	69.0589 	0.0 	0.0095 	0.6431 	1.0 	1
69.1713 	69.0846 	69.1713 	0.0573 	0.0866 	4.7421 	5.0 	5
69.213 	69.0985 	69.213 	0.0727 	0.1144 	3.6337 	4.0 	4
69.2316 	69.101 	69.2316 	0.1119 	0.1306 	2.8362 	3.0 	3
69.2843 	69.1015 	69.2843 	0.1301 	0.1827 	2.6951 	5.0 	5
69.3121 	69.123 	69.3121 	0.1613 	0.189 	4.5389 	5.0 	5
69.315 	69.1588 	69.315 	0.1532 	0.1562 	3.9505 	4.0 	4
69.3496 	69.2727 	69.3496 	0.0423 	0.0769 	2.4264 	3.0 	3
69.3644 	69.2797 	69.3644 	0.0699 	0.0847 	-2.8652 	3.0 	3
69.4091 	69.2798 	69.4091 	0.0845 	0.1292 	2.5564 	4.0 	4
69.427 	69.3027 	69.427 	0.1063 	0.1243 	2.4199 	3.0 	3
69.4368 	69.363 	69.4368 	0.064 	0.0738 	1.6843 	2.0 	2
69.4426 	69.3655 	69.4426 	0.0712 	0.077 	1.9547 	2.0 	2
69.4677 	69.4065 	69.4677 	0.036 	0.0612 	0.8022 	1.0 	1
69.5656 	69.5647 	69.5656 	0.0 	8.0E-4 	0.9663 	1.0 	1
69.6303 	69.5904 	69.6303 	0.0 	0.0399 	2.8213 	4.0 	4
69.6974 	69.5943 	69.6974 	0.0359 	0.1031 	4.5113 	5.0 	5
69.7001 	69.599 	69.7001 	0.0984 	0.1011 	3.9803 	4.0 	4
69.7332 	69.6185 	69.7332 	0.0816 	0.1147 	2.7592 	3.0 	3
69.7458 	69.6524 	69.7458 	0.0808 	0.0933 	1.9086 	2.0 	2
69.7506 	69.6618 	69.7506 	0.0839 	0.0888 	0.9648 	1.0 	1
69.8084 	69.7991 	69.8084 	0.0 	0.0092 	0.4674 	1.0 	1
69.8432 	69.8166 	69.8432 	0.0 	0.0265 	0.5874 	1.0 	1
69.8966 	69.881 	69.8966 	0.0 	0.0155 	0.9786 	2.0 	2
69.9012 	69.8858 	69.9012 	0.0107 	0.0153 	1.8881 	2.0 	2
69.931 	69.9011 	69.931 	1.0E-4 	0.0299 	0.2791 	1.0 	1
70.0587 	69.9876 	70.0587 	0.0682 	0.071 	3.9678 	4.0 	4
70.0789 	69.9913 	70.0789 	0.0673 	0.0876 	2.7658 	3.0 	3
70.0791 	69.9926 	70.0791 	0.0863 	0.0865 	1.9976 	2.0 	2
70.096 	70.0071 	70.096 	0.0719 	0.0889 	0.8038 	1.0 	1
70.237 	70.1435 	70.237 	0.0 	0.0934 	0.4877 	5.0 	5
70.2503 	70.1653 	70.2503 	0.0716 	0.085 	3.8625 	5.0 	5
70.2641 	70.1746 	70.2641 	0.0757 	0.0895 	4.7201 	5.0 	5
70.2933 	70.1825 	70.2933 	0.0816 	0.1108 	3.4081 	4.0 	4
70.3123 	70.2197 	70.3123 	0.0736 	0.0925 	4.4466 	5.0 	5
70.3138 	70.2404 	70.3138 	0.0718 	0.0734 	3.9542 	4.0 	4
70.516 	70.338 	70.516 	0.1108 	0.178 	2.5304 	3.0 	3
70.5293 	70.397 	70.5293 	0.119 	0.1323 	1.9073 	2.0 	2
70.5368 	70.4101 	70.5368 	0.1192 	0.1267 	0.9472 	1.0 	1
70.643 	70.6133 	70.643 	0.0 	0.0296 	0.0974 	1.0 	1
70.6494 	70.6462 	70.6494 	0.0 	0.0032 	0.7257 	1.0 	1
70.6686 	70.6578 	70.6686 	0.0 	0.0107 	0.8529 	1.0 	1
70.7847 	70.7308 	70.7847 	0.0 	0.0538 	0.0265 	1.0 	1
70.8189 	70.7862 	70.8189 	0.0 	0.0327 	0.4708 	1.0 	1
70.8693 	70.848 	70.8693 	0.0 	0.0212 	0.0209 	1.0 	1
70.8745 	70.8698 	70.8745 	0.0 	0.0047 	0.5997 	1.0 	1
70.9386 	70.8816 	70.9386 	0.0 	0.0569 	0.8033 	3.0 	3
70.9675 	70.9277 	70.9675 	0.0108 	0.0397 	3.7963 	4.0 	4
70.98 	70.9315 	70.98 	0.036 	0.0485 	2.9119 	3.0 	3
71.0411 	70.9574 	71.0411 	0.0225 	0.0837 	1.5689 	2.0 	2
71.0437 	70.9628 	71.0437 	0.0782 	0.0809 	0.9815 	1.0 	1
71.1178 	71.1047 	71.1178 	0.0 	0.0131 	0.579 	1.0 	1
71.14 	71.1359 	71.14 	0.0 	0.0041 	0.8784 	1.0 	1
71.1749 	71.17 	71.1749 	0.0 	0.0048 	1.6498 	2.0 	2
71.2409 	71.1731 	71.2409 	0.0018 	0.0678 	2.256 	4.0 	4
71.2507 	71.187 	71.2507 	0.0538 	0.0636 	2.7411 	3.0 	3
71.2593 	71.2036 	71.2593 	0.0471 	0.0557 	1.7723 	2.0 	2
71.2924 	71.2215 	71.2924 	0.0377 	0.0708 	1.5611 	3.0 	3
71.324 	71.2594 	71.324 	0.033 	0.0645 	3.595 	4.0 	4
71.3284 	71.2883 	71.3284 	0.0357 	0.0401 	2.9426 	3.0 	3
71.3504 	71.3113 	71.3504 	0.0171 	0.0391 	1.7177 	2.0 	2
71.3694 	71.3197 	71.3694 	0.0306 	0.0496 	0.7564 	1.0 	1
71.4329 	71.3976 	71.4329 	0.0 	0.0352 	0.7264 	1.0 	1
71.5397 	71.5265 	71.5397 	0.0 	0.0131 	1.7877 	2.0 	2
71.5676 	71.5392 	71.5676 	5.0E-4 	0.0283 	0.5504 	1.0 	1
71.6039 	71.6012 	71.6039 	0.0 	0.0026 	1.9759 	2.0 	2
71.6142 	71.6022 	71.6142 	0.0017 	0.012 	0.9072 	1.0 	1
71.7147 	71.7133 	71.7147 	0.0 	0.0013 	0.7201 	1.0 	1
71.756 	71.7182 	71.756 	0.0 	0.0378 	0.2878 	1.0 	1
71.7911 	71.7713 	71.7911 	0.0 	0.0197 	0.1873 	1.0 	1
71.808 	71.7957 	71.808 	0.0 	0.0123 	0.7697 	1.0 	1
71.8572 	71.8494 	71.8572 	0.0 	0.0078 	0.8882 	1.0 	1
71.931 	71.9197 	71.931 	0.0 	0.0113 	2.8478 	3.0 	3
71.9917 	71.9252 	71.9917 	0.0058 	0.0665 	1.1851 	2.0 	2
71.9941 	71.9254 	71.9941 	0.0663 	0.0687 	0.9677 	1.0 	1
72.0155 	71.9999 	72.0155 	0.0 	0.0155 	1.4419 	2.0 	2
72.0539 	72.0119 	72.0539 	0.0035 	0.0419 	1.1457 	2.0 	2
72.0569 	72.0398 	72.0569 	0.014 	0.0171 	0.9316 	1.0 	1
72.0964 	72.0847 	72.0964 	0.0 	0.0116 	1.8112 	2.0 	2
72.1349 	72.0899 	72.1349 	0.0064 	0.0449 	0.3775 	1.0 	1
72.1525 	72.1518 	72.1525 	0.0 	7.0E-4 	0.9959 	1.0 	1
72.3387 	72.3276 	72.3387 	0.0 	0.0111 	0.8701 	1.0 	1
72.4243 	72.4133 	72.4243 	0.0 	0.0109 	0.6598 	1.0 	1
72.5218 	72.4455 	72.5218 	0.0 	0.0763 	2.3351 	4.0 	4
72.5371 	72.4658 	72.5371 	0.056 	0.0712 	3.4274 	4.0 	4
72.5524 	72.4766 	72.5524 	0.0604 	0.0758 	2.4246 	3.0 	3
72.6195 	72.4869 	72.6195 	0.0655 	0.1326 	4.045 	5.0 	5
72.8014 	72.5594 	72.8014 	0.2293 	0.242 	4.8659 	5.0 	5
72.8133 	72.5659 	72.8133 	0.2354 	0.2473 	3.8748 	4.0 	4
72.8806 	72.5966 	72.8806 	0.2166 	0.2839 	2.2886 	3.0 	3
72.9569 	72.6669 	72.9569 	0.2137 	0.29 	2.5366 	4.0 	4
72.989 	72.721 	72.989 	0.2358 	0.2679 	3.3615 	4.0 	4
73.0462 	72.7321 	73.0462 	0.2569 	0.3141 	2.5828 	4.0 	4
73.1419 	72.7966 	73.1419 	0.2496 	0.3453 	2.7068 	4.0 	4
73.1641 	72.8912 	73.1641 	0.2506 	0.2728 	3.2788 	4.0 	4
73.201 	72.9303 	73.201 	0.2337 	0.2706 	3.8694 	5.0 	5
73.2116 	72.9824 	73.2116 	0.2185 	0.2291 	4.4695 	5.0 	5
73.2213 	73.0327 	73.2213 	0.1789 	0.1885 	3.5202 	4.0 	4
73.2657 	73.0731 	73.2657 	0.1481 	0.1925 	3.4538 	4.0 	4
73.3191 	73.1471 	73.3191 	0.1185 	0.172 	1.5729 	4.0 	4
73.3413 	73.1778 	73.3413 	0.1413 	0.1634 	0.8137 	4.0 	4
73.3481 	73.1789 	73.3481 	0.1624 	0.1692 	3.6285 	4.0 	4
73.3932 	73.2316 	73.3932 	0.1461 	0.1615 	4.1944 	5.0 	5
73.4046 	73.3129 	73.4046 	0.0802 	0.0916 	4.9105 	5.0 	5
73.435 	73.335 	73.435 	0.0695 	0.0999 	3.7611 	4.0 	4
73.495 	73.3419 	73.495 	0.093 	0.1531 	2.5277 	3.0 	3
73.5063 	73.3602 	73.5063 	0.1347 	0.146 	1.9118 	2.0 	2
73.5064 	73.3659 	73.5064 	0.1403 	0.1405 	0.9987 	1.0 	1
73.5901 	73.5287 	73.5901 	0.0 	0.0613 	1.303 	2.0 	2
73.6165 	73.567 	73.6165 	0.023 	0.0494 	0.7007 	1.0 	1
73.7326 	73.6551 	73.7326 	0.0 	0.0775 	2.4599 	4.0 	4
73.7824 	73.6631 	73.7824 	0.0695 	0.1193 	3.4602 	4.0 	4
73.7949 	73.6645 	73.7949 	0.1178 	0.1303 	2.8642 	3.0 	3
73.8495 	73.6876 	73.8495 	0.1073 	0.1618 	2.2502 	3.0 	3
73.8785 	73.7379 	73.8785 	0.1115 	0.1406 	1.6002 	2.0 	2
73.9334 	73.8302 	73.9334 	0.0483 	0.1032 	2.62 	3.0 	3
74.0648 	73.9029 	74.0648 	0.0304 	0.1618 	1.0903 	2.0 	2
74.09 	73.929 	74.09 	0.1357 	0.1609 	1.562 	4.0 	4
74.1188 	74.0734 	74.1188 	0.0165 	0.0453 	4.0644 	5.0 	5
74.1293 	74.0782 	74.1293 	0.0406 	0.0511 	4.7567 	5.0 	5
74.1314 	74.0849 	74.1314 	0.0444 	0.0464 	3.9534 	4.0 	4
74.1501 	74.0953 	74.1501 	0.0361 	0.0548 	2.5688 	3.0 	3
74.1775 	74.0965 	74.1775 	0.0535 	0.081 	4.5717 	5.0 	5
74.1805 	74.1273 	74.1805 	0.0502 	0.0532 	3.9534 	4.0 	4
74.2065 	74.1707 	74.2065 	0.0097 	0.0357 	2.5948 	3.0 	3
74.2067 	74.1711 	74.2067 	0.0353 	0.0355 	1.9972 	2.0 	2
74.2212 	74.1725 	74.2212 	0.0341 	0.0487 	0.7728 	1.0 	1
74.2624 	74.2365 	74.2624 	0.0 	0.0258 	0.8025 	2.0 	2
74.2627 	74.2513 	74.2627 	0.011 	0.0113 	0.9852 	1.0 	1
74.3131 	74.2729 	74.3131 	0.0 	0.0401 	0.4596 	1.0 	1
74.3641 	74.3473 	74.3641 	0.0 	0.0168 	0.3062 	1.0 	1
74.3998 	74.3715 	74.3998 	0.0 	0.0283 	1.7022 	2.0 	2
74.4299 	74.3774 	74.4299 	0.0224 	0.0524 	0.6839 	1.0 	1
74.5213 	74.4725 	74.5213 	0.0 	0.0487 	3.0074 	4.0 	4
74.5662 	74.4854 	74.5662 	0.0358 	0.0807 	-0.7377 	4.0 	4
74.5748 	74.5028 	74.5748 	0.0633 	0.0719 	3.7865 	4.0 	4
74.583 	74.514 	74.583 	0.0608 	0.069 	2.7948 	3.0 	3
74.7975 	74.6364 	74.7975 	0.1072 	0.1611 	0.8045 	2.0 	2
74.825 	74.6431 	74.825 	0.1544 	0.1818 	1.1159 	2.0 	2
74.8341 	74.7613 	74.8341 	0.0637 	0.0727 	0.7077 	1.0 	1
74.8433 	74.8374 	74.8433 	0.0 	0.0058 	0.9069 	1.0 	1
74.9224 	74.9005 	74.9224 	0.0 	0.0219 	0.5259 	1.0 	1
74.9859 	74.9468 	74.9859 	0.0 	0.0391 	1.4876 	2.0 	2
74.9999 	74.9521 	74.9999 	0.0337 	0.0477 	0.8163 	1.0 	1
75.0348 	75.0285 	75.0348 	0.0 	0.0063 	0.871 	1.0 	1
75.1777 	75.0777 	75.1777 	0.0 	0.0999 	-0.338 	2.0 	2
75.2767 	75.159 	75.2767 	0.0186 	0.1176 	0.7722 	2.0 	2
75.3109 	75.2018 	75.3109 	0.0748 	0.109 	3.3722 	5.0 	5
75.583 	75.343 	75.583 	0.176 	0.24 	2.0484 	3.0 	3
75.6091 	75.3482 	75.6091 	0.2348 	0.2609 	1.6119 	2.0 	2
75.6128 	75.3714 	75.6128 	0.2377 	0.2413 	0.9455 	1.0 	1
75.6473 	75.6151 	75.6473 	0.0 	0.0322 	1.3581 	2.0 	2
75.6661 	75.6231 	75.6661 	0.0242 	0.0429 	0.6263 	1.0 	1
75.7037 	75.6733 	75.7037 	0.0 	0.0304 	0.4926 	1.0 	1
75.767 	75.7332 	75.767 	0.0 	0.0338 	0.0281 	1.0 	1
75.7733 	75.768 	75.7733 	0.0 	0.0052 	0.9365 	1.0 	1
75.8791 	75.8513 	75.8791 	0.0 	0.0278 	0.4602 	1.0 	1
75.9049 	75.9028 	75.9049 	0.0 	0.0020 	0.8487 	1.0 	1
75.9493 	75.9162 	75.9493 	0.0 	0.033 	2.5979 	3.0 	3
75.9571 	75.9232 	75.9571 	0.026 	0.0339 	1.9043 	2.0 	2
75.9596 	75.9361 	75.9596 	0.021 	0.0235 	0.9693 	1.0 	1
76.1348 	76.0287 	76.1348 	0.0805 	0.1061 	4.1915 	5.0 	5
76.1656 	76.0471 	76.1656 	0.0877 	0.1185 	4.4094 	5.0 	5
76.1837 	76.0472 	76.1837 	0.1183 	0.1364 	3.651 	4.0 	4
76.1907 	76.0954 	76.1907 	0.0883 	0.0953 	2.8653 	3.0 	3
76.2116 	76.1015 	76.2116 	0.0892 	0.1101 	1.4891 	3.0 	3
76.2597 	76.1171 	76.2597 	0.0945 	0.1425 	4.6066 	5.0 	5
76.3053 	76.1487 	76.3053 	0.1109 	0.1565 	3.6262 	4.0 	4
76.3177 	76.2008 	76.3177 	0.1045 	0.1169 	2.8983 	3.0 	3
76.3212 	76.2146 	76.3212 	0.1031 	0.1066 	1.9712 	2.0 	2
76.3216 	76.2171 	76.3216 	0.104 	0.1044 	0.997 	1.0 	1
76.3735 	76.3474 	76.3735 	0.0 	0.026 	0.261 	2.0 	2
76.3837 	76.3703 	76.3837 	0.0032 	0.0134 	0.3148 	1.0 	1
76.4539 	76.3852 	76.4539 	0.0 	0.0686 	4.126 	5.0 	5
76.4843 	76.3901 	76.4843 	0.0638 	0.0942 	3.6127 	4.0 	4
76.506 	76.4196 	76.506 	0.0647 	0.0864 	2.724 	3.0 	3
76.5107 	76.4258 	76.5107 	0.0802 	0.0849 	2.8748 	3.0 	3
76.5675 	76.4294 	76.5675 	0.0813 	0.138 	2.5432 	4.0 	4
76.8179 	76.6176 	76.8179 	0.1582 	0.2002 	1.5128 	2.0 	2
76.8508 	76.6626 	76.8508 	0.1553 	0.1881 	0.6192 	1.0 	1
76.8752 	76.8684 	76.8752 	0.0 	0.0067 	0.8627 	1.0 	1
76.9335 	76.9174 	76.9335 	0.0 	0.016 	1.5969 	4.0 	4
76.9342 	76.9243 	76.9342 	0.0091 	0.0098 	2.8953 	3.0 	3
76.9759 	76.9286 	76.9759 	0.0055 	0.0472 	2.5114 	3.0 	3
77.0053 	76.9318 	77.0053 	0.0441 	0.0735 	1.6545 	2.0 	2
77.0134 	76.9384 	77.0134 	0.0669 	0.0749 	0.9051 	1.0 	1
77.0601 	77.0237 	77.0601 	0.0 	0.0363 	1.0805 	2.0 	2
77.0861 	77.0533 	77.0861 	0.0068 	0.0327 	0.3442 	1.0 	1
77.1173 	77.0929 	77.1173 	0.0 	0.0243 	0.8362 	1.0 	1
77.3491 	77.2419 	77.3491 	0.0 	0.1072 	-3.9162 	2.0 	2
77.3719 	77.3448 	77.3719 	0.0043 	0.0271 	1.4863 	3.0 	3
77.3912 	77.3629 	77.3912 	0.0090 	0.0283 	1.2153 	3.0 	3
77.4178 	77.3716 	77.4178 	0.0196 	0.0461 	1.7102 	3.0 	3
77.4283 	77.3867 	77.4283 	0.031 	0.0416 	2.9377 	3.0 	3
77.4472 	77.3975 	77.4472 	0.0308 	0.0497 	1.8882 	2.0 	2
77.5075 	77.4181 	77.5075 	0.0291 	0.0894 	0.6435 	1.0 	1
77.8157 	77.6099 	77.8157 	0.1735 	0.2058 	3.4624 	4.0 	4
77.8236 	77.6242 	77.8236 	0.1915 	0.1993 	2.869 	3.0 	3
77.8248 	77.668 	77.8248 	0.1555 	0.1567 	1.9799 	2.0 	2
77.8744 	77.681 	77.8744 	0.1437 	0.1933 	1.6885 	2.0 	2
77.9187 	77.7048 	77.9187 	0.1695 	0.2139 	0.7211 	1.0 	1
78.0221 	78.0158 	78.0221 	0.0 	0.0063 	0.8335 	1.0 	1
78.0576 	78.0537 	78.0576 	0.0 	0.0038 	0.9507 	1.0 	1
78.1338 	78.1329 	78.1338 	0.0 	8.0E-4 	0.9785 	1.0 	1
78.2123 	78.1746 	78.2123 	0.0 	0.0376 	4.5104 	5.0 	5
78.2202 	78.1858 	78.2202 	0.0264 	0.0344 	3.8972 	4.0 	4
78.2238 	78.1899 	78.2238 	0.0303 	0.0339 	2.953 	3.0 	3
78.2284 	78.1921 	78.2284 	0.0317 	0.0362 	1.9405 	2.0 	2
78.232 	78.206 	78.232 	0.0224 	0.026 	0.9532 	1.0 	1
78.2863 	78.2829 	78.2863 	0.0 	0.0033 	1.9112 	2.0 	2
78.2895 	78.2852 	78.2895 	0.0011 	0.0043 	0.9144 	1.0 	1
78.3312 	78.323 	78.3312 	0.0 	0.0082 	0.8705 	1.0 	1
78.4053 	78.3866 	78.4053 	0.0 	0.0187 	1.8119 	2.0 	2
78.4617 	78.4015 	78.4617 	0.0037 	0.0602 	0.4325 	1.0 	1
78.5264 	78.501 	78.5264 	0.0 	0.0254 	0.5718 	1.0 	1
78.5808 	78.5604 	78.5808 	0.0 	0.0203 	0.7389 	1.0 	1
78.6656 	78.6384 	78.6656 	0.0 	0.0271 	0.5385 	2.0 	2
78.7135 	78.6598 	78.7135 	0.0057 	0.0536 	3.6456 	4.0 	4
78.7344 	78.6784 	78.7344 	0.035 	0.0559 	2.8454 	3.0 	3
78.7356 	78.6802 	78.7356 	0.0542 	0.0554 	1.9911 	2.0 	2
78.8093 	78.6952 	78.8093 	0.0403 	0.114 	0.4552 	1.0 	1
78.8401 	78.8305 	78.8401 	0.0 	0.0095 	0.6739 	1.0 	1
78.8896 	78.8599 	78.8896 	0.0 	0.0297 	1.1612 	2.0 	2
78.9228 	78.8795 	78.9228 	0.01 	0.0433 	1.6351 	2.0 	2
78.9266 	78.9149 	78.9266 	0.0078 	0.0116 	0.959 	1.0 	1
79.0199 	79.0061 	79.0199 	0.0 	0.0138 	0.9433 	2.0 	2
79.0266 	79.0094 	79.0266 	0.0105 	0.0171 	1.9215 	2.0 	2
79.0896 	79.0226 	79.0896 	0.0040 	0.067 	0.259 	1.0 	1
79.1305 	79.1076 	79.1305 	0.0 	0.0229 	0.5079 	1.0 	1
79.1632 	79.1542 	79.1632 	0.0 	0.0089 	0.6639 	1.0 	1
79.2176 	79.1808 	79.2176 	0.0 	0.0368 	1.7062 	2.0 	2
79.2617 	79.1829 	79.2617 	0.0347 	0.0788 	0.6476 	1.0 	1
79.334 	79.3082 	79.334 	0.0 	0.0257 	0.0677 	1.0 	1
79.3433 	79.3358 	79.3433 	0.0 	0.0075 	0.5374 	1.0 	1
79.3531 	79.3521 	79.3531 	0.0 	0.0010 	0.9704 	1.0 	1
79.4372 	79.386 	79.4372 	0.0 	0.0512 	2.1172 	4.0 	4
79.4815 	79.3927 	79.4815 	0.0445 	0.0888 	3.4291 	4.0 	4
79.5123 	79.4049 	79.5123 	0.0765 	0.1073 	2.6026 	3.0 	3
79.5182 	79.4159 	79.5182 	0.0963 	0.1022 	1.9235 	2.0 	2
79.5815 	79.4431 	79.5815 	0.075 	0.1384 	2.6947 	4.0 	4
79.6257 	79.5206 	79.6257 	0.0609 	0.105 	3.6851 	4.0 	4
79.6356 	79.5259 	79.6356 	0.0998 	0.1097 	2.9294 	3.0 	3
79.6791 	79.5438 	79.6791 	0.0917 	0.1352 	1.6904 	2.0 	2
79.7227 	79.5923 	79.7227 	0.0867 	0.1303 	0.6887 	1.0 	1
79.7394 	79.7327 	79.7394 	0.0 	0.0066 	0.9237 	1.0 	1
79.8633 	79.8205 	79.8633 	0.0 	0.0427 	0.9913 	2.0 	2
79.9074 	79.8473 	79.9074 	0.0159 	0.06 	0.0864 	2.0 	2
79.9271 	79.8897 	79.9271 	0.0176 	0.0373 	2.7156 	4.0 	4
79.9333 	79.9128 	79.9333 	0.0143 	0.0205 	2.5926 	3.0 	3
79.9359 	79.9191 	79.9359 	0.0141 	0.0167 	2.9573 	3.0 	3
79.9704 	79.9203 	79.9704 	0.0155 	0.05 	1.4232 	2.0 	2
79.998 	79.9357 	79.998 	0.0347 	0.0623 	0.0269 	2.0 	2
80.0349 	79.9956 	80.0349 	0.0024 	0.0392 	1.0982 	2.0 	2
80.0997 	80.0095 	80.0997 	0.0253 	0.0901 	0.754 	2.0 	2
