0.0115	0.0030	2.2259	2.3395	0.1136	0.1105	11	11	19
0.0081	0.0106	2.2401	2.3501	0.11	0.0994	11	9	20
0.0081	0.0013	2.2425	2.3515	0.1089	0.1076	10	10	19
0.0049	0.0044	2.2573	2.3559	0.0985	0.0941	9	9	19
0.0049	8.0E-4	2.2574	2.3568	0.0993	0.0984	9	9	18
0.0106	0.0058	2.2602	2.3626	0.1024	0.0965	10	9	19
0.0106	6.0E-4	2.2646	2.3633	0.0987	0.098	9	9	18
0.0106	0.0049	2.2659	2.3683	0.1023	0.0973	10	9	17
0.0081	0.0156	2.2717	2.3839	0.1121	0.0965	11	9	19
0.0081	3.0E-4	2.278	2.3843	0.1062	0.1058	10	10	18
0.0081	0.0031	2.2834	2.3874	0.1039	0.1008	10	10	17
0.0218	0.0084	2.2878	2.3959	0.108	0.0996	10	9	17
0.0218	0.0	2.292	2.3959	0.1039	0.1038	10	10	16
0.023	0.0205	2.3085	2.4165	0.108	0.0874	10	8	16
0.023	0.0085	2.3097	2.425	0.1153	0.1067	11	10	15
0.023	0.0026	2.3111	2.4276	0.1164	0.1138	11	11	14
0.023	0.0012	2.318	2.4288	0.1108	0.1096	11	10	13
0.023	0.0011	2.3246	2.43	0.1053	0.1042	10	10	12
0.0126	0.0078	2.3304	2.4378	0.1073	0.0995	10	9	13
0.0059	0.0236	2.342	2.4614	0.1194	0.0958	11	9	15
0.0157	0.0067	2.3455	2.4682	0.1227	0.1159	12	11	16
0.0157	0.0077	2.3536	2.4759	0.1223	0.1145	12	11	15
0.0281	0.0185	2.3586	2.4944	0.1358	0.1173	13	11	17
0.0281	2.0E-4	2.3606	2.4947	0.134	0.1337	13	13	16
0.0281	0.0039	2.3713	2.4987	0.1273	0.1233	12	12	15
0.0281	0.0085	2.3749	2.5072	0.1323	0.1237	13	12	14
0.0281	0.0059	2.3805	2.5132	0.1326	0.1266	13	12	13
0.0013	0.0070	2.3887	2.5203	0.1315	0.1244	13	12	15
0.016	0.0063	2.4105	2.5267	0.1161	0.1097	11	10	16
0.016	0.0055	2.4336	2.5322	0.0986	0.0931	9	9	15
0.0189	0.0101	2.4349	2.5424	0.1075	0.0973	10	9	15
0.0189	0.0116	2.4475	2.5541	0.1065	0.0949	10	9	14
0.0189	0.0052	2.4556	2.5593	0.1036	0.0984	10	9	13
