Lambda: 5.0
Ts: 0.15
Simulation Time: 1000.0

t    	Arr   	Dep   	Tw     	Tq     	w   	q   	n 
845.9021 	845.5933 	845.9021 	0.2262 	0.3088 	1.131 	1.544 	4
846.2173 	845.7105 	846.2173 	0.1915 	0.5068 	0.9579 	2.5342 	4
846.2719 	845.8003 	846.2719 	0.417 	0.4715 	2.0851 	2.3579 	3
846.3556 	845.8981 	846.3556 	0.3738 	0.4575 	1.8691 	2.2878 	2
846.4374 	846.0911 	846.4374 	0.2644 	0.3462 	1.3224 	1.7314 	2
846.5607 	846.4125 	846.5607 	0.0249 	0.1482 	0.1247 	0.7414 	1
846.7797 	846.662 	846.7797 	0.0 	0.1177 	0.0 	0.5885 	1
846.8692 	846.7807 	846.8692 	0.0 	0.0884 	0.0 	0.4424 	2
846.884 	846.8355 	846.884 	0.0336 	0.0485 	0.1683 	0.2426 	1
847.0838 	847.0439 	847.0838 	0.0 	0.0399 	0.0 	0.1998 	1
847.1782 	847.1225 	847.1782 	0.0 	0.0556 	0.0 	0.2783 	2
847.4311 	847.1423 	847.4311 	0.0358 	0.2887 	0.1792 	1.4436 	2
847.6876 	847.3298 	847.6876 	0.1012 	0.3578 	0.5062 	1.789 	2
847.859 	847.6055 	847.859 	0.0821 	0.2535 	0.4107 	1.2676 	3
847.929 	847.7275 	847.929 	0.1314 	0.2015 	0.6573 	1.0076 	2
848.0978 	847.8233 	848.0978 	0.1057 	0.2744 	0.5285 	1.3722 	1
848.9434 	848.8733 	848.9434 	0.0 	0.07 	0.0 	0.3504 	1
849.1211 	848.9921 	849.1211 	0.0 	0.1289 	0.0 	0.6449 	2
849.2109 	849.0707 	849.2109 	0.0503 	0.1402 	0.2517 	0.701 	1
849.3308 	849.3263 	849.3308 	0.0 	0.0045 	0.0 	0.0226 	1
850.2238 	849.6103 	850.2238 	0.0 	0.6134 	0.0 	3.0674 	4
850.2453 	849.9816 	850.2453 	0.2422 	0.2637 	1.2111 	1.3185 	4
850.6613 	850.0753 	850.6613 	0.1699 	0.5859 	0.8497 	2.9296 	3
850.773 	850.1154 	850.773 	0.5458 	0.6576 	2.7294 	3.2881 	2
850.8056 	850.2408 	850.8056 	0.5322 	0.5648 	2.6612 	2.8244 	1
851.0596 	850.9231 	851.0596 	0.0 	0.1364 	0.0 	0.6824 	2
851.0661 	850.9381 	851.0661 	0.1215 	0.1279 	0.6075 	0.6399 	1
851.2395 	851.1525 	851.2395 	0.0 	0.0869 	0.0 	0.4346 	2
851.3045 	851.2101 	851.3045 	0.0293 	0.0943 	0.1466 	0.4717 	2
851.4764 	851.2605 	851.4764 	0.044 	0.2159 	0.22 	1.0796 	2
851.4931 	851.3679 	851.4931 	0.1085 	0.1252 	0.5426 	0.626 	1
852.1284 	852.0478 	852.1284 	0.0 	0.0805 	0.0 	0.4027 	1
852.1641 	852.1638 	852.1641 	0.0 	2.0E-4 	0.0 	0.0012 	1
852.6468 	852.4251 	852.6468 	0.0 	0.2217 	0.0 	1.1086 	3
853.1127 	852.4645 	853.1127 	0.1822 	0.6482 	0.9114 	3.2411 	3
853.1724 	852.611 	853.1724 	0.5017 	0.5613 	2.5089 	2.8069 	3
853.3641 	852.7916 	853.3641 	0.3807 	0.5725 	1.9038 	2.8627 	4
853.5964 	853.1208 	853.5964 	0.2433 	0.4755 	1.2165 	2.3777 	4
853.7342 	853.3015 	853.7342 	0.2949 	0.4327 	1.4745 	2.1638 	3
853.829 	853.3228 	853.829 	0.4113 	0.5061 	2.0569 	2.5307 	3
853.8419 	853.3786 	853.8419 	0.4504 	0.4633 	2.252 	2.3166 	2
853.9137 	853.7444 	853.9137 	0.0975 	0.1692 	0.4875 	0.8462 	1
854.108 	854.0393 	854.108 	0.0 	0.0686 	0.0 	0.3433 	1
854.2699 	854.1952 	854.2699 	0.0 	0.0747 	0.0 	0.3737 	1
854.404 	854.314 	854.404 	0.0 	0.09 	0.0 	0.4502 	2
854.5431 	854.3278 	854.5431 	0.0761 	0.2152 	0.3809 	1.0764 	1
855.7165 	855.1855 	855.7165 	0.0 	0.5309 	0.0 	2.6547 	3
855.7584 	855.4386 	855.7584 	0.2779 	0.3198 	1.3896 	1.5992 	2
856.3744 	855.6892 	856.3744 	0.0691 	0.6851 	0.3458 	3.4259 	4
856.5203 	855.8472 	856.5203 	0.5271 	0.673 	2.6359 	3.3653 	3
856.7459 	855.881 	856.7459 	0.6392 	0.8648 	3.1963 	4.3242 	3
857.1134 	856.3345 	857.1134 	0.4114 	0.7788 	2.057 	3.8944 	4
857.1147 	856.5963 	857.1147 	0.517 	0.5183 	2.5853 	2.5919 	3
857.1581 	856.7922 	857.1581 	0.3224 	0.3658 	1.6122 	1.8294 	2
857.4892 	856.9299 	857.4892 	0.2281 	0.5592 	1.1408 	2.7962 	1
857.9981 	857.9833 	857.9981 	0.0 	0.0147 	0.0 	0.0737 	1
858.6727 	858.4326 	858.6727 	0.0 	0.24 	0.0 	1.2003 	1
859.4036 	859.1428 	859.4036 	0.0 	0.2607 	0.0 	1.3039 	2
859.507 	859.284 	859.507 	0.1195 	0.2229 	0.5978 	1.1149 	2
859.6075 	859.4901 	859.6075 	0.0169 	0.1174 	0.0845 	0.587 	1
860.4099 	859.9668 	860.4099 	0.0 	0.4431 	0.0 	2.2155 	2
860.4339 	860.1014 	860.4339 	0.3085 	0.3324 	1.5426 	1.6623 	1
860.5007 	860.465 	860.5007 	0.0 	0.0356 	0.0 	0.1782 	1
860.8261 	860.8051 	860.8261 	0.0 	0.021 	0.0 	0.1052 	1
860.8999 	860.8318 	860.8999 	0.0 	0.068 	0.0 	0.3402 	2
861.162 	860.8713 	861.162 	0.0286 	0.2907 	0.1431 	1.4536 	2
861.4958 	861.0645 	861.4958 	0.0974 	0.4312 	0.4874 	2.1564 	3
861.7409 	861.1779 	861.7409 	0.3178 	0.5629 	1.5894 	2.8149 	2
861.7946 	861.3016 	861.7946 	0.4393 	0.493 	2.1965 	2.4652 	1
862.1807 	862.1272 	862.1807 	0.0 	0.0535 	0.0 	0.2677 	1
862.4948 	862.3604 	862.4948 	0.0 	0.1343 	0.0 	0.6717 	2
862.4993 	862.4519 	862.4993 	0.0428 	0.0473 	0.2142 	0.2367 	1
862.5832 	862.5561 	862.5832 	0.0 	0.027 	0.0 	0.1354 	1
862.7692 	862.5964 	862.7692 	0.0 	0.1727 	0.0 	0.8637 	2
862.9715 	862.6656 	862.9715 	0.1036 	0.3059 	0.5181 	1.5296 	3
863.1641 	862.9299 	863.1641 	0.0416 	0.2341 	0.208 	1.1709 	4
863.5269 	862.9649 	863.5269 	0.1991 	0.562 	0.9957 	2.81 	3
863.7848 	863.0302 	863.7848 	0.4967 	0.7546 	2.4836 	3.7731 	3
863.9044 	863.0935 	863.9044 	0.6913 	0.8108 	3.4565 	4.0541 	2
864.1063 	863.6215 	864.1063 	0.2828 	0.4847 	1.4143 	2.4238 	2
864.4206 	864.0202 	864.4206 	0.086 	0.4003 	0.4302 	2.0019 	2
864.4873 	864.2965 	864.4873 	0.1241 	0.1907 	0.6205 	0.9537 	2
864.7956 	864.4865 	864.7956 	7.0E-4 	0.309 	0.0038 	1.5452 	5
864.843 	864.5428 	864.843 	0.2527 	0.3001 	1.2637 	1.5008 	5
864.8557 	864.6761 	864.8557 	0.1669 	0.1795 	0.8345 	0.8979 	4
865.3463 	864.6805 	865.3463 	0.1751 	0.6657 	0.8758 	3.3289 	3
865.5112 	864.741 	865.5112 	0.6052 	0.7702 	3.0264 	3.8511 	3
865.9421 	864.841 	865.9421 	0.6701 	1.1011 	3.3509 	5.5055 	4
866.0172 	865.4047 	866.0172 	0.5373 	0.6124 	2.6869 	3.0622 	3
866.2144 	865.7765 	866.2144 	0.2407 	0.4379 	1.2035 	2.1899 	3
866.3012 	865.7879 	866.3012 	0.4265 	0.5132 	2.1326 	2.5663 	3
866.4032 	866.0449 	866.4032 	0.2563 	0.3583 	1.2816 	1.7916 	2
866.5162 	866.2867 	866.5162 	0.1165 	0.2295 	0.5826 	1.1477 	1
867.0817 	866.8442 	867.0817 	0.0 	0.2374 	0.0 	1.1873 	1
867.6944 	867.3994 	867.6944 	0.0 	0.295 	0.0 	1.4751 	1
867.7215 	867.7107 	867.7215 	0.0 	0.0107 	0.0 	0.0538 	1
868.1092 	867.728 	868.1092 	0.0 	0.3811 	0.0 	1.9059 	1
868.2054 	868.1638 	868.2054 	0.0 	0.0415 	0.0 	0.2077 	1
868.6814 	868.4731 	868.6814 	0.0 	0.2082 	0.0 	1.0413 	2
868.7248 	868.591 	868.7248 	0.0903 	0.1338 	0.4519 	0.6691 	1
869.1048 	868.9781 	869.1048 	0.0 	0.1266 	0.0 	0.6333 	1
869.8503 	869.2715 	869.8503 	0.0 	0.5788 	0.0 	2.894 	3
870.0894 	869.5477 	870.0894 	0.3025 	0.5417 	1.5128 	2.7086 	3
870.4033 	869.683 	870.4033 	0.4064 	0.7203 	2.0324 	3.6015 	3
870.7983 	870.0723 	870.7983 	0.3309 	0.7259 	1.6546 	3.6298 	4
870.8641 	870.0989 	870.8641 	0.6993 	0.7652 	3.4969 	3.826 	3
871.0871 	870.405 	871.0871 	0.4591 	0.682 	2.2955 	3.4102 	5
871.1002 	870.694 	871.1002 	0.393 	0.4061 	1.9652 	2.0309 	4
871.2066 	870.8924 	871.2066 	0.2077 	0.3141 	1.0388 	1.5708 	5
871.2962 	871.0081 	871.2962 	0.1984 	0.288 	0.9923 	1.4401 	5
871.5517 	871.0381 	871.5517 	0.258 	0.5136 	1.2902 	2.5682 	4
871.5793 	871.1535 	871.5793 	0.3982 	0.4258 	1.9912 	2.1291 	3
871.7227 	871.1941 	871.7227 	0.3851 	0.5285 	1.9259 	2.6425 	2
871.8013 	871.2503 	871.8013 	0.4723 	0.551 	2.3619 	2.7551 	2
871.8971 	871.7758 	871.8971 	0.0254 	0.1212 	0.1273 	0.6064 	2
872.1576 	871.8139 	872.1576 	0.0832 	0.3437 	0.4161 	1.7187 	5
872.1635 	871.8995 	872.1635 	0.2581 	0.264 	1.2906 	1.32 	4
872.2823 	871.9278 	872.2823 	0.2357 	0.3545 	1.1787 	1.7727 	4
872.3124 	871.9838 	872.3124 	0.2985 	0.3285 	1.4925 	1.6429 	3
872.8549 	872.0038 	872.8549 	0.3086 	0.8511 	1.543 	4.2559 	5
872.9987 	872.2453 	872.9987 	0.6096 	0.7534 	3.0482 	3.767 	5
873.2544 	872.5827 	873.2544 	0.4159 	0.6716 	2.0797 	3.3583 	6
873.2656 	872.7818 	873.2656 	0.4726 	0.4838 	2.363 	2.4192 	6
873.2961 	872.8219 	873.2961 	0.4436 	0.4741 	2.2184 	2.3705 	5
873.4172 	872.9192 	873.4172 	0.3768 	0.4979 	1.884 	2.4896 	6
873.4772 	873.0214 	873.4772 	0.3958 	0.4558 	1.9791 	2.2794 	5
873.5322 	873.1564 	873.5322 	0.3208 	0.3757 	1.6041 	1.8788 	4
874.1463 	873.2627 	874.1463 	0.2695 	0.8835 	1.3475 	4.4179 	5
874.2013 	873.3468 	874.2013 	0.7994 	0.8545 	3.9974 	4.2727 	4
874.338 	873.3674 	874.338 	0.8339 	0.9705 	4.1697 	4.8529 	6
874.7206 	873.6881 	874.7206 	0.6498 	1.0324 	3.2493 	5.1624 	7
874.74 	873.8063 	874.74 	0.9142 	0.9336 	4.5712 	4.6681 	6
875.2188 	874.2345 	875.2188 	0.5054 	0.9842 	2.5272 	4.9213 	8
875.4041 	874.2395 	875.4041 	0.9793 	1.1646 	4.8965 	5.823 	8
875.4468 	874.2481 	875.4468 	1.1559 	1.1986 	5.7799 	5.9934 	7
875.5978 	874.5598 	875.5978 	0.887 	1.038 	4.435 	5.1901 	7
876.1747 	874.6315 	876.1747 	0.9663 	1.5432 	4.8317 	7.716 	8
876.2765 	874.8454 	876.2765 	1.3292 	1.431 	6.6461 	7.1551 	7
876.2849 	874.8792 	876.2849 	1.3972 	1.4056 	6.9862 	7.0284 	6
876.301 	875.1052 	876.301 	1.1797 	1.1958 	5.8986 	5.979 	5
876.3016 	875.3164 	876.3016 	0.9846 	0.9852 	4.923 	4.9261 	4
876.3313 	875.4506 	876.3313 	0.8509 	0.8806 	4.2548 	4.4033 	3
876.441 	875.687 	876.441 	0.6442 	0.7539 	3.2211 	3.7699 	4
876.4953 	875.9149 	876.4953 	0.5261 	0.5803 	2.6305 	2.9018 	3
876.8396 	876.3634 	876.8396 	0.1318 	0.4761 	0.6592 	2.3808 	2
877.1143 	876.3791 	877.1143 	0.4605 	0.7352 	2.3025 	3.676 	2
877.1708 	877.0063 	877.1708 	0.1079 	0.1644 	0.5399 	0.8223 	1
877.84 	877.2416 	877.84 	0.0 	0.5983 	0.0 	2.9917 	3
878.2919 	877.2679 	878.2919 	0.572 	1.0239 	2.8601 	5.1197 	5
878.3322 	877.375 	878.3322 	0.9168 	0.9571 	4.5843 	4.7857 	4
878.5109 	877.8541 	878.5109 	0.478 	0.6567 	2.3902 	3.2838 	4
878.5126 	878.074 	878.5126 	0.4368 	0.4385 	2.1844 	2.1928 	3
878.6019 	878.1485 	878.6019 	0.364 	0.4533 	1.8201 	2.2666 	3
878.6312 	878.4985 	878.6312 	0.1033 	0.1326 	0.5166 	0.6632 	2
879.0473 	878.5284 	879.0473 	0.1028 	0.5189 	0.5142 	2.5948 	3
879.0814 	878.7037 	879.0814 	0.3435 	0.3776 	1.7179 	1.8883 	2
879.096 	879.0196 	879.096 	0.0618 	0.0763 	0.309 	0.3819 	1
879.7893 	879.4084 	879.7893 	0.0 	0.3808 	0.0 	1.9042 	4
879.8613 	879.5545 	879.8613 	0.2347 	0.3067 	1.1736 	1.5336 	3
879.8705 	879.6754 	879.8705 	0.1858 	0.1951 	0.9294 	0.9755 	2
879.9627 	879.7414 	879.9627 	0.1291 	0.2213 	0.6456 	1.1065 	2
880.162 	879.8787 	880.162 	0.0839 	0.2832 	0.4196 	1.4163 	3
880.2283 	880.1126 	880.2283 	0.0494 	0.1157 	0.2472 	0.5786 	3
880.4295 	880.1203 	880.4295 	0.1079 	0.3092 	0.5399 	1.546 	4
880.4524 	880.1821 	880.4524 	0.2473 	0.2702 	1.2368 	1.3513 	3
880.5868 	880.2295 	880.5868 	0.2228 	0.3572 	1.1144 	1.7864 	2
880.6425 	880.2954 	880.6425 	0.2913 	0.347 	1.4569 	1.7352 	1
881.1296 	881.0818 	881.1296 	0.0 	0.0478 	0.0 	0.2391 	3
881.7084 	881.0976 	881.7084 	0.032 	0.6107 	0.16 	3.0539 	5
881.8333 	881.1206 	881.8333 	0.5877 	0.7127 	2.9388 	3.5635 	5
881.9244 	881.35 	881.9244 	0.4832 	0.5743 	2.4163 	2.8719 	4
881.9551 	881.4357 	881.9551 	0.4886 	0.5193 	2.4433 	2.5966 	3
882.0323 	881.5199 	882.0323 	0.4351 	0.5123 	2.1756 	2.5618 	3
882.1595 	881.7097 	882.1595 	0.3225 	0.4498 	1.6129 	2.2491 	2
882.2364 	882.0073 	882.2364 	0.1522 	0.229 	0.761 	1.1452 	2
882.5178 	882.1924 	882.5178 	0.044 	0.3254 	0.2202 	1.6272 	2
882.5247 	882.351 	882.5247 	0.1667 	0.1736 	0.8339 	0.8683 	1
882.8971 	882.8126 	882.8971 	0.0 	0.0844 	0.0 	0.4223 	1
883.793 	883.4369 	883.793 	0.0 	0.356 	0.0 	1.7804 	2
883.9455 	883.7746 	883.9455 	0.0184 	0.1709 	0.0921 	0.8547 	1
884.037 	883.951 	884.037 	0.0 	0.0859 	0.0 	0.4299 	3
884.3191 	884.0217 	884.3191 	0.0152 	0.2973 	0.076 	1.4869 	3
884.3845 	884.0363 	884.3845 	0.2828 	0.3481 	1.4142 	1.7408 	2
884.9577 	884.0994 	884.9577 	0.285 	0.8583 	1.4253 	4.2917 	5
884.9799 	884.5086 	884.9799 	0.4491 	0.4712 	2.2455 	2.3562 	4
885.0065 	884.6851 	885.0065 	0.2948 	0.3214 	1.474 	1.607 	3
885.0469 	884.8466 	885.0469 	0.1598 	0.2002 	0.7994 	1.0014 	2
885.5943 	884.915 	885.5943 	0.1319 	0.6793 	0.6595 	3.3968 	2
885.873 	885.5156 	885.873 	0.0787 	0.3574 	0.3936 	1.787 	1
886.3099 	886.2052 	886.3099 	0.0 	0.1046 	0.0 	0.5233 	1
886.673 	886.3375 	886.673 	0.0 	0.3355 	0.0 	1.6778 	4
886.6843 	886.393 	886.6843 	0.28 	0.2912 	1.4 	1.4562 	3
886.7244 	886.4155 	886.7244 	0.2687 	0.3088 	1.3439 	1.5444 	3
886.8754 	886.6272 	886.8754 	0.0972 	0.2482 	0.486 	1.2412 	3
887.2258 	886.6922 	887.2258 	0.1831 	0.5335 	0.9157 	2.6679 	4
887.5344 	886.7313 	887.5344 	0.4944 	0.803 	2.4724 	4.0154 	5
887.6731 	887.1057 	887.6731 	0.4287 	0.5673 	2.1436 	2.8368 	5
887.8786 	887.2218 	887.8786 	0.4512 	0.6567 	2.256 	3.2835 	5
887.8922 	887.3448 	887.8922 	0.5337 	0.5473 	2.6686 	2.7366 	4
888.2695 	887.3563 	888.2695 	0.5358 	0.9131 	2.6791 	4.5659 	8
888.6593 	887.5913 	888.6593 	0.6782 	1.0679 	3.391 	5.3398 	9
888.9034 	887.6906 	888.9034 	0.9686 	1.2128 	4.8433 	6.0641 	8
889.0189 	887.9417 	889.0189 	0.9617 	1.0772 	4.8087 	5.3862 	7
889.0487 	887.9641 	889.0487 	1.0547 	1.0846 	5.2738 	5.423 	6
889.5345 	888.0173 	889.5345 	1.0314 	1.5171 	5.157 	7.5859 	8
889.6045 	888.0216 	889.6045 	1.5129 	1.5829 	7.5647 	7.9148 	8
890.1335 	888.1332 	890.1335 	1.4713 	2.0003 	7.3567 	10.0018 	9
890.1494 	888.281 	890.1494 	1.8525 	1.8684 	9.2628 	9.342 	8
890.1682 	888.3312 	890.1682 	1.8181 	1.837 	9.0906 	9.185 	7
890.3127 	889.4889 	890.3127 	0.6792 	0.8238 	3.3964 	4.119 	7
890.4461 	889.5262 	890.4461 	0.7865 	0.9198 	3.9326 	4.5994 	9
890.5426 	889.5288 	890.5426 	0.9173 	1.0138 	4.5867 	5.0691 	8
890.8041 	889.5927 	890.8041 	0.9498 	1.2114 	4.7493 	6.057 	11
890.9934 	889.7567 	890.9934 	1.0474 	1.2366 	5.237 	6.1831 	10
891.0538 	889.8995 	891.0538 	1.0938 	1.1543 	5.4693 	5.7716 	10
891.1338 	890.2509 	891.1338 	0.8029 	0.8829 	4.0148 	4.4147 	11
891.3446 	890.3168 	891.3446 	0.8169 	1.0278 	4.0848 	5.139 	10
891.7571 	890.4216 	891.7571 	0.923 	1.3355 	4.6151 	6.6777 	13
891.8054 	890.4242 	891.8054 	1.3329 	1.3811 	6.6647 	6.9059 	12
891.8492 	890.583 	891.8492 	1.2223 	1.2661 	6.1117 	6.3306 	11
891.9045 	890.5859 	891.9045 	1.2632 	1.3185 	6.3163 	6.5928 	10
892.065 	890.751 	892.065 	1.1535 	1.314 	5.7675 	6.5702 	12
892.222 	890.7821 	892.222 	1.2829 	1.4399 	6.4147 	7.1996 	12
892.2437 	891.029 	892.2437 	1.1929 	1.2146 	5.9647 	6.0732 	11
892.2512 	891.0981 	892.2512 	1.1456 	1.1531 	5.7281 	5.7658 	10
892.7358 	891.1119 	892.7358 	1.1392 	1.6238 	5.6963 	8.1193 	16
892.7414 	891.4007 	892.7414 	1.3351 	1.3407 	6.6758 	6.7037 	15
892.7862 	891.4086 	892.7862 	1.3328 	1.3776 	6.664 	6.8881 	14
893.0391 	891.4433 	893.0391 	1.3429 	1.5958 	6.7147 	7.9793 	14
893.0678 	891.5785 	893.0678 	1.4606 	1.4892 	7.303 	7.4464 	14
893.0754 	891.9879 	893.0754 	1.0799 	1.0874 	5.3995 	5.4373 	13
893.11 	892.033 	893.11 	1.0423 	1.0769 	5.2118 	5.3848 	13
893.3383 	892.0587 	893.3383 	1.0512 	1.2795 	5.2561 	6.3977 	15
893.3802 	892.2091 	893.3802 	1.1291 	1.171 	5.6459 	5.8553 	14
893.4556 	892.3169 	893.4556 	1.0632 	1.1387 	5.3162 	5.6935 	13
893.4849 	892.338 	893.4849 	1.1176 	1.1469 	5.5883 	5.7347 	12
893.5658 	892.4516 	893.5658 	1.0333 	1.1141 	5.1665 	5.5709 	11
893.6511 	892.4797 	893.6511 	1.0861 	1.1714 	5.4305 	5.8572 	11
893.7172 	892.5811 	893.7172 	1.07 	1.136 	5.3502 	5.6803 	10
893.9254 	892.6542 	893.9254 	1.063 	1.2712 	5.315 	6.3564 	11
894.1078 	892.6613 	894.1078 	1.2641 	1.4464 	6.3205 	7.2321 	11
894.15 	893.0169 	894.15 	1.0909 	1.1331 	5.4545 	5.6655 	10
894.2338 	893.0601 	894.2338 	1.0898 	1.1736 	5.4494 	5.8683 	9
894.67 	893.0999 	894.67 	1.1339 	1.5701 	5.6695 	7.8505 	11
894.7196 	893.2169 	894.7196 	1.453 	1.5026 	7.2652 	7.5133 	11
894.7715 	893.2465 	894.7715 	1.4731 	1.525 	7.3657 	7.6251 	10
894.7742 	893.2505 	894.7742 	1.5209 	1.5237 	7.6048 	7.6186 	9
894.8912 	893.6369 	894.8912 	1.1373 	1.2543 	5.6866 	6.2715 	8
895.1219 	893.7926 	895.1219 	1.0986 	1.3293 	5.4933 	6.6466 	8
895.1939 	893.8211 	895.1939 	1.3007 	1.3728 	6.5038 	6.8641 	7
895.2265 	894.0002 	895.2265 	1.1937 	1.2263 	5.9687 	6.1317 	6
895.317 	894.3718 	895.317 	0.8546 	0.9451 	4.2734 	4.7257 	6
895.3904 	894.581 	895.3904 	0.736 	0.8094 	3.6801 	4.0471 	5
895.526 	894.6606 	895.526 	0.7297 	0.8653 	3.6487 	4.3268 	5
895.5665 	894.7028 	895.5665 	0.8232 	0.8637 	4.116 	4.3186 	4
895.5684 	894.9841 	895.5684 	0.5824 	0.5843 	2.9122 	2.9217 	4
895.7232 	895.2824 	895.7232 	0.286 	0.4408 	1.4304 	2.2041 	4
895.7501 	895.4391 	895.7501 	0.2841 	0.311 	1.4205 	1.5553 	3
895.7612 	895.5682 	895.7612 	0.1819 	0.193 	0.9099 	0.9651 	2
895.8364 	895.6271 	895.8364 	0.134 	0.2092 	0.6701 	1.0463 	1
896.1418 	896.1166 	896.1418 	0.0 	0.0251 	0.0 	0.1258 	1
896.4832 	896.4641 	896.4832 	0.0 	0.0191 	0.0 	0.0957 	1
896.897 	896.503 	896.897 	0.0 	0.3939 	0.0 	1.9696 	5
897.0074 	896.5808 	897.0074 	0.3161 	0.4265 	1.5807 	2.1329 	4
897.0536 	896.6023 	897.0536 	0.405 	0.4512 	2.0253 	2.256 	3
897.203 	896.8753 	897.203 	0.1782 	0.3276 	0.8913 	1.6384 	2
897.3937 	896.8799 	897.3937 	0.323 	0.5138 	1.6154 	2.5691 	1
897.5761 	897.49 	897.5761 	0.0 	0.0861 	0.0 	0.4307 	1
897.9362 	897.8138 	897.9362 	0.0 	0.1224 	0.0 	0.6121 	2
897.987 	897.8149 	897.987 	0.1212 	0.172 	0.6064 	0.8604 	1
898.8067 	898.652 	898.8067 	0.0 	0.1547 	0.0 	0.7735 	2
898.935 	898.7352 	898.935 	0.0714 	0.1997 	0.3574 	0.9989 	1
899.202 	899.1727 	899.202 	0.0 	0.0293 	0.0 	0.1467 	1
899.5391 	899.2307 	899.5391 	0.0 	0.3084 	0.0 	1.5422 	3
899.5797 	899.3914 	899.5797 	0.1477 	0.1882 	0.7387 	0.9414 	2
899.7052 	899.533 	899.7052 	0.0466 	0.1721 	0.2333 	0.8609 	2
899.9039 	899.6322 	899.9039 	0.073 	0.2717 	0.3651 	1.3588 	2
900.0493 	899.7962 	900.0493 	0.1077 	0.253 	0.5387 	1.2652 	1
900.3333 	900.1465 	900.3333 	0.0 	0.1868 	0.0 	0.934 	1
900.4351 	900.38 	900.4351 	0.0 	0.055 	0.0 	0.2751 	1
900.8566 	900.8032 	900.8566 	0.0 	0.0533 	0.0 	0.2668 	1
901.3662 	900.8905 	901.3662 	0.0 	0.4757 	0.0 	2.3786 	6
901.404 	900.9027 	901.404 	0.4635 	0.5013 	2.3175 	2.5067 	5
901.4679 	900.9133 	901.4679 	0.4907 	0.5545 	2.4536 	2.7728 	4
901.6693 	900.9167 	901.6693 	0.5511 	0.7525 	2.7558 	3.7628 	5
901.8044 	900.9505 	901.8044 	0.7188 	0.8539 	3.594 	4.2696 	6
902.0856 	900.9819 	902.0856 	0.8224 	1.1037 	4.1124 	5.5185 	5
902.2644 	901.5372 	902.2644 	0.5484 	0.7271 	2.742 	3.6359 	6
902.3077 	901.5824 	902.3077 	0.6819 	0.7252 	3.4097 	3.6261 	5
902.4109 	901.6738 	902.4109 	0.6338 	0.7371 	3.1693 	3.6856 	6
902.7897 	901.6797 	902.7897 	0.7312 	1.11 	3.6561 	5.5501 	5
902.8276 	902.0978 	902.8276 	0.6919 	0.7298 	3.4595 	3.6492 	4
902.9464 	902.1048 	902.9464 	0.7228 	0.8415 	3.614 	4.2079 	3
903.0474 	902.3259 	903.0474 	0.6205 	0.7215 	3.1028 	3.6076 	3
903.1872 	902.3924 	903.1872 	0.6549 	0.7948 	3.2749 	3.974 	3
903.3605 	902.9976 	903.3605 	0.1895 	0.3628 	0.9479 	1.8143 	3
903.3778 	903.1383 	903.3778 	0.2221 	0.2394 	1.1106 	1.1971 	2
903.4122 	903.321 	903.4122 	0.0567 	0.0911 	0.2836 	0.4559 	1
903.7134 	903.6483 	903.7134 	0.0 	0.0651 	0.0 	0.3258 	2
903.9156 	903.7093 	903.9156 	0.0041 	0.2063 	0.0206 	1.0315 	1
904.1052 	904.0063 	904.1052 	0.0 	0.0988 	0.0 	0.4944 	1
904.8215 	904.8059 	904.8215 	0.0 	0.0156 	0.0 	0.0783 	1
905.2072 	905.2065 	905.2072 	0.0 	6.0E-4 	0.0 	0.0033 	1
905.5228 	905.2103 	905.5228 	0.0 	0.3124 	0.0 	1.5624 	3
905.5362 	905.4492 	905.5362 	0.0736 	0.087 	0.3681 	0.435 	3
905.5543 	905.5204 	905.5543 	0.0157 	0.0338 	0.0788 	0.1694 	2
906.0583 	905.5247 	906.0583 	0.0296 	0.5336 	0.1481 	2.6681 	2
906.3418 	905.8152 	906.3418 	0.2431 	0.5266 	1.2157 	2.6331 	3
906.5461 	906.1725 	906.5461 	0.1693 	0.3736 	0.8466 	1.868 	2
906.6385 	906.3281 	906.6385 	0.218 	0.3104 	1.0901 	1.5521 	1
907.2813 	906.7706 	907.2813 	0.0 	0.5107 	0.0 	2.5535 	6
907.2931 	906.7755 	907.2931 	0.5057 	0.5175 	2.5287 	2.5879 	5
907.4506 	906.8958 	907.4506 	0.3973 	0.5547 	1.9866 	2.7739 	5
907.4582 	906.9899 	907.4582 	0.4607 	0.4682 	2.3035 	2.3414 	4
907.5353 	907.0388 	907.5353 	0.4193 	0.4964 	2.0968 	2.4824 	4
907.7254 	907.2386 	907.7254 	0.2966 	0.4867 	1.4834 	2.4338 	4
907.7303 	907.4079 	907.7303 	0.3174 	0.3223 	1.587 	1.6116 	3
907.8724 	907.4657 	907.8724 	0.2645 	0.4066 	1.3228 	2.0333 	2
907.986 	907.664 	907.986 	0.2083 	0.3219 	1.0418 	1.6097 	1
908.1201 	908.1117 	908.1201 	0.0 	0.0084 	0.0 	0.042 	1
908.3203 	908.3058 	908.3203 	0.0 	0.0144 	0.0 	0.0724 	1
908.6841 	908.5118 	908.6841 	0.0 	0.1722 	0.0 	0.8612 	2
908.8964 	908.6769 	908.8964 	0.0071 	0.2194 	0.0357 	1.0974 	1
908.9625 	908.9532 	908.9625 	0.0 	0.0093 	0.0 	0.0467 	1
