Lambda: 5.0
Ts: 0.15
Simulation Time: 1000.0

t    	Arr   	Dep   	Tw     	Tq     	w   	q   	n 

0.1673 	0.0731 	0.1673 	0.0 	0.0941 	0.0 	0.4707 	2
0.1976 	0.1047 	0.1976 	0.0625 	0.0928 	0.3128 	0.4643 	1
1.0637 	0.7182 	1.0637 	0.0 	0.3455 	0.0 	1.7275 	1
1.5621 	1.1529 	1.5621 	0.0 	0.4091 	0.0 	2.0459 	5
1.5685 	1.2537 	1.5685 	0.3084 	0.3148 	1.542 	1.574 	4
1.5895 	1.4534 	1.5895 	0.115 	0.1361 	0.5752 	0.6805 	3
1.6049 	1.514 	1.6049 	0.0755 	0.0909 	0.3778 	0.4547 	2
1.6479 	1.5561 	1.6479 	0.0488 	0.0917 	0.244 	0.4589 	1
1.6905 	1.6647 	1.6905 	0.0 	0.0257 	0.0 	0.1287 	1
1.9604 	1.8784 	1.9604 	0.0 	0.0819 	0.0 	0.4097 	2
2.3139 	1.9177 	2.3139 	0.0426 	0.3962 	0.2134 	1.9813 	3
2.4037 	2.1856 	2.4037 	0.1283 	0.2181 	0.6418 	1.0907 	3
2.4577 	2.2644 	2.4577 	0.1393 	0.1932 	0.6967 	0.9664 	3
2.9257 	2.3246 	2.9257 	0.133 	0.601 	0.6652 	3.0053 	3
2.977 	2.4297 	2.977 	0.496 	0.5473 	2.48 	2.7367 	2
3.0113 	2.6874 	3.0113 	0.2896 	0.3239 	1.4481 	1.6195 	1
3.7291 	3.5437 	3.7291 	0.0 	0.1853 	0.0 	0.9268 	2
3.8937 	3.6323 	3.8937 	0.0967 	0.2614 	0.4839 	1.307 	1
5.1726 	4.7449 	5.1726 	0.0 	0.4277 	0.0 	2.1387 	5
5.2254 	4.7777 	5.2254 	0.3949 	0.4477 	1.9747 	2.2385 	4
5.5818 	4.8367 	5.5818 	0.3886 	0.745 	1.9431 	3.7253 	3
6.0868 	4.9247 	6.0868 	0.657 	1.162 	3.2853 	5.8103 	4
6.087 	5.1072 	6.087 	0.9795 	0.9797 	4.8978 	4.8987 	3
6.154 	5.6275 	6.154 	0.4594 	0.5264 	2.2974 	2.6324 	2
6.2921 	5.8958 	6.2921 	0.2581 	0.3962 	1.2907 	1.9813 	1
6.4766 	6.4611 	6.4766 	0.0 	0.0154 	0.0 	0.077 	1
6.7563 	6.6491 	6.7563 	0.0 	0.1072 	0.0 	0.5361 	1
7.1799 	7.1069 	7.1799 	0.0 	0.073 	0.0 	0.3651 	1
7.6002 	7.5654 	7.6002 	0.0 	0.0347 	0.0 	0.1738 	1
7.7547 	7.6881 	7.7547 	0.0 	0.0665 	0.0 	0.3328 	1
7.8481 	7.7747 	7.8481 	0.0 	0.0733 	0.0 	0.3665 	1
8.065 	7.9249 	8.065 	0.0 	0.14 	0.0 	0.7 	2
8.1213 	8.0597 	8.1213 	0.0052 	0.0616 	0.0263 	0.308 	2
8.4712 	8.074 	8.4712 	0.0473 	0.3972 	0.2365 	1.9862 	1
8.7674 	8.6778 	8.7674 	0.0 	0.0896 	0.0 	0.448 	3
8.7728 	8.704 	8.7728 	0.0634 	0.0687 	0.3171 	0.3439 	2
8.8477 	8.7152 	8.8477 	0.0575 	0.1325 	0.2879 	0.6625 	1
9.1953 	9.1887 	9.1953 	0.0 	0.0065 	0.0 	0.0326 	1
9.6096 	9.2577 	9.6096 	0.0 	0.3519 	0.0 	1.7596 	6
9.6238 	9.2652 	9.6238 	0.3443 	0.3585 	1.7219 	1.7927 	5
9.6963 	9.2953 	9.6963 	0.3284 	0.401 	1.6424 	2.0051 	4
10.0287 	9.3115 	10.0287 	0.3848 	0.7172 	1.9243 	3.586 	4
10.1303 	9.3246 	10.1303 	0.7041 	0.8057 	3.5205 	4.0289 	4
10.488 	9.5211 	10.488 	0.6092 	0.9669 	3.0463 	4.8345 	6
10.5054 	9.9813 	10.5054 	0.5066 	0.524 	2.5332 	2.6203 	5
10.7149 	10.0687 	10.7149 	0.4366 	0.6461 	2.1832 	3.2306 	6
11.2727 	10.3875 	11.2727 	0.3273 	0.8851 	1.6368 	4.4259 	7
11.7715 	10.4495 	11.7715 	0.8232 	1.322 	4.1162 	6.6103 	7
12.0235 	10.47 	12.0235 	1.3015 	1.5535 	6.5078 	7.7675 	8
12.2214 	10.5329 	12.2214 	1.4905 	1.6884 	7.4525 	8.4424 	7
12.3374 	10.6374 	12.3374 	1.584 	1.7 	7.9201 	8.5001 	6
12.467 	10.8045 	12.467 	1.5329 	1.6624 	7.6646 	8.3122 	7
12.9217 	11.0474 	12.9217 	1.4196 	1.8743 	7.098 	9.3718 	8
12.9465 	11.4161 	12.9465 	1.5056 	1.5304 	7.5281 	7.652 	7
13.0049 	11.7775 	13.0049 	1.169 	1.2274 	5.845 	6.1372 	7
13.1362 	11.9413 	13.1362 	1.0636 	1.1949 	5.3184 	5.9747 	6
13.1716 	12.4242 	13.1716 	0.712 	0.7474 	3.5602 	3.7371 	5
13.205 	12.4346 	13.205 	0.7369 	0.7704 	3.6849 	3.852 	5
13.2343 	12.6779 	13.2343 	0.5271 	0.5563 	2.6355 	2.7816 	4
13.2528 	12.908 	13.2528 	0.3262 	0.3447 	1.6313 	1.7238 	3
13.6492 	12.952 	13.6492 	0.3007 	0.6972 	1.5039 	3.4862 	4
13.8177 	13.1998 	13.8177 	0.4494 	0.6179 	2.2472 	3.0895 	3
14.0826 	13.2958 	14.0826 	0.5218 	0.7868 	2.6093 	3.9342 	2
14.1061 	13.6257 	14.1061 	0.4569 	0.4803 	2.2847 	2.4018 	1
14.2688 	14.1491 	14.2688 	0.0 	0.1197 	0.0 	0.5986 	1
14.655 	14.4751 	14.655 	0.0 	0.1799 	0.0 	0.8995 	1
15.0076 	14.685 	15.0076 	0.0 	0.3225 	0.0 	1.6128 	2
15.1398 	14.6899 	15.1398 	0.3177 	0.4498 	1.5885 	2.2493 	1
15.5409 	15.2212 	15.5409 	0.0 	0.3196 	0.0 	1.5984 	3
15.5474 	15.3585 	15.5474 	0.1824 	0.1888 	0.912 	0.9444 	2
15.8791 	15.4226 	15.8791 	0.1248 	0.4565 	0.624 	2.2827 	1
16.1435 	16.1064 	16.1435 	0.0 	0.037 	0.0 	0.1854 	1
16.2325 	16.1445 	16.2325 	0.0 	0.088 	0.0 	0.4403 	1
16.6149 	16.6131 	16.6149 	0.0 	0.0017 	0.0 	0.0089 	1
17.0706 	16.9434 	17.0706 	0.0 	0.1271 	0.0 	0.6357 	1
17.368 	17.2317 	17.368 	0.0 	0.1363 	0.0 	0.6815 	2
17.441 	17.2367 	17.441 	0.1313 	0.2042 	0.6565 	1.0211 	1
17.6017 	17.582 	17.6017 	0.0 	0.0197 	0.0 	0.0987 	1
18.1821 	17.8287 	18.1821 	0.0 	0.3533 	0.0 	1.7669 	5
18.5947 	17.8682 	18.5947 	0.3138 	0.7265 	1.569 	3.6325 	10
19.0451 	17.9178 	19.0451 	0.6769 	1.1272 	3.3845 	5.6363 	10
19.1609 	18.0807 	19.1609 	0.9644 	1.0802 	4.8222 	5.401 	9
19.223 	18.1687 	19.223 	0.9921 	1.0543 	4.9607 	5.2715 	8
19.3645 	18.3906 	19.3645 	0.8324 	0.9739 	4.162 	4.8695 	8
19.439 	18.4086 	19.439 	0.9559 	1.0303 	4.7796 	5.1519 	7
19.5499 	18.4149 	19.5499 	1.024 	1.135 	5.1204 	5.675 	7
19.6211 	18.4577 	19.6211 	1.0921 	1.1633 	5.4609 	5.8169 	7
19.6617 	18.481 	19.6617 	1.14 	1.1806 	5.7003 	5.9031 	6
19.8618 	18.4903 	19.8618 	1.1713 	1.3714 	5.8568 	6.8573 	5
20.3002 	18.78 	20.3002 	1.0817 	1.5201 	5.4089 	7.6008 	5
20.5605 	19.2875 	20.5605 	1.0126 	1.273 	5.0634 	6.365 	5
20.9559 	19.4585 	20.9559 	1.102 	1.4974 	5.51 	7.487 	5
21.5935 	19.5762 	21.5935 	1.3796 	2.0172 	6.8983 	10.0861 	12
22.0312 	20.2626 	22.0312 	1.3309 	1.7686 	6.6545 	8.843 	18
22.1022 	20.4735 	22.1022 	1.5576 	1.6287 	7.7884 	8.1438 	17
22.4496 	20.8106 	22.4496 	1.2916 	1.6389 	6.458 	8.1947 	17
22.6436 	21.0624 	22.6436 	1.3871 	1.5811 	6.9356 	7.9058 	17
22.7362 	21.248 	22.7362 	1.3956 	1.4882 	6.9783 	7.4411 	16
22.7823 	21.3575 	22.7823 	1.3786 	1.4248 	6.8934 	7.1241 	15
22.8439 	21.3847 	22.8439 	1.3976 	1.4591 	6.9883 	7.2959 	14
22.962 	21.4346 	22.962 	1.4092 	1.5273 	7.0462 	7.6367 	13
23.1174 	21.4405 	23.1174 	1.5214 	1.6768 	7.6072 	8.3841 	12
23.1445 	21.4863 	23.1445 	1.631 	1.6581 	8.1553 	8.2908 	11
23.1854 	21.512 	23.1854 	1.6324 	1.6733 	8.1622 	8.3669 	10
23.2645 	21.6393 	23.2645 	1.5461 	1.6251 	7.7305 	8.1259 	10
24.0914 	21.6426 	24.0914 	1.6218 	2.4487 	8.1093 	12.2438 	17
24.2203 	21.6556 	24.2203 	2.4357 	2.5646 	12.1788 	12.823 	16
24.3436 	21.7171 	24.3436 	2.5031 	2.6264 	12.5158 	13.1324 	17
24.7673 	21.8789 	24.7673 	2.4646 	2.8883 	12.3233 	14.4418 	19
25.0441 	21.9757 	25.0441 	2.7915 	3.0683 	13.9576 	15.3418 	21
25.2277 	22.0161 	25.2277 	3.0279 	3.2116 	15.1399 	16.058 	21
25.2342 	22.4042 	25.2342 	2.8235 	2.83 	14.1175 	14.1501 	20
25.452 	22.4652 	25.452 	2.7689 	2.9867 	13.8449 	14.9337 	22
25.5047 	23.2061 	25.5047 	2.2459 	2.2985 	11.2295 	11.4928 	22
25.5905 	23.3084 	25.5905 	2.1962 	2.282 	10.9812 	11.4104 	21
25.6948 	23.4233 	25.6948 	2.1672 	2.2714 	10.836 	11.3572 	20
25.9175 	23.4722 	25.9175 	2.2225 	2.4452 	11.1125 	12.2261 	22
25.9851 	23.5002 	25.9851 	2.4172 	2.4849 	12.0864 	12.4245 	21
26.2141 	23.5405 	26.2141 	2.4445 	2.6735 	12.2227 	13.3679 	21
26.2348 	23.6567 	26.2348 	2.5574 	2.578 	12.787 	12.8903 	20
26.3158 	23.739 	26.3158 	2.4958 	2.5768 	12.4791 	12.8842 	19
26.3799 	23.909 	26.3799 	2.4068 	2.4709 	12.0341 	12.3545 	19
26.3886 	24.2413 	26.3886 	2.1385 	2.1472 	10.6929 	10.7363 	18
26.3921 	24.2767 	26.3921 	2.1119 	2.1154 	10.5595 	10.5771 	17
26.4783 	24.3654 	26.4783 	2.0267 	2.1128 	10.1335 	10.5643 	16
26.6462 	24.6044 	26.6462 	1.8738 	2.0418 	9.3693 	10.2092 	15
26.7853 	24.6261 	26.7853 	2.0201 	2.1592 	10.1009 	10.7964 	15
26.7866 	24.9415 	26.7866 	1.8437 	1.845 	9.2189 	9.2252 	14
26.8156 	24.9606 	26.8156 	1.826 	1.855 	9.1301 	9.2752 	13
27.0201 	24.9686 	27.0201 	1.847 	2.0515 	9.2353 	10.2577 	14
27.1235 	25.1704 	27.1235 	1.8496 	1.953 	9.2483 	9.7652 	13
27.1257 	25.2645 	27.1257 	1.8589 	1.8612 	9.2949 	9.3061 	12
27.1737 	25.3065 	27.1737 	1.8192 	1.8672 	9.0963 	9.3361 	12
27.5639 	25.3132 	27.5639 	1.8604 	2.2507 	9.3022 	11.2535 	18
27.8361 	25.5008 	27.8361 	2.0631 	2.3352 	10.3156 	11.6761 	21
28.357 	25.7343 	28.357 	2.1017 	2.6227 	10.5086 	13.1136 	21
28.9336 	25.881 	28.9336 	2.476 	3.0526 	12.38 	15.263 	24
29.3107 	25.8987 	29.3107 	3.0349 	3.412 	15.1746 	17.0601 	23
29.3651 	26.0678 	29.3651 	3.2429 	3.2973 	16.2145 	16.4866 	22
29.4242 	26.3233 	29.4242 	3.0418 	3.1009 	15.2094 	15.5047 	21
29.7864 	26.6569 	29.7864 	2.7672 	3.1294 	13.8363 	15.6472 	21
30.1256 	26.8937 	30.1256 	2.8926 	3.2318 	14.4634 	16.1593 	20
30.294 	26.9856 	30.294 	3.1399 	3.3083 	15.6997 	16.5419 	20
30.4826 	27.129 	30.4826 	3.165 	3.3535 	15.8251 	16.7679 	19
31.1633 	27.3214 	31.1633 	3.1611 	3.8419 	15.8057 	19.2096 	27
31.2314 	27.3295 	31.2314 	3.8338 	3.9019 	19.1694 	19.5097 	26
31.402 	27.3304 	31.402 	3.9009 	4.0716 	19.5049 	20.358 	26
31.6109 	27.3769 	31.6109 	4.0251 	4.2339 	20.1256 	21.1698 	25
31.7091 	27.3822 	31.7091 	4.2286 	4.3269 	21.1432 	21.6346 	24
31.7719 	27.4458 	31.7719 	4.2633 	4.326 	21.3165 	21.6301 	23
31.8583 	27.5455 	31.8583 	4.2263 	4.3128 	21.1317 	21.564 	22
32.3194 	27.601 	32.3194 	4.2573 	4.7183 	21.2866 	23.5919 	24
32.3375 	27.618 	32.3375 	4.7014 	4.7195 	23.5071 	23.5976 	23
32.8412 	27.699 	32.8412 	4.6384 	5.1422 	23.1924 	25.7111 	24
32.8712 	27.731 	32.8712 	5.1101 	5.1402 	25.5508 	25.701 	24
32.939 	28.1871 	32.939 	4.6841 	4.7519 	23.4207 	23.7595 	23
33.4043 	28.4937 	33.4043 	4.4453 	4.9105 	22.2265 	24.5529 	24
33.5903 	28.5034 	33.5903 	4.9008 	5.0868 	24.5042 	25.4341 	25
33.6715 	28.6869 	33.6715 	4.9033 	4.9846 	24.5167 	24.9231 	24
33.8383 	28.847 	33.8383 	4.8245 	4.9912 	24.1226 	24.9563 	24
33.8966 	29.4555 	33.8966 	4.3827 	4.4411 	21.9139 	22.2058 	23
33.9979 	30.1625 	33.9979 	3.7341 	3.8353 	18.6708 	19.1768 	22
34.0241 	30.5755 	34.0241 	3.4223 	3.4486 	17.1119 	17.243 	21
34.0609 	30.654 	34.0609 	3.37 	3.4068 	16.8503 	17.0344 	20
34.1007 	30.6846 	34.1007 	3.3763 	3.4161 	16.8816 	17.0808 	19
34.2602 	30.8343 	34.2602 	3.2664 	3.4258 	16.3322 	17.1293 	19
34.3588 	30.9534 	34.3588 	3.3067 	3.4053 	16.5336 	17.0267 	18
34.4581 	30.9827 	34.4581 	3.376 	3.4753 	16.8802 	17.3769 	18
34.6415 	31.0657 	34.6415 	3.3924 	3.5757 	16.962 	17.8788 	17
34.7855 	31.0736 	34.7855 	3.5679 	3.7119 	17.8395 	18.5598 	16
34.7921 	31.1354 	34.7921 	3.65 	3.6566 	18.2504 	18.2831 	15
34.9816 	31.332 	34.9816 	3.46 	3.6496 	17.3004 	18.248 	15
35.0408 	31.919 	35.0408 	3.0626 	3.1218 	15.313 	15.6094 	14
35.0552 	32.1431 	35.0552 	2.8977 	2.9121 	14.4888 	14.5606 	13
35.09 	32.2882 	35.09 	2.7669 	2.8018 	13.8348 	14.009 	12
35.3269 	32.5525 	35.3269 	2.5375 	2.7743 	12.6875 	13.8716 	11
35.8231 	32.687 	35.8231 	2.6398 	3.136 	13.1991 	15.6801 	11
35.8977 	32.8503 	35.8977 	2.9727 	3.0473 	14.8637 	15.2369 	10
36.0685 	33.0227 	36.0685 	2.8749 	3.0457 	14.3747 	15.2289 	9
36.236 	33.2712 	36.236 	2.7972 	2.9647 	13.9864 	14.8238 	8
36.3178 	33.5399 	36.3178 	2.6961 	2.7779 	13.4807 	13.8899 	7
36.3274 	33.5759 	36.3274 	2.7419 	2.7515 	13.7097 	13.7576 	6
36.4382 	33.6908 	36.4382 	2.6366 	2.7473 	13.1832 	13.7369 	5
36.5252 	34.2141 	36.5252 	2.224 	2.3111 	11.1203 	11.5555 	5
36.9385 	34.4268 	36.9385 	2.0984 	2.5117 	10.4921 	12.5588 	5
37.1018 	34.958 	37.1018 	1.9804 	2.1437 	9.9024 	10.7189 	4
37.1237 	35.5151 	37.1237 	1.5866 	1.6085 	7.9333 	8.0428 	3
37.2352 	36.4747 	37.2352 	0.649 	0.7605 	3.245 	3.8025 	4
37.4579 	36.6609 	37.4579 	0.5743 	0.797 	2.8717 	3.9852 	3
37.5323 	37.1719 	37.5323 	0.286 	0.3604 	1.4301 	1.8022 	2
37.5578 	37.2338 	37.5578 	0.2984 	0.324 	1.4923 	1.62 	1
38.0383 	37.9708 	38.0383 	0.0 	0.0675 	0.0 	0.3378 	2
38.1386 	37.9857 	38.1386 	0.0525 	0.1528 	0.2629 	0.7644 	3
38.3715 	38.0462 	38.3715 	0.0924 	0.3253 	0.4622 	1.6268 	5
38.6978 	38.0594 	38.6978 	0.3121 	0.6384 	1.5607 	3.1921 	5
39.0629 	38.1493 	39.0629 	0.5484 	0.9136 	2.7423 	4.568 	7
39.0701 	38.2308 	39.0701 	0.8321 	0.8392 	4.1605 	4.1964 	6
39.2153 	38.3109 	39.2153 	0.7592 	0.9044 	3.7961 	4.5221 	5
39.4855 	38.6901 	39.4855 	0.5251 	0.7953 	2.6258 	3.9767 	5
39.712 	38.8609 	39.712 	0.6246 	0.851 	3.123 	4.2553 	6
39.7159 	38.8951 	39.7159 	0.8168 	0.8207 	4.084 	4.1037 	5
39.9054 	38.9445 	39.9054 	0.7714 	0.9609 	3.8572 	4.8048 	4
40.0072 	39.2895 	40.0072 	0.6159 	0.7177 	3.0797 	3.5887 	3
40.1492 	39.6537 	40.1492 	0.3535 	0.4955 	1.7678 	2.4775 	2
40.153 	39.6643 	40.153 	0.4848 	0.4886 	2.4243 	2.4432 	1
40.468 	40.2999 	40.468 	0.0 	0.1681 	0.0 	0.8406 	1
40.5356 	40.5163 	40.5356 	0.0 	0.0192 	0.0 	0.0962 	1
40.7874 	40.7518 	40.7874 	0.0 	0.0356 	0.0 	0.178 	1
40.9787 	40.8697 	40.9787 	0.0 	0.1089 	0.0 	0.5445 	1
41.7192 	41.4769 	41.7192 	0.0 	0.2423 	0.0 	1.2117 	1
41.9038 	41.7905 	41.9038 	0.0 	0.1132 	0.0 	0.5662 	3
41.9302 	41.8115 	41.9302 	0.0922 	0.1186 	0.4611 	0.5931 	2
41.9525 	41.8482 	41.9525 	0.0819 	0.1042 	0.4095 	0.5214 	1
42.2162 	42.1416 	42.2162 	0.0 	0.0746 	0.0 	0.3732 	1
42.4868 	42.2558 	42.4868 	0.0 	0.231 	0.0 	1.155 	2
42.5503 	42.4685 	42.5503 	0.0183 	0.0818 	0.0918 	0.409 	1
42.6912 	42.62 	42.6912 	0.0 	0.0711 	0.0 	0.3558 	1
43.0358 	42.7755 	43.0358 	0.0 	0.2602 	0.0 	1.301 	2
43.1761 	42.8247 	43.1761 	0.211 	0.3513 	1.0551 	1.7566 	4
43.3862 	43.0737 	43.3862 	0.1023 	0.3125 	0.5118 	1.5625 	5
43.5483 	43.0816 	43.5483 	0.3045 	0.4666 	1.5228 	2.3331 	5
43.6321 	43.1548 	43.6321 	0.3934 	0.4772 	1.9671 	2.3862 	4
43.9643 	43.2349 	43.9643 	0.3972 	0.7294 	1.9861 	3.6471 	4
44.0171 	43.2713 	44.0171 	0.693 	0.7458 	3.465 	3.729 	3
44.1392 	43.4014 	44.1392 	0.6156 	0.7377 	3.0783 	3.6888 	2
44.2156 	43.8495 	44.2156 	0.2896 	0.366 	1.4482 	1.8302 	1
44.4408 	44.3725 	44.4408 	0.0 	0.0683 	0.0 	0.3415 	1
44.5243 	44.4518 	44.5243 	0.0 	0.0725 	0.0 	0.3625 	1
44.8993 	44.5996 	44.8993 	0.0 	0.2996 	0.0 	1.4984 	1
44.9736 	44.9679 	44.9736 	0.0 	0.0057 	0.0 	0.0285 	1
45.4354 	45.3788 	45.4354 	0.0 	0.0566 	0.0 	0.2832 	1
45.6877 	45.5856 	45.6877 	0.0 	0.102 	0.0 	0.5103 	1
46.0098 	45.7004 	46.0098 	0.0 	0.3094 	0.0 	1.5471 	2
46.0123 	45.8385 	46.0123 	0.1713 	0.1737 	0.8565 	0.8687 	1
46.3925 	46.1234 	46.3925 	0.0 	0.269 	0.0 	1.3454 	2
46.4669 	46.1498 	46.4669 	0.2427 	0.3171 	1.2135 	1.5857 	3
46.6454 	46.4184 	46.6454 	0.0485 	0.2269 	0.2427 	1.1349 	3
46.7114 	46.4203 	46.7114 	0.225 	0.291 	1.1254 	1.4553 	2
46.9407 	46.5699 	46.9407 	0.1414 	0.3708 	0.7073 	1.8541 	7
47.0666 	46.7222 	47.0666 	0.2185 	0.3443 	1.0925 	1.7217 	7
47.1814 	46.7864 	47.1814 	0.2801 	0.3949 	1.4005 	1.9747 	7
47.2782 	46.8482 	47.2782 	0.3331 	0.4299 	1.6657 	2.1498 	6
47.5319 	46.8634 	47.5319 	0.4148 	0.6684 	2.074 	3.3422 	7
47.6083 	46.8786 	47.6083 	0.6532 	0.7296 	3.2663 	3.6484 	6
47.8142 	46.9369 	47.8142 	0.6713 	0.8772 	3.3569 	4.3862 	5
48.1989 	47.0125 	48.1989 	0.8016 	1.1864 	4.0084 	5.9321 	4
48.272 	47.1104 	48.272 	1.0885 	1.1616 	5.4426 	5.8081 	3
48.2966 	47.2949 	48.2966 	0.9771 	1.0017 	4.8856 	5.0087 	2
48.439 	47.408 	48.439 	0.8886 	1.031 	4.443 	5.1552 	3
48.4483 	48.3116 	48.4483 	0.1274 	0.1367 	0.6373 	0.6838 	2
48.4578 	48.4238 	48.4578 	0.0245 	0.034 	0.1228 	0.1702 	1
48.6434 	48.5023 	48.6434 	0.0 	0.141 	0.0 	0.7054 	1
48.7543 	48.6929 	48.7543 	0.0 	0.0613 	0.0 	0.3066 	1
49.1048 	48.8443 	49.1048 	0.0 	0.2604 	0.0 	1.3024 	2
49.1549 	49.0657 	49.1549 	0.0391 	0.0892 	0.1957 	0.4461 	1
49.2752 	49.2404 	49.2752 	0.0 	0.0348 	0.0 	0.1741 	1
49.4184 	49.3658 	49.4184 	0.0 	0.0525 	0.0 	0.2628 	1
49.956 	49.7515 	49.956 	0.0 	0.2044 	0.0 	1.0224 	1
50.2607 	50.133 	50.2607 	0.0 	0.1277 	0.0 	0.6385 	1
50.4705 	50.4078 	50.4705 	0.0 	0.0626 	0.0 	0.3134 	2
50.9312 	50.4294 	50.9312 	0.041 	0.5017 	0.2054 	2.5089 	5
51.0049 	50.5143 	51.0049 	0.4168 	0.4905 	2.0843 	2.4529 	5
51.2008 	50.7306 	51.2008 	0.2742 	0.4701 	1.3714 	2.3508 	6
51.4 	50.7798 	51.4 	0.4209 	0.6201 	2.1048 	3.1008 	7
51.7383 	50.8091 	51.7383 	0.5908 	0.9291 	2.9543 	4.6459 	9
51.8792 	50.9654 	51.8792 	0.7728 	0.9137 	3.8644 	4.5685 	9
51.9839 	51.0749 	51.9839 	0.8042 	0.909 	4.0212 	4.545 	9
52.0761 	51.0981 	52.0761 	0.8857 	0.9779 	4.4289 	4.8897 	8
52.0987 	51.3377 	52.0987 	0.7383 	0.7609 	3.6917 	3.8047 	7
52.1651 	51.3753 	52.1651 	0.7234 	0.7897 	3.6171 	3.9489 	6
52.1904 	51.474 	52.1904 	0.691 	0.7164 	3.4552 	3.5822 	5
52.4383 	51.5457 	52.4383 	0.6447 	0.8926 	3.2238 	4.4632 	4
52.7549 	51.5889 	52.7549 	0.8494 	1.166 	4.2471 	5.83 	4
52.7627 	51.812 	52.7627 	0.9428 	0.9506 	4.7143 	4.7533 	3
52.7749 	51.8911 	52.7749 	0.8716 	0.8837 	4.3581 	4.4189 	2
52.9784 	52.6996 	52.9784 	0.0752 	0.2787 	0.3762 	1.3937 	5
53.0839 	52.8603 	53.0839 	0.118 	0.2235 	0.5903 	1.1178 	4
53.232 	52.898 	53.232 	0.1858 	0.3339 	0.9293 	1.6698 	5
53.2466 	52.9279 	53.2466 	0.304 	0.3187 	1.5202 	1.5937 	4
53.2597 	52.9516 	53.2597 	0.295 	0.3081 	1.4754 	1.5409 	3
53.27 	53.1269 	53.27 	0.1328 	0.1431 	0.664 	0.7155 	2
53.3896 	53.1834 	53.3896 	0.0866 	0.2061 	0.4334 	1.0309 	1
53.5973 	53.5673 	53.5973 	0.0 	0.03 	0.0 	0.1503 	1
53.6832 	53.6271 	53.6832 	0.0 	0.0561 	0.0 	0.2808 	1
54.2845 	54.0624 	54.2845 	0.0 	0.222 	0.0 	1.1102 	3
54.2953 	54.1756 	54.2953 	0.1088 	0.1196 	0.5441 	0.5984 	2
54.3184 	54.1819 	54.3184 	0.1134 	0.1365 	0.5671 	0.6827 	1
54.8708 	54.5599 	54.8708 	0.0 	0.3109 	0.0 	1.5545 	3
54.9438 	54.7729 	54.9438 	0.0979 	0.1708 	0.4897 	0.8544 	2
55.0316 	54.8603 	55.0316 	0.0834 	0.1713 	0.4173 	0.8565 	1
55.0823 	55.044 	55.0823 	0.0 	0.0383 	0.0 	0.1915 	1
55.1982 	55.1609 	55.1982 	0.0 	0.0372 	0.0 	0.1864 	2
55.3933 	55.1931 	55.3933 	0.0051 	0.2002 	0.0255 	1.001 	1
55.5577 	55.4458 	55.5577 	0.0 	0.1118 	0.0 	0.5593 	1
56.5304 	55.6502 	56.5304 	0.0 	0.8801 	0.0 	4.4009 	8
56.9787 	55.7077 	56.9787 	0.8227 	1.271 	4.1137 	6.3553 	10
57.5287 	55.7282 	57.5287 	1.2505 	1.8005 	6.2526 	9.0027 	10
57.5357 	55.9446 	57.5357 	1.5841 	1.5911 	7.9205 	7.9555 	9
57.5858 	55.9991 	57.5858 	1.5366 	1.5867 	7.6834 	7.9338 	8
58.1042 	56.0685 	58.1042 	1.5173 	2.0356 	7.5865 	10.1781 	8
58.1608 	56.2214 	58.1608 	1.8827 	1.9393 	9.4135 	9.6968 	7
58.4727 	56.2268 	58.4727 	1.9339 	2.2458 	9.6697 	11.2293 	6
58.5358 	56.5339 	58.5358 	1.9388 	2.0019 	9.6941 	10.0097 	5
58.5458 	56.6112 	58.5458 	1.9246 	1.9346 	9.623 	9.6731 	4
58.6996 	56.9538 	58.6996 	1.592 	1.7458 	7.9601 	8.729 	4
58.7226 	57.4258 	58.7226 	1.2737 	1.2967 	6.3688 	6.4836 	3
58.7852 	57.6468 	58.7852 	1.0757 	1.1384 	5.3789 	5.6923 	2
58.8573 	58.5624 	58.8573 	0.2228 	0.2948 	1.1142 	1.4744 	1
59.3306 	59.0969 	59.3306 	0.0 	0.2337 	0.0 	1.1686 	3
59.4336 	59.1626 	59.4336 	0.168 	0.2709 	0.8402 	1.3549 	2
59.4663 	59.2343 	59.4663 	0.1992 	0.232 	0.9963 	1.16 	2
59.5279 	59.4462 	59.5279 	0.0201 	0.0817 	0.1008 	0.4086 	1
59.6746 	59.5845 	59.6746 	0.0 	0.09 	0.0 	0.4504 	2
59.9946 	59.6303 	59.9946 	0.0442 	0.3642 	0.2214 	1.8212 	4
60.1837 	59.8833 	60.1837 	0.1113 	0.3004 	0.5565 	1.5021 	4
60.2879 	59.892 	60.2879 	0.2916 	0.3958 	1.4583 	1.9794 	3
60.436 	59.908 	60.436 	0.3799 	0.528 	1.8997 	2.6402 	3
60.6144 	60.1142 	60.6144 	0.3218 	0.5001 	1.6091 	2.5009 	2
60.6326 	60.3403 	60.6326 	0.274 	0.2923 	1.3702 	1.4615 	1
61.9276 	61.8584 	61.9276 	0.0 	0.0691 	0.0 	0.3458 	1
62.2831 	62.2027 	62.2831 	0.0 	0.0803 	0.0 	0.4019 	1
62.732 	62.4681 	62.732 	0.0 	0.2638 	0.0 	1.3193 	1
63.1657 	62.7385 	63.1657 	0.0 	0.4272 	0.0 	2.136 	4
63.2826 	62.8011 	63.2826 	0.3645 	0.4814 	1.8229 	2.4074 	6
63.6842 	62.8607 	63.6842 	0.4218 	0.8235 	2.1094 	4.1176 	6
