Lambda: 100.0	Ts: 0.0085	Simulation Time: 100.0
IAT   	Ts     	Arr   	Dep   	Tq     	Tw     	q 	w 	n 
0.0199	3.0E-4	3.0161	3.0276	0.0115	0.0111	1	1	1
0.0034	0.0016	3.0361	3.0377	0.0016	0.0	0	0	1
0.012	0.0091	3.0395	3.0487	0.0091	0.0	0	0	4
0.012	9.0E-4	3.04	3.0496	0.0096	0.0086	0	0	3
0.012	0.0086	3.0403	3.0582	0.0179	0.0093	1	0	2
0.0033	0.0024	3.0468	3.0607	0.0139	0.0114	1	1	2
0.0102	0.0084	3.0588	3.0691	0.0103	0.0018	1	0	2
0.015	0.0109	3.0622	3.0801	0.0179	0.0069	1	0	4
0.015	0.0018	3.0725	3.0819	0.0094	0.0076	0	0	3
0.0071	0.0114	3.0742	3.0934	0.0191	0.0077	1	0	5
0.0071	0.0028	3.0756	3.0962	0.0205	0.0177	2	1	4
0.0060	0.0090	3.0907	3.1052	0.0145	0.0055	1	0	5
0.0060	7.0E-4	3.0915	3.106	0.0145	0.0137	1	1	4
0.0137	0.0151	3.0933	3.1212	0.0278	0.0127	2	1	5
0.0221	0.0207	3.1004	3.142	0.0415	0.0207	4	2	5
0.0221	0.0018	3.1007	3.1438	0.0431	0.0412	4	4	4
0.0221	0.0022	3.1067	3.1461	0.0393	0.0371	3	3	3
0.0221	0.0060	3.1174	3.1521	0.0346	0.0286	3	2	2
0.024	0.0044	3.1311	3.1565	0.0254	0.0209	2	2	2
0.024	0.0115	3.1532	3.1681	0.0148	0.0032	1	0	1
0.0304	0.0152	3.1773	3.1925	0.0152	0.0	1	0	2
0.0304	0.0225	3.1857	3.2151	0.0294	0.0068	2	0	1
0.0158	0.0074	3.2161	3.2236	0.0074	0.0	0	0	4
0.0158	0.0082	3.2184	3.2319	0.0134	0.0051	1	0	3
0.0158	0.0018	3.2193	3.2337	0.0144	0.0125	1	1	2
0.0059	0.0054	3.2218	3.2392	0.0173	0.0119	1	1	2
0.0144	0.0105	3.2376	3.2497	0.012	0.0015	1	0	3
0.0144	0.0083	3.2435	3.2581	0.0145	0.0061	1	0	2
0.0144	0.0016	3.2496	3.2598	0.0101	0.0084	1	0	1
0.0187	0.0073	3.2641	3.2714	0.0073	0.0	0	0	1
0.0016	0.0014	3.2828	3.2843	0.0014	0.0	0	0	1
0.0145	0.0389	3.2845	3.3234	0.0389	0.0	3	0	7
0.0075	0.0239	3.292	3.3474	0.0553	0.0313	5	3	14
0.0075	0.0058	3.3005	3.3532	0.0526	0.0468	5	4	13
0.0020	0.0042	3.3057	3.3574	0.0517	0.0474	5	4	14
0.0468	0.037	3.3126	3.3945	0.0819	0.0448	8	4	17
0.0468	0.0041	3.3149	3.3986	0.0836	0.0795	8	7	16
0.0468	0.0016	3.3157	3.4003	0.0845	0.0829	8	8	15
0.0468	9.0E-4	3.3302	3.4012	0.071	0.07	7	7	14
0.0468	0.0037	3.3323	3.405	0.0727	0.0689	7	6	13
0.0468	0.0026	3.3345	3.4076	0.0731	0.0705	7	7	12
0.0468	0.0056	3.3355	3.4133	0.0777	0.0721	7	7	11
0.0092	0.0048	3.3383	3.4181	0.0798	0.0749	7	7	11
0.0050	0.0116	3.3417	3.4298	0.0881	0.0764	8	7	13
0.0050	0.0	3.3437	3.4298	0.0861	0.086	8	8	12
0.0050	0.0022	3.3465	3.4321	0.0856	0.0833	8	8	11
0.0032	0.0026	3.3541	3.4347	0.0806	0.078	8	7	11
0.0313	0.015	3.3556	3.4498	0.0941	0.0791	9	7	12
0.0313	0.0029	3.3577	3.4528	0.095	0.0921	9	9	11
0.0313	0.0048	3.3652	3.4576	0.0923	0.0875	9	8	10
