Time 	Number in Queue
207.9999		1
208.0999		2
208.1999		0
208.2999		0
208.3999		0
208.4999		0
208.5999		0
208.6999		1
208.7999		2
208.8999		2
208.9999		2
209.0999		0
209.1999		0
209.2999		1
209.3999		2
209.4999		2
209.5999		1
209.6999		1
209.7999		1
209.8999		1
209.9999		1
210.0999		0
210.1999		1
210.2999		1
210.3999		0
210.4999		0
210.5999		0
210.6999		0
210.7999		0
210.8999		0
210.9999		0
211.0999		0
211.1999		1
211.2999		0
211.3999		0
211.4999		1
211.5999		1
211.6999		0
211.7999		1
211.8999		2
211.9999		3
212.0999		1
212.1999		1
212.2999		1
212.3999		2
212.4999		1
212.5999		1
212.6999		2
212.7999		2
212.8999		1
212.9999		0
213.0999		0
213.1999		0
213.2999		0
213.3999		0
213.4999		0
213.5999		0
213.6999		0
213.7999		0
213.8999		0
213.9999		0
214.0999		0
214.1999		1
214.2999		3
214.3999		4
214.4999		4
214.5999		3
214.6999		4
214.7999		8
214.8999		8
214.9999		7
215.0999		8
215.1999		8
215.2999		7
215.3999		6
215.4999		5
215.5999		4
215.6999		3
215.7999		2
215.8999		1
215.9999		0
216.0999		0
216.1999		1
216.2999		1
216.3999		3
216.4999		1
216.5999		1
216.6999		0
216.7999		0
216.8999		2
216.9999		4
217.0999		4
217.1999		4
217.2999		3
217.3999		2
217.4999		2
217.5999		3
217.6999		4
217.7999		5
217.8999		6
217.9999		4
218.0999		1
218.1999		1
218.2999		0
218.3999		0
218.4999		1
218.5999		1
218.6999		0
218.7999		1
218.8999		0
218.9999		0
219.0999		0
219.1999		1
219.2999		0
219.3999		0
219.4999		0
219.5999		0
219.6999		2
219.7999		4
219.8999		2
219.9999		1
220.0999		0
220.1999		0
220.2999		0
220.3999		0
220.4999		2
220.5999		1
220.6999		1
220.7999		0
220.8999		1
220.9999		1
221.0999		0
221.1999		2
221.2999		1
221.3999		2
221.4999		1
221.5999		2
221.6999		3
221.7999		3
221.8999		3
221.9999		2
222.0999		1
222.1999		1
222.2999		1
222.3999		1
222.4999		1
222.5999		0
222.6999		0
222.7999		1
222.8999		2
222.9999		0
223.0999		0
223.1999		1
223.2999		1
223.3999		0
223.4999		1
223.5999		0
223.6999		1
223.7999		2
223.8999		3
223.9999		3
224.0999		3
224.1999		1
224.2999		0
224.3999		1
224.4999		0
224.5999		0
224.6999		0
224.7999		0
224.8999		0
224.9999		0
225.0999		0
225.1999		1
225.2999		1
225.3999		1
225.4999		1
225.5999		1
225.6999		0
225.7999		1
225.8999		1
225.9999		2
226.0999		3
226.1999		2
226.2999		2
226.3999		3
226.4999		2
226.5999		1
226.6999		0
226.7999		1
226.8999		0
226.9999		0
227.0999		0
227.1999		1
227.2999		2
227.3999		3
227.4999		2
227.5999		3
227.6999		3
227.7999		4
227.8999		5
227.9999		5
228.0999		3
228.1999		3
228.2999		4
228.3999		2
228.4999		2
228.5999		2
228.6999		2
228.7999		4
228.8999		3
228.9999		5
229.0999		3
229.1999		5
229.2999		4
229.3999		4
229.4999		4
229.5999		4
229.6999		4
229.7999		3
229.8999		4
229.9999		3
230.0999		4
230.1999		4
230.2999		3
230.3999		4
230.4999		4
230.5999		4
230.6999		4
230.7999		2
230.8999		2
230.9999		1
231.0999		1
231.1999		1
231.2999		0
231.3999		0
231.4999		1
231.5999		0
231.6999		1
231.7999		1
231.8999		1
231.9999		3
232.0999		3
232.1999		4
232.2999		3
232.3999		3
232.4999		3
232.5999		3
232.6999		4
232.7999		5
232.8999		6
232.9999		4
233.0999		5
233.1999		6
233.2999		6
233.3999		6
233.4999		7
233.5999		8
233.6999		8
233.7999		8
233.8999		10
233.9999		10
234.0999		12
234.1999		10
234.2999		10
234.3999		10
234.4999		9
234.5999		7
234.6999		5
234.7999		5
234.8999		5
234.9999		5
235.0999		5
235.1999		5
235.2999		5
235.3999		4
235.4999		3
235.5999		7
235.6999		6
235.7999		6
235.8999		6
235.9999		6
236.0999		6
236.1999		4
236.2999		4
236.3999		6
236.4999		6
236.5999		5
236.6999		6
236.7999		5
236.8999		5
236.9999		6
237.0999		6
237.1999		6
237.2999		6
237.3999		6
237.4999		7
237.5999		7
237.6999		7
237.7999		8
237.8999		8
237.9999		8
238.0999		9
238.1999		9
238.2999		9
238.3999		9
238.4999		8
238.5999		8
238.6999		8
238.7999		7
238.8999		6
238.9999		6
239.0999		5
239.1999		6
239.2999		7
239.3999		7
239.4999		9
239.5999		8
239.6999		9
239.7999		8
239.8999		8
239.9999		8
240.0999		9
240.1999		8
240.2999		8
240.3999		7
240.4999		8
240.5999		9
240.6999		11
240.7999		11
240.8999		9
240.9999		10
241.0999		10
241.1999		10
241.2999		11
241.3999		11
241.4999		10
241.5999		10
241.6999		11
241.7999		11
241.8999		11
241.9999		11
242.0999		11
242.1999		12
242.2999		14
242.3999		13
242.4999		12
242.5999		11
242.6999		10
242.7999		8
242.8999		8
242.9999		7
243.0999		7
243.1999		7
243.2999		7
243.3999		7
243.4999		7
243.5999		7
243.6999		5
243.7999		3
243.8999		4
243.9999		2
244.0999		4
244.1999		4
244.2999		4
244.3999		3
244.4999		3
244.5999		2
244.6999		1
244.7999		1
244.8999		0
244.9999		1
245.0999		1
245.1999		1
245.2999		2
245.3999		1
245.4999		0
245.5999		0
245.6999		0
245.7999		0
245.8999		0
245.9999		0
246.0999		1
246.1999		0
246.2999		1
246.3999		0
246.4999		1
246.5999		1
246.6999		2
246.7999		2
246.8999		3
246.9999		3
247.0999		1
247.1999		0
247.2999		1
247.3999		2
247.4999		0
247.5999		0
247.6999		2
247.7999		2
247.8999		2
247.9999		2
248.0999		1
248.1999		1
248.2999		2
248.3999		1
248.4999		1
248.5999		1
248.6999		0
248.7999		0
248.8999		0
248.9999		0
249.0999		0
249.1999		1
249.2999		2
249.3999		1
249.4999		1
249.5999		1
249.6999		0
249.7999		0
249.8999		0
249.9999		0
250.0999		2
250.1999		2
250.2999		4
250.3999		6
250.4999		6
250.5999		6
250.6999		6
250.7999		7
250.8999		7
250.9999		9
251.0999		9
251.1999		8
251.2999		7
251.3999		8
251.4999		8
251.5999		6
251.6999		5
251.7999		5
251.8999		4
251.9999		4
252.0999		3
252.1999		3
252.2999		4
252.3999		4
252.4999		3
252.5999		4
252.6999		2
252.7999		4
252.8999		3
252.9999		3
253.0999		3
253.1999		3
253.2999		2
253.3999		3
253.4999		0
253.5999		1
253.6999		0
253.7999		0
253.8999		0
253.9999		0
254.0999		0
254.1999		1
254.2999		1
254.3999		0
254.4999		0
254.5999		0
254.6999		0
254.7999		0
254.8999		0
254.9999		1
255.0999		0
255.1999		0
255.2999		0
255.3999		0
255.4999		0
255.5999		0
255.6999		0
255.7999		0
255.8999		2
255.9999		2
256.0999		2
256.1999		3
256.2999		2
256.3999		2
256.4999		2
256.5999		1
256.6999		3
256.7999		3
256.8999		4
256.9999		4
257.0999		7
257.1999		7
257.2999		8
257.3999		9
257.4999		11
257.5999		11
257.6999		12
257.7999		11
257.8999		11
257.9999		10
258.0999		11
258.1999		11
258.2999		12
258.3999		12
258.4999		12
258.5999		12
258.6999		12
258.7999		13
258.8999		13
258.9999		12
259.0999		13
259.1999		13
259.2999		14
259.3999		14
259.4999		14
259.5999		14
259.6999		14
259.7999		13
259.8999		14
259.9999		14
260.0999		13
260.1999		13
260.2999		11
260.3999		11
260.4999		11
260.5999		11
260.6999		11
260.7999		10
260.8999		10
260.9999		11
261.0999		11
261.1999		12
261.2999		9
261.3999		10
261.4999		10
261.5999		10
261.6999		11
261.7999		10
261.8999		10
261.9999		8
262.0999		5
262.1999		6
262.2999		5
262.3999		5
262.4999		6
262.5999		5
262.6999		5
262.7999		4
262.8999		3
262.9999		2
263.0999		2
263.1999		3
263.2999		1
263.3999		1
263.4999		0
263.5999		0
263.6999		0
263.7999		0
263.8999		0
263.9999		0
264.0999		1
264.1999		1
264.2999		1
264.3999		0
264.4999		0
264.5999		1
264.6999		1
264.7999		2
264.8999		1
264.9999		1
265.0999		1
265.1999		1
265.2999		0
265.3999		0
265.4999		0
265.5999		0
265.6999		0
265.7999		0
265.8999		0
265.9999		1
266.0999		1
266.1999		1
266.2999		1
266.3999		0
266.4999		1
266.5999		0
266.6999		0
266.7999		0
266.8999		1
266.9999		0
267.0999		1
267.1999		1
267.2999		1
267.3999		2
267.4999		3
267.5999		3
267.6999		3
267.7999		1
267.8999		1
267.9999		0
268.0999		1
268.1999		0
268.2999		0
268.3999		1
268.4999		2
268.5999		6
268.6999		5
268.7999		5
268.8999		5
268.9999		4
269.0999		8
269.1999		9
269.2999		8
269.3999		8
269.4999		8
269.5999		6
269.6999		6
269.7999		7
269.8999		7
269.9999		7
270.0999		7
270.1999		7
270.2999		5
270.3999		5
270.4999		6
270.5999		6
270.6999		4
270.7999		4
270.8999		2
270.9999		0
271.0999		0
271.1999		0
271.2999		0
271.3999		0
271.4999		0
271.5999		0
271.6999		0
271.7999		0
271.8999		0
271.9999		1
272.0999		0
272.1999		0
272.2999		0
272.3999		2
272.4999		3
272.5999		3
272.6999		3
272.7999		3
272.8999		3
272.9999		3
273.0999		2
273.1999		1
273.2999		1
273.3999		1
273.4999		1
273.5999		1
273.6999		1
273.7999		1
273.8999		0
273.9999		1
274.0999		0
274.1999		1
274.2999		2
274.3999		0
274.4999		2
274.5999		2
274.6999		1
274.7999		0
274.8999		0
274.9999		1
275.0999		1
275.1999		2
275.2999		2
275.3999		2
275.4999		1
275.5999		0
275.6999		0
275.7999		0
275.8999		0
275.9999		0
276.0999		0
276.1999		0
276.2999		0
276.3999		1
276.4999		1
276.5999		2
276.6999		1
276.7999		1
276.8999		1
276.9999		2
277.0999		3
277.1999		2
277.2999		2
277.3999		0
277.4999		0
277.5999		1
277.6999		2
277.7999		2
277.8999		2
277.9999		2
278.0999		2
278.1999		3
278.2999		3
278.3999		3
278.4999		2
278.5999		0
278.6999		0
278.7999		0
278.8999		0
278.9999		0
279.0999		2
279.1999		2
279.2999		1
279.3999		2
279.4999		2
279.5999		2
279.6999		2
279.7999		0
279.8999		0
279.9999		0
280.0999		0
280.1999		0
280.2999		1
280.3999		1
280.4999		2
280.5999		2
280.6999		3
280.7999		3
280.8999		3
280.9999		2
281.0999		3
281.1999		4
281.2999		3
281.3999		5
281.4999		5
281.5999		6
281.6999		6
281.7999		6
281.8999		7
281.9999		6
282.0999		7
282.1999		7
282.2999		6
282.3999		7
282.4999		8
282.5999		6
282.6999		5
282.7999		3
282.8999		1
282.9999		0
283.0999		1
283.1999		0
283.2999		0
283.3999		0
283.4999		0
283.5999		1
283.6999		1
283.7999		1
283.8999		2
283.9999		2
284.0999		1
284.1999		0
284.2999		0
284.3999		1
284.4999		0
284.5999		0
284.6999		0
284.7999		0
284.8999		2
284.9999		1
285.0999		2
285.1999		2
285.2999		0
285.3999		0
285.4999		0
285.5999		0
285.6999		1
285.7999		1
285.8999		0
285.9999		1
286.0999		0
286.1999		1
286.2999		1
286.3999		0
286.4999		0
286.5999		0
286.6999		0
286.7999		1
286.8999		0
286.9999		1
287.0999		0
287.1999		0
287.2999		0
287.3999		0
287.4999		1
287.5999		2
287.6999		4
287.7999		5
287.8999		5
287.9999		3
288.0999		2
288.1999		3
288.2999		0
288.3999		0
288.4999		0
288.5999		1
288.6999		1
288.7999		1
288.8999		1
288.9999		0
289.0999		0
289.1999		0
289.2999		0
289.3999		0
289.4999		1
289.5999		1
289.6999		0
289.7999		1
289.8999		1
289.9999		1
290.0999		1
290.1999		0
290.2999		1
290.3999		0
290.4999		1
290.5999		1
290.6999		1
290.7999		1
290.8999		1
290.9999		0
291.0999		0
291.1999		1
291.2999		2
291.3999		3
291.4999		3
291.5999		3
291.6999		2
291.7999		1
291.8999		1
291.9999		1
292.0999		1
292.1999		0
292.2999		0
292.3999		0
292.4999		1
292.5999		1
292.6999		0
292.7999		0
292.8999		1
292.9999		1
293.0999		1
293.1999		2
293.2999		3
293.3999		4
293.4999		4
293.5999		3
293.6999		1
293.7999		0
293.8999		0
293.9999		0
294.0999		0
294.1999		1
294.2999		0
294.3999		0
294.4999		0
294.5999		1
294.6999		0
294.7999		0
294.8999		1
294.9999		2
295.0999		1
295.1999		0
295.2999		0
295.3999		0
295.4999		0
295.5999		0
295.6999		0
295.7999		0
295.8999		0
295.9999		2
296.0999		1
296.1999		0
296.2999		0
296.3999		1
296.4999		0
296.5999		0
296.6999		0
296.7999		0
296.8999		0
296.9999		0
297.0999		0
297.1999		0
297.2999		1
297.3999		1
297.4999		3
297.5999		4
297.6999		4
297.7999		3
297.8999		2
297.9999		3
298.0999		3
298.1999		2
298.2999		0
298.3999		0
298.4999		0
298.5999		0
298.6999		1
298.7999		0
298.8999		1
298.9999		0
299.0999		1
299.1999		1
299.2999		1
299.3999		0
299.4999		1
299.5999		0
299.6999		0
299.7999		3
299.8999		3
299.9999		4
300.0999		4
300.1999		3
300.2999		2
300.3999		2
300.4999		1
300.5999		1
300.6999		1
300.7999		0
300.8999		0
300.9999		1
301.0999		0
301.2		1
301.3		1
301.4		2
301.5		1
301.6		2
301.7		0
301.8		1
301.9		2
302.0		0
302.1		2
302.2		2
302.3		1
302.4		2
302.5		1
302.6		2
302.7		3
302.8		2
302.9		2
303.0		2
303.1		1
303.2		2
303.3		2
303.4		1
303.5		2
303.6		3
303.7		2
303.8		4
303.9		3
304.0		3
304.1		3
304.2		4
304.3		1
304.4		1
304.5		1
304.6		1
304.7		1
304.8		1
304.9		0
305.0		1
305.1		3
305.2		2
305.3		2
305.4		0
305.5		1
305.6		0
305.7		0
305.8		0
305.9		0
306.0		0
306.1		3
306.2		2
306.3		3
306.4		4
306.5		3
306.6		2
306.7		3
306.8		3
306.9		3
307.0		1
307.1		1
307.2		1
307.3		0
307.4		0
307.5		0
307.6		1
307.7		2
307.8		3
307.9		0
308.0		1
308.1		2
308.2		2
308.3		1
308.4		1
308.5		1
308.6		1
308.7		2
308.8		3
308.9		3
309.0		4
309.1		3
309.2		3
309.3		6
309.4		6
309.5		6
309.6		4
309.7		6
309.8		6
309.9		6
310.0		8
310.1		9
310.2		9
310.3		8
310.4		8
310.5		8
310.6		7
310.7		7
310.8		6
310.9		8
311.0		8
311.1		8
311.2		8
311.3		8
311.4		9
311.5		8
311.6		9
311.7		7
311.8		7
311.9		6
312.0		6
312.1		5
312.2		6
312.3		5
312.4		4
312.5		5
312.6		4
312.7		3
312.8		3
312.9		3
313.0		1
313.1		1
313.2		1
313.3		2
313.4		2
313.5		1
313.6		0
313.7		1
313.8		0
313.9		0
314.0		0
314.1		1
314.2		0
314.3		0
314.4		0
314.5		0
314.6		0
314.7		1
314.8		0
314.9		0
315.0		1
315.1		1
315.2		0
315.3		0
315.4		1
315.5		0
315.6		1
315.7		1
315.8		1
315.9		0
316.0		2
316.1		1
316.2		0
316.3		0
316.4		1
316.5		1
316.6		1
316.7		2
316.8		0
316.9		0
317.0		0
317.1		0
317.2		1
317.3		1
317.4		0
317.5		1
317.6		1
317.7		2
317.8		2
317.9		3
318.0		3
318.1		2
318.2		4
318.3		3
318.4		3
318.5		2
318.6		3
318.7		3
318.8		3
318.9		2
319.0		1
319.1		1
319.2		2
319.3		2
319.4		2
319.5		4
319.6		4
319.7		4
319.8		3
319.9		4
320.0		2
320.1		2
320.2		1
320.3		0
320.4		0
320.5		0
320.6		2
320.7		3
320.8		4
320.9		3
321.0		4
321.1		4
321.2		4
321.3		4
321.4		4
321.5		6
321.6		6
321.7		5
321.8		4
321.9		1
322.0		0
322.1		0
322.2		0
322.3		0
322.4		1
322.5		1
322.6		2
322.7		0
322.8		1
322.9		1
323.0		1
323.1		0
323.2		1
323.3		1
323.4		1
323.5		0
323.6		0
323.7		0
323.8		2
323.9		3
324.0		3
324.1		2
324.2		2
324.3		3
324.4		4
324.5		3
324.6		4
324.7		7
324.8		6
324.9		6
325.0		6
325.1		2
325.2		1
325.3		0
325.4		0
325.5		0
325.6		1
325.7		2
325.8		1
325.9		0
326.0		1
326.1		2
326.2		3
326.3		0
326.4		0
326.5		0
326.6		0
326.7		0
326.8		0
326.9		1
327.0		0
327.1		2
327.2		2
327.3		2
327.4		2
327.5		3
327.6		2
327.7		2
327.8		0
327.9		0
328.0		0
328.1		0
328.2		0
328.3		0
328.4		0
328.5		0
328.6		0
328.7		0
328.8		1
328.9		0
329.0		2
329.1		1
329.2		1
329.3		1
329.4		0
329.5		1
329.6		1
329.7		0
329.8		0
329.9		1
330.0		0
330.1		0
330.2		1
330.3		0
330.4		1
330.5		0
330.6		1
330.7		2
330.8		2
330.9		3
331.0		4
331.1		4
331.2		3
331.3		3
331.4		2
331.5		2
331.6		3
331.7		0
331.8		0
331.9		0
332.0		0
332.1		0
332.2		0
332.3		0
332.4		1
332.5		3
332.6		1
332.7		1
332.8		2
332.9		2
333.0		3
333.1		3
333.2		3
333.3		2
333.4		1
333.5		4
333.6		3
333.7		4
333.8		3
333.9		2
334.0		1
334.1		3
334.2		2
334.3		1
334.4		1
334.5		1
334.6		2
334.7		2
334.8		1
334.9		1
335.0		2
335.1		2
335.2		2
335.3		3
335.4		3
335.5		2
335.6		1
335.7		0
335.8		0
335.9		0
336.0		0
336.1		2
336.2		3
336.3		4
336.4		4
336.5		5
336.6		6
336.7		5
336.8		5
336.9		4
337.0		4
337.1		4
337.2		4
337.3		5
337.4		4
337.5		3
337.6		2
337.7		1
337.8		2
337.9		2
338.0		2
338.1		1
338.2		3
338.3		3
338.4		3
338.5		3
338.6		3
338.7		4
338.8		5
338.9		5
339.0		4
339.1		4
339.2		4
339.3		4
339.4		4
339.5		4
339.6		5
339.7		1
339.8		1
339.9		0
340.0		0
340.1		0
340.2		0
340.3		0
340.4		0
340.5		2
340.6		2
340.7		2
340.8		2
340.9		2
341.0		2
341.1		3
341.2		2
341.3		5
341.4		4
341.5		3
341.6		3
341.7		4
341.8		1
341.9		0
342.0		1
342.1		0
342.2		0
342.3		0
342.4		0
342.5		2
342.6		3
342.7		3
342.8		5
342.9		4
343.0		4
343.1		3
343.2		1
343.3		1
343.4		1
343.5		1
343.6		0
343.7		0
343.8		1
343.9		1
344.0		1
344.1		1
344.2		1
344.3		1
344.4		0
344.5		0
344.6		1
344.7		1
344.8		1
344.9		1
345.0		1
345.1		0
345.2		1
345.3		0
345.4		0
345.5		0
345.6		0
345.7		1
345.8		2
345.9		1
346.0		0
346.1		0
346.2		0
346.3		0
346.4		0
346.5		0
346.6		0
346.7		0
346.8		0
346.9		1
347.0		1
347.1		0
347.2		0
347.3		0
347.4		1
347.5		0
347.6		2
347.7		1
347.8		1
347.9		1
348.0		1
348.1		2
348.2		2
348.3		2
348.4		3
348.5		4
348.6		4
348.7		3
348.8		3
348.9		3
349.0		3
349.1		3
349.2		1
349.3		0
349.4		2
349.5		2
349.6		2
349.7		2
349.8		3
349.9		5
350.0		6
350.1		5
350.2		6
350.3		5
350.4		6
350.5		6
350.6		6
350.7		7
350.8		7
350.9		5
351.0		5
351.1		5
351.2		4
351.3		5
351.4		5
351.5		5
351.6		5
351.7		6
351.8		6
351.9		6
352.0		6
352.1		5
352.2		7
352.3		7
352.4		7
352.5		7
352.6		6
352.7		7
352.8		6
352.9		5
353.0		5
353.1		6
353.2		5
353.3		5
353.4		6
353.5		8
353.6		7
353.7		8
353.8		7
353.9		7
354.0		6
354.1		7
354.2		5
354.3		5
354.4		5
354.5		5
354.6		4
354.7		6
354.8		6
354.9		5
355.0		4
355.1		4
355.2		4
355.3		4
355.4		4
355.5		6
355.6		7
355.7		7
355.8		7
355.9		9
356.0		8
356.1		9
356.2		9
356.3		9
356.4		10
356.5		10
356.6		10
356.7		11
356.8		12
356.9		12
357.0		12
357.1		12
357.2		12
357.3		13
357.4		12
357.5		12
357.6		11
357.7		10
357.8		10
357.9		11
358.0		13
358.1		13
358.2		13
358.3		11
358.4		9
358.5		8
358.6		7
358.7		8
358.8		10
358.9		10
359.0		11
359.1		10
359.2		9
359.3		9
359.4		7
359.5		7
359.6		7
359.7		8
359.8		7
359.9		7
360.0		8
360.1		7
360.2		7
360.3		7
360.4		7
360.5		7
360.6		6
360.7		6
360.8		5
360.9		5
361.0		5
361.1		7
361.2		8
361.3		8
361.4		8
361.5		7
361.6		9
361.7		10
361.8		10
361.9		10
362.0		10
362.1		9
362.2		9
362.3		8
362.4		8
362.5		6
362.6		6
362.7		5
362.8		5
362.9		4
363.0		3
363.1		3
363.2		4
363.3		4
363.4		4
363.5		4
363.6		5
363.7		5
363.8		6
363.9		5
364.0		4
364.1		4
364.2		4
364.3		4
364.4		2
364.5		2
364.6		2
364.7		1
364.8		0
364.9		0
365.0		0
365.1		0
365.2		0
365.3		0
365.4		2
365.5		3
365.6		3
365.7		3
365.8		3
365.9		4
366.0		3
366.1		4
366.2		4
366.3		3
366.4		2
366.5		2
366.6		0
366.7		0
366.8		0
366.9		0
367.0		0
367.1		0
367.2		0
367.3		0
367.4		0
367.5		1
367.6		2
367.7		1
367.8		1
367.9		1
368.0		1
368.1		1
368.2		0
368.3		1
368.4		1
368.5		1
368.6		1
368.7		3
368.8		3
368.9		2
369.0		4
369.1		4
369.2		4
369.3		4
369.4		3
369.5		2
369.6		3
369.7		2
369.8		2
369.9		3
370.0		3
370.1		4
370.2		4
370.3		4
370.4		5
370.5		5
370.6		4
370.7		5
370.8		2
370.9		1
371.0		1
371.1		1
371.2		1
371.3		2
371.4		1
371.5		2
371.6		3
371.7		1
371.8		3
371.9		3
372.0		3
372.1		2
372.2		1
372.3		1
372.4		0
372.5		2
372.6		0
372.7		1
372.8		2
372.9		0
373.0		0
373.1		0
373.2		0
373.3		0
373.4		2
373.5		3
373.6		4
373.7		3
373.8		2
373.9		2
374.0		5
374.1		5
374.2		5
374.3		5
374.4		3
374.5		4
374.6		2
374.7		3
374.8		2
374.9		1
375.0		0
375.1		0
375.2		1
375.3		1
375.4		2
375.5		1
375.6		2
375.7		1
375.8		1
375.9		0
376.0		1
376.1		0
376.2		0
376.3		0
376.4		0
376.5		0
376.6		0
376.7		0
376.8		0
376.9		0
377.0		1
377.1		2
377.2		2
377.3		2
377.4		2
377.5		1
377.6		0
377.7		0
377.8		1
377.9		2
378.0		1
378.1		2
378.2		2
378.3		1
378.4		1
378.5		1
378.6		2
378.7		3
378.8		4
378.9		2
379.0		2
379.1		2
379.2		0
379.3		0
379.4		0
379.5		0
379.6		1
379.7		2
379.8		2
379.9		4
380.0		3
380.1		3
380.2		2
380.3		2
380.4		2
380.5		3
380.6		2
380.7		2
380.8		1
380.9		0
381.0		0
381.1		1
381.2		1
381.3		2
381.4		2
381.5		0
381.6		0
381.7		1
381.8		1
381.9		0
382.0		0
382.1		0
382.2		0
382.3		0
382.4		0
382.5		1
382.6		1
382.7		1
382.8		1
382.9		1
383.0		1
383.1		1
383.2		1
383.3		0
383.4		0
383.5		0
383.6		1
383.7		2
383.8		0
383.9		1
384.0		1
384.1		0
384.2		1
384.3		0
384.4		0
384.5		0
384.6		0
384.7		0
384.8		1
384.9		0
385.0		0
385.1		0
385.2		0
385.3		1
385.4		2
385.5		2
385.6		2
385.7		4
385.8		3
385.9		3
386.0		5
386.1		4
386.2		4
386.3		2
386.4		1
386.5		1
386.6		2
386.7		3
386.8		4
386.9		5
387.0		4
387.1		2
387.2		3
387.3		4
387.4		4
387.5		4
387.6		7
387.7		6
387.8		6
387.9		5
388.0		4
388.1		5
388.2		6
388.3		5
388.4		6
388.5		7
388.6		7
388.7		7
388.8		7
388.9		7
389.0		5
389.1		4
389.2		3
389.3		2
389.4		3
389.5		2
389.6		1
389.7		1
389.8		0
389.9		0
390.0		0
390.1		0
390.2		0
390.3		1
390.4		0
390.5		1
390.6		0
390.7		0
390.8		0
390.9		0
391.0		1
391.1		0
391.2		0
391.3		0
391.4		0
391.5		1
391.6		1
391.7		2
391.8		1
391.9		0
392.0		0
392.1		0
392.2		1
392.3		0
392.4		1
392.5		1
392.6		2
392.7		0
392.8		1
392.9		1
393.0		1
393.1		0
393.2		2
393.3		2
393.4		2
393.5		2
393.6		3
393.7		3
393.8		3
393.9		4
394.0		4
394.1		4
394.2		4
394.3		2
394.4		1
394.5		0
394.6		0
394.7		0
394.8		0
394.9		1
395.0		0
395.1		1
395.2		1
395.3		1
395.4		2
395.5		2
395.6		2
395.7		3
395.8		2
395.9		2
396.0		0
396.1		0
396.2		0
396.3		0
396.4		0
396.5		0
396.6		1
396.7		0
396.8		0
396.9		0
397.0		2
397.1		2
397.2		1
397.3		3
397.4		4
397.5		5
397.6		5
397.7		4
397.8		3
397.9		2
398.0		2
398.1		1
398.2		0
398.3		0
398.4		2
398.5		3
398.6		3
398.7		3
398.8		3
398.9		2
399.0		1
399.1		0
399.2		1
399.3		1
399.4		1
399.5		1
399.6		1
399.7		0
399.8		0
399.9		0
400.0		1
400.1		0
400.2		0
400.3		2
400.4		2
400.5		2
400.6		0
400.7		1
400.8		4
400.9		4
401.0		4
401.1		4
401.2		2
401.3		2
401.4		3
401.5		6
401.6		8
401.7		10
401.8		9
401.9		9
402.0		8
402.1		9
402.2		9
402.3		9
402.4		8
402.5		8
402.6		6
402.7		7
402.8		7
402.9		7
403.0		6
403.1		8
403.2		8
403.3		8
403.4		12
403.5		13
403.6		11
403.7		11
403.8		10
403.9		11
404.0		11
404.1		8
404.2		9
404.3		7
404.4		7
404.5		8
404.6		8
404.7		8
404.8		11
404.9		11
405.0		10
405.1		10
405.2		9
405.3		9
405.4		9
405.5		9
405.6		9
405.7		8
405.8		8
405.9		7
406.0		8
406.1		7
406.2		7
406.3		7
406.4		7
406.5		7
406.6		7
406.7		6
406.8		6
406.9		6
407.0		3
407.1		1
407.2		0
407.3		0
407.4		0
407.5		1
407.6		0
407.7		1
407.8		0
407.9		0
408.0		1
408.1		1
408.2		2
408.3		0
408.4		0
408.5		0
408.6		0
408.7		0
408.8		0
408.9		1
409.0		1
409.1		1
409.2		0
409.3		1
409.4		0
409.5		0
409.6		0
409.7		1
409.8		1
409.9		1
410.0		2
410.1		2
410.2		3
410.3		2
410.4		3
410.5		4
410.6		4
410.7		4
410.8		4
410.9		5
411.0		4
411.1		7
411.2		8
411.3		8
411.4		8
411.5		8
411.6		8
411.7		10
411.8		10
411.9		11
412.0		11
412.1		11
412.2		8
412.3		8
412.4		8
412.5		8
412.6		8
412.7		7
412.8		6
412.9		6
413.0		5
413.1		3
413.2		4
413.3		5
413.4		3
413.5		2
413.6		3
413.7		4
413.8		5
413.9		4
414.0		3
414.1		3
414.2		1
414.3		2
414.4		1
414.5		1
414.6		2
414.7		1
414.8		1
414.9		1
415.0		1
415.1		1
415.2		0
415.3		1
415.4		1
415.5		0
415.6		0
415.7		0
415.8		0
415.9		0
416.0		0
416.1		0
416.2		1
416.3		0
416.4		1
416.5		1
416.6		1
416.7		1
416.8		0
416.9		1
417.0		1
417.1		1
417.2		0
417.3		1
417.4		0
417.5		0
417.6		1
417.7		1
417.8		2
417.9		3
418.0		3
418.1		3
418.2		5
418.3		6
418.4		6
418.5		5
418.6		6
418.7		7
418.8		8
418.9		7
419.0		6
419.1		6
419.2		6
419.3		6
419.4		6
419.5		6
419.6		6
419.7		7
419.8		7
419.9		7
420.0		5
420.1		5
420.2		4
420.3		6
420.4		8
420.5		7
420.6		8
420.7		8
420.8		8
420.9		7
421.0		8
421.1		7
421.2		8
421.3		7
421.4		6
421.5		5
421.6		4
421.7		5
421.8		5
421.9		5
422.0		4
422.1		3
422.2		1
422.3		2
422.4		2
422.5		3
422.6		2
422.7		2
422.8		3
422.9		2
423.0		3
423.1		2
423.2		2
423.3		2
423.4		1
423.5		2
423.6		2
423.7		3
423.8		2
423.9		2
424.0		0
424.1		0
424.2		0
424.3		0
424.4		0
424.5		1
424.6		0
424.7		1
424.8		1
424.9		0
425.0		1
425.1		1
425.2		0
425.3		1
425.4		1
425.5		0
