K: 5
Lambda: 30.0
Ts: 0.03
Simulation Time: 100.0

time      	IAT  	Ts		Rho    	Arr      	Dep     	Tw     	Tq     	w   	q   

0.0399    	0.0503 	0.03 	0.7499 	0.0099    	0.0399    	0.0 	0.03 	0.25 	1.0 	
0.0699    	0.056 	0.03 	0.6182 	0.0202    	0.0699    	0.0098 	0.0398 	0.3817 	1.0 	
0.0999    	0.0373 	0.03 	0.5743 	0.0602    	0.0999    	0.0097 	0.0397 	0.4256 	1.0 	
0.1519    	0.0439 	0.03 	0.5818 	0.1219    	0.1519    	0.0073 	0.0373 	0.4181 	1.0 	
0.1819    	0.0351 	0.03 	0.5862 	0.1361    	0.1819    	0.0090 	0.039 	0.4137 	1.0 	
0.2158    	0.0353 	0.03 	0.6315 	0.1858    	0.2158    	0.0075 	0.0375 	0.3684 	1.0 	
0.2458    	0.0355 	0.03 	0.7029 	0.1869    	0.2458    	0.0105 	0.0405 	0.4398 	1.1428 	
0.2758    	0.0366 	0.03 	0.7235 	0.2219    	0.2758    	0.0122 	0.0422 	0.6514 	1.375 	
0.3058    	0.0336 	0.03 	0.9921 	0.2319    	0.3058    	0.0157 	0.0457 	0.5633 	1.5555 	
0.3358    	0.0342 	0.03 	0.9681 	0.2584    	0.3358    	0.0189 	0.0489 	0.7318 	1.7 	
0.3658    	0.0328 	0.03 	1.0267 	0.2682    	0.3658    	0.0233 	0.0533 	0.7913 	1.8181 	
0.4558    	0.0307 	0.03 	1.0763 	0.3523    	0.4558    	0.0275 	0.0575 	0.9236 	2.0 	
0.4858    	0.0325 	0.03 	1.0325 	0.3709    	0.4858    	0.0319 	0.0619 	1.1212 	2.1538 	
0.5158    	0.0306 	0.03 	0.9951 	0.3722    	0.5158    	0.0377 	0.0677 	1.2905 	2.2857 	
0.5458    	0.0305 	0.03 	1.0254 	0.3737    	0.5458    	0.0447 	0.0747 	1.3745 	2.4 	
0.5758    	0.031 	0.03 	1.01 	0.3818    	0.5758    	0.0521 	0.0821 	1.4899 	2.5 	
0.6058    	0.0314 	0.03 	0.9944 	0.4171    	0.6058    	0.0584 	0.0884 	1.5937 	2.5882 	
0.6358    	0.0299 	0.03 	0.9805 	0.4224    	0.6358    	0.0653 	0.0953 	1.686 	2.6666 	
0.6658    	0.0299 	0.03 	0.984 	0.4528    	0.6658    	0.0715 	0.1015 	1.7001 	2.6842 	
0.6958    	0.0338 	0.03 	0.9473 	0.4713    	0.6958    	0.0777 	0.1077 	1.7526 	2.7 	
0.7258    	0.0324 	0.03 	0.9142 	0.5304    	0.7258    	0.0818 	0.1118 	1.8 	2.7142 	
0.7558    	0.0311 	0.03 	0.884 	0.5399    	0.7558    	0.0866 	0.1166 	1.7977 	2.6818 	
0.7858    	0.0299 	0.03 	0.8565 	0.5606    	0.7858    	0.0913 	0.1213 	1.7521 	2.6086 	
0.8178    	0.0304 	0.03 	0.8751 	0.7878    	0.8178    	0.0875 	0.1175 	1.7498 	2.625 	
0.8478    	0.031 	0.03 	0.8656 	0.7957    	0.8478    	0.0849 	0.1149 	1.7743 	2.64 	
0.8778    	0.0299 	0.03 	0.8568 	0.7979    	0.8778    	0.0835 	0.1135 	1.797 	2.6538 	
0.9078    	0.0307 	0.03 	0.8658 	0.8088    	0.9078    	0.083 	0.113 	1.8378 	2.7037 	
0.9378    	0.031 	0.03 	0.8616 	0.8318    	0.9378    	0.0827 	0.1127 	1.8883 	2.75 	
0.9678    	0.0301 	0.03 	0.8576 	0.8789    	0.9678    	0.0819 	0.1119 	1.9354 	2.7931 	
1.0878    	0.0333 	0.03 	0.8446 	0.9731    	1.0878    	0.082 	0.112 	1.9219 	2.7666 	
1.1178    	0.0323 	0.03 	0.8325 	0.9857    	1.1178    	0.0826 	0.1126 	1.9094 	2.7419 	
1.1478    	0.0319 	0.03 	0.8643 	0.9946    	1.1478    	0.0839 	0.1139 	1.8231 	2.6875 	
1.1778    	0.0322 	0.03 	0.8595 	1.0782    	1.1778    	0.0835 	0.1135 	1.8071 	2.6666 	
1.2078    	0.0333 	0.03 	0.8461 	1.1423    	1.2078    	0.082 	0.112 	1.8008 	2.647 	
1.2378    	0.0324 	0.03 	0.8335 	1.1585    	1.2378    	0.0811 	0.1111 	1.7949 	2.6285 	
1.2678    	0.0316 	0.03 	0.8216 	1.1593    	1.2678    	0.081 	0.111 	1.7616 	2.5833 	
1.3058    	0.0316 	0.03 	0.8772 	1.2758    	1.3058    	0.0788 	0.1088 	1.6902 	2.5675 	
1.3358    	0.0324 	0.03 	0.8661 	1.2847    	1.3358    	0.0773 	0.1073 	1.6864 	2.5526 	
1.3658    	0.0316 	0.03 	0.8556 	1.2964    	1.3658    	0.0763 	0.1063 	1.6828 	2.5384 	
1.3958    	0.0318 	0.03 	0.8537 	1.3068    	1.3958    	0.0759 	0.1059 	1.6462 	2.5 	
1.4258    	0.0331 	0.03 	0.841 	1.3728    	1.4258    	0.0746 	0.1046 	1.6223 	2.4634 	
1.4558    	0.0324 	0.03 	0.8289 	1.4113    	1.4558    	0.0732 	0.1032 	1.5996 	2.4285 	
1.531    	0.0328 	0.03 	0.8281 	1.501    	1.531    	0.0715 	0.1015 	1.5672 	2.3953 	
1.561    	0.0325 	0.03 	0.8493 	1.5157    	1.561    	0.0702 	0.1002 	1.5142 	2.3636 	
1.591    	0.0337 	0.03 	0.8382 	1.5536    	1.591    	0.0688 	0.0988 	1.5173 	2.3555 	
1.621    	0.0331 	0.03 	0.8275 	1.5706    	1.621    	0.0678 	0.0978 	1.5202 	2.3478 	
1.651    	0.0324 	0.03 	0.8173 	1.5787    	1.651    	0.0672 	0.0972 	1.5018 	2.3191 	
1.695    	0.0329 	0.03 	0.8107 	1.665    	1.695    	0.0658 	0.0958 	1.4809 	2.2916 	
1.7551    	0.033 	0.03 	0.8323 	1.7251    	1.7551    	0.0645 	0.0945 	1.4533 	2.2857 	
1.7851    	0.0335 	0.03 	0.8255 	1.735    	1.7851    	0.0636 	0.0936 	1.4544 	2.2799 	
1.8151    	0.0329 	0.03 	0.8189 	1.7447    	1.8151    	0.0631 	0.0931 	1.4555 	2.2745 	
1.8451    	0.033 	0.03 	0.8172 	1.7608    	1.8451    	0.063 	0.093 	1.4327 	2.25 	
1.8751    	0.0327 	0.03 	0.9234 	1.8218    	1.8751    	0.0622 	0.0922 	1.3595 	2.283 	
1.9951    	0.0336 	0.03 	0.9256 	1.8734    	1.9951    	0.0627 	0.0927 	1.352 	2.2777 	
2.0251    	0.0337 	0.03 	0.9236 	1.8781    	2.0251    	0.0637 	0.0937 	1.3491 	2.2727 	
2.0551    	0.0336 	0.03 	0.9366 	1.8815    	2.0551    	0.0652 	0.0952 	1.349 	2.2857 	
2.0851    	0.0346 	0.03 	0.9258 	1.9674    	2.0851    	0.0656 	0.0956 	1.3899 	2.3157 	
2.1151    	0.034 	0.03 	0.9153 	1.9961    	2.1151    	0.066 	0.096 	1.4294 	2.3448 	
2.1451    	0.0335 	0.03 	0.9052 	2.0331    	2.1451    	0.0662 	0.0962 	1.4506 	2.3559 	
2.1751    	0.0349 	0.03 	0.8941 	2.0421    	2.1751    	0.0668 	0.0968 	1.4558 	2.35 	
2.2051    	0.0344 	0.03 	0.8834 	2.0603    	2.2051    	0.0676 	0.0976 	1.4608 	2.3442 	
2.2351    	0.0339 	0.03 	0.873 	2.064    	2.2351    	0.0688 	0.0988 	1.4495 	2.3225 	
2.314    	0.0356 	0.03 	0.8624 	2.284    	2.314    	0.0677 	0.0977 	1.4391 	2.3015 	
2.344    	0.035 	0.03 	0.8521 	2.2862    	2.344    	0.0671 	0.0971 	1.429 	2.2812 	
2.4614    	0.0351 	0.03 	0.8516 	2.4314    	2.4614    	0.0661 	0.0961 	1.4098 	2.2615 	
2.4979    	0.035 	0.03 	0.8777 	2.4679    	2.4979    	0.0651 	0.0951 	1.3646 	2.2424 	
2.5279    	0.035 	0.03 	0.8822 	2.4882    	2.5279    	0.0642 	0.0942 	1.3565 	2.2388 	
2.5579    	0.0349 	0.03 	0.886 	2.4998    	2.5579    	0.0637 	0.0937 	1.3492 	2.2352 	
2.5879    	0.035 	0.03 	0.8855 	2.5069    	2.5879    	0.0635 	0.0935 	1.3752 	2.2608 	
2.6179    	0.0369 	0.03 	0.8753 	2.5324    	2.6179    	0.0634 	0.0934 	1.4103 	2.2857 	
2.6479    	0.0364 	0.03 	0.8654 	2.5586    	2.6479    	0.0633 	0.0933 	1.4444 	2.3098 	
2.6779    	0.0359 	0.03 	0.8557 	2.5653    	2.6779    	0.0636 	0.0936 	1.4636 	2.3194 	
2.7079    	0.0355 	0.03 	0.8463 	2.5673    	2.7079    	0.0642 	0.0942 	1.4686 	2.315 	
2.7379    	0.035 	0.03 	0.8372 	2.6025    	2.7379    	0.0648 	0.0948 	1.46 	2.2972 	
2.809    	0.0354 	0.03 	0.8322 	2.779    	2.809    	0.0639 	0.0939 	1.4477 	2.2799 	
2.874    	0.0355 	0.03 	0.8452 	2.844    	2.874    	0.0631 	0.0931 	1.4179 	2.2631 	
2.904    	0.0356 	0.03 	0.8423 	2.8694    	2.904    	0.0623 	0.0923 	1.4044 	2.2467 	
2.934    	0.0352 	0.03 	0.8394 	2.8859    	2.934    	0.0618 	0.0918 	1.3912 	2.2307 	
2.9642    	0.0358 	0.03 	0.8342 	2.9342    	2.9642    	0.061 	0.091 	1.3936 	2.2278 	
2.9942    	0.0354 	0.03 	0.8291 	2.9462    	2.9942    	0.0604 	0.0904 	1.3958 	2.225 	
3.0242    	0.0351 	0.03 	0.8451 	2.9486    	3.0242    	0.0603 	0.0903 	1.377 	2.2222 	
3.0542    	0.0352 	0.03 	0.8429 	3.0192    	3.0542    	0.0596 	0.0896 	1.3765 	2.2195 	
3.0842    	0.0355 	0.03 	0.8389 	3.0192    	3.0842    	0.0593 	0.0893 	1.3899 	2.2289 	
3.1142    	0.0351 	0.03 	0.8351 	3.0333    	3.1142    	0.0592 	0.0892 	1.4029 	2.238 	
3.1442    	0.0357 	0.03 	0.8295 	3.0784    	3.1442    	0.0589 	0.0889 	1.4057 	2.2352 	
3.1742    	0.0353 	0.03 	0.824 	3.0832    	3.1742    	0.0589 	0.0889 	1.4085 	2.2325 	
3.2042    	0.0349 	0.03 	0.8187 	3.1418    	3.2042    	0.0586 	0.0886 	1.3996 	2.2183 	
3.2552    	0.0351 	0.03 	0.8215 	3.2252    	3.2552    	0.058 	0.088 	1.3829 	2.2045 	
3.2852    	0.0348 	0.03 	0.8413 	3.2483    	3.2852    	0.0574 	0.0874 	1.3496 	2.191 	
3.3152    	0.035 	0.03 	0.8416 	3.2763    	3.3152    	0.0569 	0.0869 	1.3472 	2.1888 	
3.3452    	0.035 	0.03 	0.8415 	3.2879    	3.3452    	0.0565 	0.0865 	1.3452 	2.1868 	
3.3752    	0.0348 	0.03 	0.855 	3.3046    	3.3752    	0.0564 	0.0864 	1.3297 	2.1847 	
3.4052    	0.0351 	0.03 	0.8516 	3.3393    	3.4052    	0.0561 	0.0861 	1.3418 	2.1935 	
3.4352    	0.0347 	0.03 	0.8483 	3.3751    	3.4352    	0.0559 	0.0859 	1.3537 	2.2021 	
3.4652    	0.0348 	0.03 	0.848 	3.3895    	3.4652    	0.0558 	0.0858 	1.3519 	2.2 	
3.4952    	0.0348 	0.03 	0.8471 	3.3983    	3.4952    	0.0559 	0.0859 	1.3507 	2.1979 	
3.5252    	0.0345 	0.03 	0.8462 	3.4538    	3.5252    	0.0557 	0.0857 	1.3495 	2.1958 	
3.5552    	0.0346 	0.03 	0.8457 	3.4905    	3.5552    	0.0555 	0.0855 	1.3481 	2.1938 	
3.5852    	0.0346 	0.03 	0.8469 	3.5298    	3.5852    	0.0552 	0.0852 	1.3449 	2.1919 	
3.6152    	0.0346 	0.03 	0.8463 	3.5408    	3.6152    	0.0551 	0.0851 	1.3436 	2.19 	
3.6452    	0.0343 	0.03 	0.8458 	3.5785    	3.6452    	0.0549 	0.0849 	1.3422 	2.1881 	
3.6752    	0.0345 	0.03 	0.8426 	3.6097    	3.6752    	0.0547 	0.0847 	1.3338 	2.1764 	
3.7052    	0.0342 	0.03 	0.8394 	3.6476    	3.7052    	0.0545 	0.0845 	1.3256 	2.165 	
3.7357    	0.0342 	0.03 	0.8381 	3.7057    	3.7357    	0.0539 	0.0839 	1.3156 	2.1538 	
3.7783    	0.0347 	0.03 	0.8345 	3.7483    	3.7783    	0.0534 	0.0834 	1.3178 	2.1523 	
3.8083    	0.0344 	0.03 	0.8309 	3.7512    	3.8083    	0.0532 	0.0832 	1.3199 	2.1509 	
3.8383    	0.0356 	0.03 	0.8248 	3.763    	3.8383    	0.0531 	0.0831 	1.3153 	2.1401 	
3.8683    	0.0352 	0.03 	0.8188 	3.8286    	3.8683    	0.0527 	0.0827 	1.3107 	2.1296 	
4.0274    	0.0357 	0.03 	0.8161 	3.9974    	4.0274    	0.0522 	0.0822 	1.3214 	2.1376 	
4.0574    	0.0354 	0.03 	0.8134 	4.0083    	4.0574    	0.0519 	0.0819 	1.3319 	2.1454 	
4.0874    	0.0352 	0.03 	0.8212 	4.0214    	4.0874    	0.0518 	0.0818 	1.3318 	2.1531 	
4.1174    	0.0356 	0.03 	0.8178 	4.0259    	4.1174    	0.0518 	0.0818 	1.3517 	2.1696 	
4.1474    	0.0353 	0.03 	0.8145 	4.0832    	4.1474    	0.0517 	0.0817 	1.3713 	2.1858 	
4.1774    	0.035 	0.03 	0.8112 	4.0853    	4.1774    	0.0518 	0.0818 	1.3817 	2.1929 	
4.2074    	0.0353 	0.03 	0.8083 	4.1032    	4.2074    	0.052 	0.082 	1.3916 	2.2 	
4.2374    	0.035 	0.03 	0.8055 	4.1105    	4.2374    	0.0524 	0.0824 	1.4013 	2.2068 	
4.2674    	0.0351 	0.03 	0.8056 	4.1787    	4.2674    	0.0524 	0.0824 	1.408 	2.2136 	
4.2974    	0.035 	0.03 	0.8087 	4.1852    	4.2974    	0.0527 	0.0827 	1.4115 	2.2203 	
4.3874    	0.0349 	0.03 	0.8076 	4.2931    	4.3874    	0.0528 	0.0828 	1.4191 	2.2268 	
4.4174    	0.0353 	0.03 	0.8039 	4.3187    	4.4174    	0.0529 	0.0829 	1.4294 	2.2333 	
4.4474    	0.035 	0.03 	0.8002 	4.3199    	4.4474    	0.0533 	0.0833 	1.4394 	2.2396 	
4.4774    	0.0348 	0.03 	0.7965 	4.3216    	4.4774    	0.0539 	0.0839 	1.4411 	2.2377 	
4.5074    	0.0348 	0.03 	0.7963 	4.3243    	4.5074    	0.0547 	0.0847 	1.4312 	2.2276 	
4.5374    	0.0345 	0.03 	0.7961 	4.3718    	4.5374    	0.0553 	0.0853 	1.4216 	2.2177 	
4.5692    	0.0346 	0.03 	0.7955 	4.5392    	4.5692    	0.0549 	0.0849 	1.4124 	2.208 	
4.611    	0.0346 	0.03 	0.7952 	4.581    	4.611    	0.0544 	0.0844 	1.4031 	2.1984 	
4.641    	0.0355 	0.03 	0.7906 	4.5829    	4.641    	0.0542 	0.0842 	1.4219 	2.2125 	
4.671    	0.0353 	0.03 	0.7861 	4.6222    	4.671    	0.0539 	0.0839 	1.4404 	2.2265 	
4.701    	0.035 	0.03 	0.7817 	4.6313    	4.701    	0.0538 	0.0838 	1.4508 	2.2325 	
4.731    	0.0348 	0.03 	0.7773 	4.6357    	4.731    	0.0539 	0.0839 	1.4534 	2.2307 	
4.761    	0.0345 	0.03 	0.773 	4.638    	4.761    	0.0542 	0.0842 	1.4483 	2.2213 	
4.8089    	0.0345 	0.03 	0.8085 	4.7789    	4.8089    	0.0538 	0.0838 	1.4035 	2.2121 	
4.8389    	0.0345 	0.03 	0.8085 	4.8053    	4.8389    	0.0534 	0.0834 	1.3944 	2.203 	
4.8689    	0.0346 	0.03 	0.8067 	4.8108    	4.8689    	0.0532 	0.0832 	1.3872 	2.194 	
4.8989    	0.0344 	0.03 	0.8049 	4.8482    	4.8989    	0.053 	0.083 	1.3802 	2.1851 	
4.9309    	0.0345 	0.03 	0.8047 	4.9009    	4.9309    	0.0526 	0.0826 	1.3717 	2.1764 	
4.9609    	0.0343 	0.03 	0.8498 	4.9171    	4.9609    	0.0523 	0.0823 	1.3253 	2.1751 	
4.9909    	0.0345 	0.03 	0.8478 	4.9562    	4.9909    	0.052 	0.082 	1.326 	2.1739 	
5.0209    	0.0345 	0.03 	0.8487 	4.9581    	5.0209    	0.0518 	0.0818 	1.3311 	2.1798 	
5.0509    	0.0343 	0.03 	0.8629 	4.9624    	5.0509    	0.0519 	0.0819 	1.3227 	2.1857 	
5.1109    	0.0342 	0.03 	0.9827 	5.0169    	5.1109    	0.052 	0.082 	1.2158 	2.1985 	
5.1409    	0.0346 	0.03 	0.9781 	5.0479    	5.1409    	0.0521 	0.0821 	1.233 	2.2112 	
5.1709    	0.0343 	0.03 	0.9736 	5.0585    	5.1709    	0.0523 	0.0823 	1.25 	2.2237 	
5.2009    	0.0341 	0.03 	0.9692 	5.068    	5.2009    	0.0526 	0.0826 	1.2599 	2.2291 	
5.2309    	0.0342 	0.03 	0.9668 	5.0721    	5.2309    	0.0531 	0.0831 	1.2607 	2.2275 	
5.2609    	0.0341 	0.03 	0.9742 	5.1109    	5.2609    	0.0536 	0.0836 	1.2586 	2.2328 	
5.2909    	0.0346 	0.03 	0.9693 	5.1125    	5.2909    	0.0542 	0.0842 	1.2687 	2.238 	
5.3209    	0.0344 	0.03 	0.9645 	5.202    	5.3209    	0.0545 	0.0845 	1.2787 	2.2432 	
5.3509    	0.0342 	0.03 	0.9597 	5.2499    	5.3509    	0.0546 	0.0846 	1.2818 	2.2416 	
5.3809    	0.034 	0.03 	0.9551 	5.2527    	5.3809    	0.0549 	0.0849 	1.2782 	2.2333 	
5.4138    	0.0345 	0.03 	0.9505 	5.3838    	5.4138    	0.0545 	0.0845 	1.2746 	2.2251 	
5.5276    	0.0345 	0.03 	0.9498 	5.4976    	5.5276    	0.0542 	0.0842 	1.2672 	2.2171 	
5.5576    	0.0344 	0.03 	0.9654 	5.5011    	5.5576    	0.054 	0.084 	1.2501 	2.2156 	
5.5876    	0.0345 	0.03 	0.963 	5.5366    	5.5876    	0.0538 	0.0838 	1.2512 	2.2142 	
5.6176    	0.0344 	0.03 	0.9714 	5.5486    	5.6176    	0.0537 	0.0837 	1.2414 	2.2129 	
5.6476    	0.0348 	0.03 	0.9672 	5.5576    	5.6476    	0.0537 	0.0837 	1.2506 	2.2179 	
5.6776    	0.0346 	0.03 	0.9631 	5.6081    	5.6776    	0.0536 	0.0836 	1.2598 	2.2229 	
5.7076    	0.0344 	0.03 	0.959 	5.6213    	5.7076    	0.0536 	0.0836 	1.2624 	2.2215 	
5.7376    	0.0343 	0.03 	0.9628 	5.6308    	5.7376    	0.0538 	0.0838 	1.2509 	2.2138 	
5.7676    	0.0343 	0.03 	0.965 	5.725    	5.7676    	0.0535 	0.0835 	1.2537 	2.2187 	
5.7976    	0.0344 	0.03 	0.965 	5.7441    	5.7976    	0.0533 	0.0833 	1.2647 	2.2298 	
5.8276    	0.0342 	0.03 	0.9916 	5.7528    	5.8276    	0.0533 	0.0833 	1.249 	2.2407 	
5.8576    	0.0342 	0.03 	0.9912 	5.7651    	5.8576    	0.0533 	0.0833 	1.2603 	2.2515 	
5.9776    	0.0344 	0.03 	0.9903 	5.8293    	5.9776    	0.0537 	0.0837 	1.2657 	2.256 	
6.0076    	0.0342 	0.03 	1.0146 	5.8618    	6.0076    	0.0541 	0.0841 	1.2459 	2.2606 	
6.0976    	0.0344 	0.03 	1.0142 	5.964    	6.0976    	0.0544 	0.0844 	1.2507 	2.265 	
6.1276    	0.0344 	0.03 	1.0142 	5.9682    	6.1276    	0.0549 	0.0849 	1.2551 	2.2694 	
6.1576    	0.0348 	0.03 	1.0097 	6.004    	6.1576    	0.0553 	0.0853 	1.264 	2.2738 	
6.1876    	0.0346 	0.03 	1.0053 	6.0099    	6.1876    	0.0558 	0.0858 	1.2728 	2.2781 	
6.2176    	0.0345 	0.03 	1.0008 	6.0144    	6.2176    	0.0565 	0.0865 	1.2755 	2.2764 	
6.2476    	0.0343 	0.03 	0.9965 	6.0171    	6.2476    	0.0573 	0.0873 	1.2724 	2.269 	
6.2852    	0.0343 	0.03 	0.9982 	6.2552    	6.2852    	0.057 	0.087 	1.2633 	2.2616 	
6.3152    	0.0344 	0.03 	0.9957 	6.2668    	6.3152    	0.0568 	0.0868 	1.2585 	2.2543 	
6.3452    	0.0345 	0.03 	0.9934 	6.29    	6.3452    	0.0566 	0.0866 	1.2536 	2.2471 	
6.3752    	0.0343 	0.03 	0.9912 	6.3432    	6.3752    	0.0563 	0.0863 	1.2487 	2.24 	
6.4234    	0.0343 	0.03 	0.9895 	6.3934    	6.4234    	0.056 	0.086 	1.2434 	2.2329 	
6.4667    	0.0344 	0.03 	0.987 	6.4367    	6.4667    	0.0557 	0.0857 	1.2389 	2.2259 	
6.4967    	0.0343 	0.03 	0.9962 	6.4417    	6.4967    	0.0555 	0.0855 	1.2228 	2.2191 	
6.5267    	0.0345 	0.03 	0.9934 	6.4954    	6.5267    	0.0552 	0.0852 	1.2188 	2.2122 	
6.5567    	0.0343 	0.03 	0.9905 	6.5068    	6.5567    	0.055 	0.085 	1.2149 	2.2055 	
6.5991    	0.0345 	0.03 	0.9881 	6.5691    	6.5991    	0.0547 	0.0847 	1.2107 	2.1988 	
6.6291    	0.0344 	0.03 	0.9857 	6.5965    	6.6291    	0.0544 	0.0844 	1.2065 	2.1923 	
6.6805    	0.0344 	0.03 	0.9851 	6.6505    	6.6805    	0.0541 	0.0841 	1.2006 	2.1857 	
6.7147    	0.0344 	0.03 	0.9834 	6.6847    	6.7147    	0.0538 	0.0838 	1.1958 	2.1793 	
6.7595    	0.0345 	0.03 	0.9881 	6.7295    	6.7595    	0.0535 	0.0835 	1.201 	2.1891 	
6.7895    	0.0344 	0.03 	0.9878 	6.7348    	6.7895    	0.0534 	0.0834 	1.211 	2.1989 	
6.9815    	0.035 	0.03 	0.987 	6.9515    	6.9815    	0.0531 	0.0831 	1.2054 	2.1925 	
7.0177    	0.0351 	0.03 	0.9863 	6.9877    	7.0177    	0.0528 	0.0828 	1.2051 	2.1914 	
7.0477    	0.035 	0.03 	0.9904 	6.9934    	7.0477    	0.0526 	0.0826 	1.2 	2.1904 	
7.0777    	0.035 	0.03 	0.9909 	6.9968    	7.0777    	0.0526 	0.0826 	1.209 	2.2 	
7.1077    	0.0353 	0.03 	0.9872 	7.0319    	7.1077    	0.0526 	0.0826 	1.2221 	2.2094 	
7.1377    	0.0352 	0.03 	0.9835 	7.0489    	7.1377    	0.0526 	0.0826 	1.2351 	2.2187 	
7.1677    	0.035 	0.03 	0.9799 	7.0512    	7.1677    	0.0528 	0.0828 	1.2428 	2.2227 	
7.1977    	0.0349 	0.03 	0.9833 	7.058    	7.1977    	0.0531 	0.0831 	1.2383 	2.2216 	
7.2277    	0.0349 	0.03 	0.9844 	7.0856    	7.2277    	0.0534 	0.0834 	1.236 	2.2205 	
7.2577    	0.0349 	0.03 	0.9849 	7.1921    	7.2577    	0.0533 	0.0833 	1.2395 	2.2244 	
7.2877    	0.0354 	0.03 	0.9809 	7.2104    	7.2877    	0.0533 	0.0833 	1.2525 	2.2335 	
7.3177    	0.0353 	0.03 	0.977 	7.2355    	7.3177    	0.0533 	0.0833 	1.2653 	2.2424 	
7.3477    	0.0351 	0.03 	0.9732 	7.2462    	7.3477    	0.0534 	0.0834 	1.273 	2.2462 	
7.3777    	0.0349 	0.03 	0.9693 	7.2738    	7.3777    	0.0535 	0.0835 	1.2756 	2.245 	
7.4077    	0.0348 	0.03 	0.9655 	7.2794    	7.4077    	0.0537 	0.0837 	1.2732 	2.2388 	
7.4554    	0.035 	0.03 	0.9631 	7.4254    	7.4554    	0.0534 	0.0834 	1.2695 	2.2326 	
7.4854    	0.0348 	0.03 	0.9606 	7.439    	7.4854    	0.0532 	0.0832 	1.2659 	2.2266 	
7.5327    	0.035 	0.03 	0.9588 	7.5027    	7.5327    	0.053 	0.083 	1.2666 	2.2254 	
7.5627    	0.0348 	0.03 	0.9569 	7.508    	7.5627    	0.0528 	0.0828 	1.2674 	2.2243 	
7.5927    	0.035 	0.03 	0.9546 	7.5307    	7.5927    	0.0527 	0.0827 	1.2637 	2.2184 	
7.6227    	0.0348 	0.03 	0.9524 	7.5826    	7.6227    	0.0525 	0.0825 	1.2601 	2.2125 	
7.674    	0.035 	0.03 	0.9499 	7.644    	7.674    	0.0523 	0.0823 	1.2567 	2.2067 	
7.704    	0.0348 	0.03 	0.9475 	7.6528    	7.704    	0.0521 	0.0821 	1.2534 	2.2009 	
7.7504    	0.0348 	0.03 	0.9477 	7.7204    	7.7504    	0.0519 	0.0819 	1.2475 	2.1952 	
7.7811    	0.0349 	0.03 	0.9461 	7.7511    	7.7811    	0.0516 	0.0816 	1.2434 	2.1895 	
7.8293    	0.0351 	0.03 	0.9432 	7.7993    	7.8293    	0.0514 	0.0814 	1.2407 	2.1839 	
7.9216    	0.0352 	0.03 	0.9417 	7.8916    	7.9216    	0.0511 	0.0811 	1.2366 	2.1784 	
7.9693    	0.0352 	0.03 	0.9409 	7.9393    	7.9693    	0.0509 	0.0809 	1.2319 	2.1728 	
7.9993    	0.0353 	0.03 	0.9394 	7.9426    	7.9993    	0.0508 	0.0808 	1.2279 	2.1674 	
8.0293    	0.0354 	0.03 	0.9374 	7.982    	8.0293    	0.0506 	0.0806 	1.2245 	2.162 	
8.0593    	0.0352 	0.03 	0.9354 	8.0293    	8.0593    	0.0504 	0.0804 	1.2212 	2.1566 	
8.1188    	0.0353 	0.03 	0.9343 	8.0888    	8.1188    	0.0502 	0.0802 	1.217 	2.1513 	
8.162    	0.0354 	0.03 	0.9319 	8.132    	8.162    	0.0499 	0.0799 	1.2141 	2.1461 	
8.2349    	0.0355 	0.03 	0.9328 	8.2049    	8.2349    	0.0497 	0.0797 	1.2171 	2.15 	
8.2649    	0.0355 	0.03 	0.9345 	8.2214    	8.2649    	0.0496 	0.0796 	1.2237 	2.1583 	
8.3549    	0.0352 	0.03 	0.9367 	8.2562    	8.3549    	0.0496 	0.0796 	1.2299 	2.1666 	
8.4149    	0.0351 	0.03 	0.9383 	8.2828    	8.4149    	0.0499 	0.0799 	1.2365 	2.1748 	
8.4449    	0.0353 	0.03 	0.9358 	8.284    	8.4449    	0.0502 	0.0802 	1.2471 	2.183 	
8.4749    	0.0352 	0.03 	0.9333 	8.2846    	8.4749    	0.0507 	0.0807 	1.2577 	2.1911 	
8.5049    	0.0352 	0.03 	0.9322 	8.2846    	8.5049    	0.0513 	0.0813 	1.2624 	2.1946 	
8.5349    	0.0351 	0.03 	0.9311 	8.3406    	8.5349    	0.0518 	0.0818 	1.267 	2.1982 	
8.5649    	0.0351 	0.03 	0.9298 	8.3441    	8.5649    	0.0524 	0.0824 	1.2719 	2.2017 	
8.5949    	0.0351 	0.03 	0.932 	8.3654    	8.5949    	0.0531 	0.0831 	1.2731 	2.2052 	
8.6249    	0.0352 	0.03 	0.93 	8.3726    	8.6249    	0.0538 	0.0838 	1.2786 	2.2086 	
8.6549    	0.0351 	0.03 	0.9279 	8.3926    	8.6549    	0.0546 	0.0846 	1.2841 	2.2121 	
8.6849    	0.0352 	0.03 	0.9256 	8.4156    	8.6849    	0.0554 	0.0854 	1.2855 	2.2112 	
8.7149    	0.0351 	0.03 	0.9233 	8.4951    	8.7149    	0.056 	0.086 	1.2869 	2.2103 	
8.7449    	0.0349 	0.03 	0.921 	8.5392    	8.7449    	0.0565 	0.0865 	1.284 	2.2051 	
8.7881    	0.0351 	0.03 	0.9193 	8.7581    	8.7881    	0.0562 	0.0862 	1.2849 	2.2042 	
