K: 5
Lambda: 50.0
Ts: 0.03
Simulation Time: 100.0

time      	IAT  	Ts		Rho    	Arr      	Dep     	Tw     	Tq     	w   	q   

0.0905    	0.177 	0.078 	0.7413 	0.0125    	0.0905    	0.0 	0.078 	2.2586 	3.0 	
0.0954    	0.0885 	0.0414 	0.3937 	0.0623    	0.0954    	0.0141 	0.0555 	2.6062 	3.0 	
0.1108    	0.059 	0.0327 	0.3113 	0.0641    	0.1108    	0.0198 	0.0526 	2.3553 	2.6666 	
0.1381    	0.0442 	0.0314 	0.2982 	0.0843    	0.1381    	0.0215 	0.0529 	1.9517 	2.25 	
0.2047    	0.0403 	0.0281 	0.501 	0.1896    	0.2047    	0.0172 	0.0453 	1.4989 	2.0 	
0.2155    	0.0358 	0.0252 	0.5507 	0.2025    	0.2155    	0.0147 	0.0399 	1.2825 	1.8333 	
0.2373    	0.0353 	0.0247 	0.5747 	0.214    	0.2373    	0.0128 	0.0375 	1.2824 	1.8571 	
0.2724    	0.0326 	0.026 	1.8006 	0.2275    	0.2724    	0.0124 	0.0385 	0.1993 	2.0 	
0.287    	0.0312 	0.0247 	1.682 	0.2297    	0.287    	0.0158 	0.0405 	0.429 	2.1111 	
0.3364    	0.0326 	0.0272 	1.7723 	0.2601    	0.3364    	0.0169 	0.0441 	0.5276 	2.3 	
0.3369    	0.0296 	0.0248 	1.6138 	0.2704    	0.3369    	0.0213 	0.0461 	0.8407 	2.4545 	
0.341    	0.0282 	0.023 	1.5065 	0.2738    	0.341    	0.0248 	0.0479 	0.9934 	2.5 	
0.3799    	0.0287 	0.0243 	1.539 	0.2937    	0.3799    	0.0265 	0.0508 	1.0763 	2.6153 	
0.5422    	0.0338 	0.0298 	1.4513 	0.3663    	0.5422    	0.0369 	0.0598 	1.1915 	2.6428 	
0.5614    	0.0335 	0.0292 	1.4098 	0.3865    	0.5614    	0.0448 	0.0674 	1.3235 	2.7333 	
0.5623    	0.0316 	0.0276 	1.3241 	0.3963    	0.5623    	0.0523 	0.0736 	1.4883 	2.8125 	
0.5827    	0.0306 	0.0273 	1.3375 	0.4315    	0.5827    	0.0569 	0.0782 	1.4859 	2.8235 	
0.6703    	0.0316 	0.0288 	1.3364 	0.5401    	0.6703    	0.0602 	0.0811 	1.5524 	2.8888 	
0.6785    	0.0303 	0.0279 	1.5074 	0.5549    	0.6785    	0.0631 	0.0833 	1.4399 	2.9473 	
0.753    	0.0316 	0.0277 	1.4346 	0.7519    	0.753    	0.0599 	0.0792 	1.4153 	2.85 	
0.8007    	0.0315 	0.0277 	1.4367 	0.7725    	0.8007    	0.057 	0.0767 	1.3251 	2.7619 	
0.8167    	0.0311 	0.0272 	1.4062 	0.7829    	0.8167    	0.0553 	0.0748 	1.2755 	2.6818 	
0.8257    	0.0302 	0.0265 	1.3992 	0.802    	0.8257    	0.0535 	0.0726 	1.2094 	2.6086 	
0.8289    	0.0291 	0.0257 	1.3597 	0.8228    	0.8289    	0.0514 	0.0698 	1.1819 	2.5416 	
0.8753    	0.0303 	0.0264 	1.3463 	0.83    	0.8753    	0.0493 	0.0688 	1.1336 	2.48 	
0.968    	0.0341 	0.0286 	1.3377 	0.8473    	0.968    	0.0485 	0.0708 	1.2007 	2.5384 	
0.9835    	0.033 	0.0282 	1.295 	0.8915    	0.9835    	0.0495 	0.0716 	1.2975 	2.5925 	
1.0053    	0.032 	0.028 	1.2582 	0.8962    	1.0053    	0.0509 	0.0729 	1.3488 	2.6071 	
1.0386    	0.0312 	0.0281 	1.4205 	0.9075    	1.0386    	0.0525 	0.0749 	1.1656 	2.5862 	
1.0557    	0.0316 	0.0278 	1.388 	0.9546    	1.0557    	0.0536 	0.0758 	1.2119 	2.6 	
1.0694    	0.0307 	0.0274 	1.3546 	1.0372    	1.0694    	0.0524 	0.0744 	1.2582 	2.6129 	
1.1121    	0.0306 	0.0278 	1.3642 	1.0428    	1.1121    	0.0516 	0.0742 	1.2607 	2.625 	
1.1312    	0.0302 	0.0276 	1.3568 	1.0503    	1.1312    	0.0519 	0.0744 	1.2794 	2.6363 	
1.1474    	0.0308 	0.0273 	1.3263 	1.0888    	1.1474    	0.0516 	0.074 	1.3501 	2.6764 	
1.3026    	0.0322 	0.0298 	1.3625 	1.1859    	1.3026    	0.0516 	0.0752 	1.3517 	2.7142 	
1.3123    	0.0317 	0.0293 	1.353 	1.1987    	1.3123    	0.0531 	0.0763 	1.3969 	2.75 	
1.3665    	0.0309 	0.0285 	1.414 	1.2691    	1.3665    	0.0536 	0.0768 	1.3697 	2.7837 	
1.3828    	0.0305 	0.0283 	1.4113 	1.2777    	1.3828    	0.0545 	0.0776 	1.4043 	2.8157 	
1.6474    	0.0305 	0.0284 	1.431 	1.3349    	1.6474    	0.06 	0.0836 	1.415 	2.8461 	
1.6618    	0.03 	0.0282 	1.4128 	1.3411    	1.6618    	0.0661 	0.0895 	1.4621 	2.875 	
1.6911    	0.0302 	0.0282 	1.4045 	1.366    	1.6911    	0.0717 	0.0953 	1.4979 	2.9024 	
1.7428    	0.03 	0.0281 	1.3888 	1.3853    	1.7428    	0.0781 	0.1015 	1.5397 	2.9285 	
1.8784    	0.0287 	0.0268 	1.3623 	1.5194    	1.8784    	0.0844 	0.1075 	1.5678 	2.9302 	
1.8953    	0.0283 	0.0266 	1.3429 	1.5254    	1.8953    	0.0905 	0.1135 	1.5888 	2.9318 	
1.9273    	0.0285 	0.0267 	1.3284 	1.5301    	1.9273    	0.0966 	0.1198 	1.5827 	2.9111 	
1.9372    	0.0281 	0.0264 	1.3041 	1.5582    	1.9372    	0.1025 	0.1254 	1.5871 	2.8913 	
1.9657    	0.0281 	0.0265 	1.3007 	1.5781    	1.9657    	0.108 	0.131 	1.5502 	2.851 	
2.0286    	0.0284 	0.027 	1.3291 	1.5963    	2.0286    	0.1134 	0.1373 	1.525 	2.8541 	
2.0491    	0.0287 	0.0269 	1.3144 	1.6436    	2.0491    	0.119 	0.1427 	1.5631 	2.8775 	
2.3411    	0.0272 	0.0258 	1.2975 	2.3258    	2.3411    	0.1166 	0.1402 	1.5424 	2.84 	
2.3919    	0.0273 	0.0261 	2.1193 	2.327    	2.3919    	0.1146 	0.1387 	0.7237 	2.8431 	
2.4045    	0.0273 	0.026 	2.0873 	2.3597    	2.4045    	0.113 	0.1369 	0.7587 	2.8461 	
2.4251    	0.0276 	0.0259 	2.0562 	2.3905    	2.4251    	0.1111 	0.135 	0.8116 	2.8679 	
2.4292    	0.0273 	0.0257 	2.0198 	2.391    	2.4292    	0.1097 	0.1332 	0.869 	2.8888 	
2.6306    	0.0277 	0.0264 	2.0082 	2.4762    	2.6306    	0.1099 	0.1336 	0.9008 	2.909 	
2.7926    	0.0275 	0.0265 	2.0201 	2.5473    	2.7926    	0.1119 	0.1355 	0.8905 	2.9107 	
2.8242    	0.0276 	0.0265 	2.0006 	2.5554    	2.8242    	0.1141 	0.1379 	0.9116 	2.9122 	
2.8888    	0.0277 	0.0266 	1.9823 	2.6293    	2.8888    	0.1164 	0.14 	0.9314 	2.9137 	
2.946    	0.0275 	0.0264 	1.9637 	2.656    	2.946    	0.119 	0.1425 	0.9684 	2.9322 	
2.964    	0.0274 	0.0263 	1.9496 	2.6603    	2.964    	0.1218 	0.1452 	1.0003 	2.95 	
3.1274    	0.0282 	0.0268 	1.9286 	2.7418    	3.1274    	0.1251 	0.1491 	1.0221 	2.9508 	
3.1391    	0.028 	0.0267 	1.8995 	2.7511    	3.1391    	0.1291 	0.153 	1.052 	2.9516 	
3.1584    	0.0277 	0.0266 	1.8726 	2.7853    	3.1584    	0.1327 	0.1565 	1.0638 	2.9365 	
3.1805    	0.0277 	0.0266 	1.8566 	2.7948    	3.1805    	0.1363 	0.1601 	1.0496 	2.9062 	
3.2723    	0.0281 	0.0272 	1.8497 	2.8296    	3.2723    	0.1396 	0.1644 	1.0425 	2.8923 	
3.2868    	0.028 	0.0271 	1.8349 	2.857    	3.2868    	0.1438 	0.1684 	1.0741 	2.909 	
3.4003    	0.0283 	0.0273 	1.8317 	2.894    	3.4003    	0.1483 	0.1735 	1.0787 	2.9104 	
3.4421    	0.0285 	0.0274 	1.8238 	2.9104    	3.4421    	0.1534 	0.1787 	1.1026 	2.9264 	
3.6477    	0.0295 	0.0282 	1.8006 	2.9833    	3.6477    	0.1606 	0.1858 	1.1413 	2.942 	
3.6634    	0.0292 	0.0281 	1.7789 	2.9928    	3.6634    	0.1676 	0.1927 	1.1781 	2.9571 	
3.7105    	0.0293 	0.0283 	1.7732 	3.0601    	3.7105    	0.1738 	0.1992 	1.1844 	2.9577 	
3.7185    	0.029 	0.0281 	1.7518 	3.0851    	3.7185    	0.18 	0.2052 	1.2064 	2.9583 	
3.7288    	0.0288 	0.028 	1.732 	3.1793    	3.7288    	0.185 	0.2099 	1.2131 	2.9452 	
3.7315    	0.0286 	0.0278 	1.7096 	3.2053    	3.7315    	0.1895 	0.2142 	1.2092 	2.9189 	
3.8731    	0.0287 	0.0273 	1.6897 	3.742    	3.8731    	0.1885 	0.2131 	1.2436 	2.9333 	
3.9233    	0.0285 	0.0275 	1.6749 	3.7627    	3.9233    	0.1875 	0.2124 	1.2724 	2.9473 	
3.9302    	0.0283 	0.0274 	1.6541 	3.7686    	3.9302    	0.1871 	0.2117 	1.2938 	2.948 	
3.9642    	0.0285 	0.0274 	1.6404 	3.7778    	3.9642    	0.1866 	0.2114 	1.2954 	2.9358 	
3.9701    	0.0283 	0.0273 	1.621 	3.7859    	3.9701    	0.1865 	0.211 	1.303 	2.924 	
4.0644    	0.0285 	0.0277 	1.6416 	3.8156    	4.0644    	0.1861 	0.2115 	1.2958 	2.9375 	
4.3405    	0.0279 	0.0272 	1.645 	4.014    	4.3405    	0.1875 	0.2129 	1.2932 	2.9382 	
4.3596    	0.0283 	0.0271 	1.6275 	4.0396    	4.3596    	0.1889 	0.2142 	1.3114 	2.939 	
4.3896    	0.0281 	0.0271 	1.612 	4.0398    	4.3896    	0.1904 	0.2159 	1.3277 	2.9397 	
4.4458    	0.0283 	0.0273 	1.6061 	4.0409    	4.4458    	0.1923 	0.2181 	1.3343 	2.9404 	
4.4534    	0.0281 	0.0272 	1.589 	4.0697    	4.4534    	0.1945 	0.2201 	1.3521 	2.9411 	
4.7366    	0.0276 	0.0269 	1.5845 	4.1377    	4.7366    	0.199 	0.2245 	1.3573 	2.9418 	
4.9099    	0.0278 	0.0272 	1.5841 	4.1611    	4.9099    	0.2052 	0.2305 	1.3583 	2.9425 	
5.0654    	0.0282 	0.0276 	1.5747 	4.2259    	5.0654    	0.2122 	0.2374 	1.3798 	2.9545 	
5.1309    	0.0279 	0.0272 	1.5657 	4.242    	5.1309    	0.2195 	0.2447 	1.4005 	2.9662 	
5.2493    	0.0281 	0.0274 	1.5516 	4.2934    	5.2493    	0.2276 	0.2526 	1.4261 	2.9777 	
5.2713    	0.028 	0.0273 	1.5398 	4.3291    	5.2713    	0.2352 	0.2602 	1.4491 	2.989 	
5.2744    	0.0278 	0.0272 	1.5238 	4.3447    	5.2744    	0.2427 	0.2675 	1.4652 	2.9891 	
5.2802    	0.0277 	0.0271 	1.5088 	4.4337    	5.2802    	0.2491 	0.2737 	1.4696 	2.9784 	
5.3157    	0.0278 	0.0272 	1.5381 	4.4409    	5.3157    	0.2554 	0.2801 	1.4512 	2.9893 	
5.3712    	0.0278 	0.0272 	1.5341 	4.5073    	5.3712    	0.2616 	0.2863 	1.4658 	3.0 	
5.3875    	0.0279 	0.0271 	1.522 	4.5095    	5.3875    	0.2678 	0.2924 	1.4883 	3.0104 	
5.4035    	0.0277 	0.027 	1.5101 	4.5182    	5.4035    	0.274 	0.2985 	1.5105 	3.0206 	
5.4134    	0.0276 	0.027 	1.4969 	4.5301    	5.4134    	0.2801 	0.3045 	1.5234 	3.0204 	
5.4403    	0.0276 	0.027 	1.4884 	4.5425    	5.4403    	0.2861 	0.3105 	1.5216 	3.0101 	
5.4758    	0.0276 	0.027 	1.4986 	4.5712    	5.4758    	0.2919 	0.3164 	1.5013 	3.0 	
5.5267    	0.0278 	0.0271 	1.4995 	4.5723    	5.5267    	0.298 	0.3228 	1.5004 	3.0 	
5.5318    	0.0276 	0.027 	1.4864 	4.5804    	5.5318    	0.3043 	0.3289 	1.5135 	3.0 	
5.5398    	0.0275 	0.0269 	1.4744 	4.6087    	5.5398    	0.3103 	0.3348 	1.5158 	2.9902 	
5.596    	0.0276 	0.0271 	1.4772 	4.6181    	5.596    	0.3162 	0.3409 	1.5035 	2.9807 	
5.6141    	0.0275 	0.027 	1.4843 	4.6184    	5.6141    	0.3225 	0.3472 	1.487 	2.9714 	
5.6346    	0.0276 	0.027 	1.4775 	4.6197    	5.6346    	0.3289 	0.3535 	1.5035 	2.9811 	
5.6527    	0.0276 	0.0269 	1.4702 	4.6471    	5.6527    	0.335 	0.3596 	1.5203 	2.9906 	
5.6628    	0.0274 	0.0269 	1.4602 	4.6839    	5.6628    	0.3409 	0.3653 	1.5397 	3.0 	
5.6852    	0.0274 	0.0268 	1.4597 	4.6879    	5.6852    	0.3467 	0.3711 	1.5494 	3.0091 	
5.8618    	0.0277 	0.0269 	1.4492 	4.7891    	5.8618    	0.3531 	0.3775 	1.5689 	3.0181 	
5.9096    	0.0276 	0.027 	1.4412 	4.8249    	5.9096    	0.3592 	0.3839 	1.5857 	3.027 	
5.9857    	0.0279 	0.0272 	1.4386 	4.8381    	5.9857    	0.3656 	0.3907 	1.597 	3.0357 	
5.9963    	0.0277 	0.0272 	1.4273 	4.8382    	5.9963    	0.3725 	0.3975 	1.6168 	3.0442 	
6.095    	0.0279 	0.0272 	1.4166 	4.9153    	6.095    	0.3795 	0.4043 	1.6359 	3.0526 	
6.125    	0.0278 	0.0272 	1.4222 	4.9178    	6.125    	0.3865 	0.4113 	1.6386 	3.0608 	
6.1304    	0.0277 	0.0271 	1.4131 	4.9318    	6.1304    	0.3934 	0.4181 	1.6557 	3.0689 	
6.1368    	0.0275 	0.0271 	1.4048 	4.9527    	6.1368    	0.4001 	0.4246 	1.6635 	3.0683 	
6.1447    	0.0275 	0.027 	1.3958 	5.0353    	6.1447    	0.4061 	0.4304 	1.6634 	3.0593 	
6.1501    	0.0274 	0.0269 	1.3861 	5.054    	6.1501    	0.4118 	0.436 	1.6642 	3.0504 	
6.1514    	0.0273 	0.0268 	1.375 	5.0733    	6.1514    	0.4174 	0.4414 	1.6582 	3.0333 	
6.1745    	0.0272 	0.0267 	1.3699 	6.1616    	6.1745    	0.4139 	0.4378 	1.6466 	3.0165 	
6.1908    	0.0272 	0.0266 	1.3637 	6.1788    	6.1908    	0.4105 	0.4344 	1.6362 	3.0 	
6.2182    	0.0273 	0.0266 	1.3576 	6.1811    	6.2182    	0.4073 	0.4311 	1.626 	2.9837 	
6.2463    	0.0272 	0.0266 	1.3976 	6.2005    	6.2463    	0.4041 	0.428 	1.5701 	2.9677 	
6.2773    	0.0272 	0.0267 	1.3991 	6.2456    	6.2773    	0.4009 	0.4248 	1.5608 	2.96 	
6.2983    	0.0272 	0.0266 	1.3979 	6.2501    	6.2983    	0.3979 	0.4219 	1.5543 	2.9523 	
6.345    	0.0273 	0.0267 	1.3944 	6.2629    	6.345    	0.3951 	0.4192 	1.5661 	2.9606 	
6.4384    	0.0273 	0.0267 	1.3876 	6.3627    	6.4384    	0.3925 	0.4165 	1.5732 	2.9609 	
6.452    	0.0272 	0.0266 	1.3807 	6.3744    	6.452    	0.3899 	0.4139 	1.5805 	2.9612 	
6.4832    	0.0271 	0.0266 	1.3811 	6.3819    	6.4832    	0.3874 	0.4115 	1.5803 	2.9615 	
6.4867    	0.0271 	0.0265 	1.3723 	6.3863    	6.4867    	0.3852 	0.4091 	1.5895 	2.9618 	
6.6087    	0.0276 	0.0269 	1.3722 	6.3913    	6.6087    	0.383 	0.4076 	1.5974 	2.9696 	
6.6386    	0.0275 	0.0269 	1.3644 	6.4321    	6.6386    	0.3815 	0.4061 	1.6129 	2.9774 	
6.6761    	0.0275 	0.027 	1.3608 	6.4326    	6.6761    	0.3802 	0.4049 	1.6167 	2.9776 	
6.737    	0.028 	0.027 	1.351 	6.7328    	6.737    	0.3774 	0.4019 	1.6119 	2.9629 	
6.9161    	0.0283 	0.027 	1.3454 	6.868    	6.9161    	0.3746 	0.3993 	1.603 	2.9485 	
6.9264    	0.0282 	0.027 	1.3365 	6.8773    	6.9264    	0.3721 	0.3968 	1.5977 	2.9343 	
6.9584    	0.0282 	0.0269 	1.3271 	6.9578    	6.9584    	0.3694 	0.3939 	1.5931 	2.9202 	
6.9831    	0.0281 	0.0268 	1.3192 	6.9804    	6.9831    	0.3668 	0.3911 	1.5872 	2.9064 	
6.997    	0.0281 	0.0267 	1.3109 	6.9919    	6.997    	0.3642 	0.3883 	1.5819 	2.8928 	
7.0303    	0.028 	0.0266 	1.3068 	7.0252    	7.0303    	0.3616 	0.3856 	1.5796 	2.8865 	
7.1035    	0.0283 	0.0267 	1.3001 	7.0291    	7.1035    	0.3594 	0.3834 	1.5941 	2.8943 	
7.336    	0.0288 	0.0274 	1.3291 	7.2279    	7.336    	0.3569 	0.3815 	1.5519 	2.8811 	
7.4463    	0.0288 	0.0274 	1.3312 	7.3557    	7.4463    	0.3548 	0.3795 	1.5506 	2.8819 	
7.4752    	0.0288 	0.0274 	1.3305 	7.3625    	7.4752    	0.353 	0.3776 	1.5522 	2.8827 	
7.4882    	0.0288 	0.0273 	1.3245 	7.3785    	7.4882    	0.3512 	0.3758 	1.5658 	2.8904 	
7.4982    	0.0287 	0.0272 	1.318 	7.3816    	7.4982    	0.3495 	0.374 	1.5799 	2.8979 	
7.63    	0.0286 	0.0271 	1.3142 	7.4003    	7.63    	0.3486 	0.3731 	1.5911 	2.9054 	
7.6312    	0.0285 	0.027 	1.3056 	7.4414    	7.6312    	0.3475 	0.3718 	1.607 	2.9127 	
7.647    	0.0284 	0.027 	1.3003 	7.4567    	7.647    	0.3463 	0.3706 	1.613 	2.9133 	
7.65    	0.0283 	0.0269 	1.2923 	7.4803    	7.65    	0.3452 	0.3693 	1.6149 	2.9072 	
7.6831    	0.0284 	0.0269 	1.2888 	7.4826    	7.6831    	0.344 	0.3682 	1.6124 	2.9013 	
7.7009    	0.0283 	0.0269 	1.283 	7.5105    	7.7009    	0.3429 	0.367 	1.6123 	2.8954 	
7.7333    	0.0283 	0.0269 	1.2824 	7.5328    	7.7333    	0.3417 	0.3659 	1.6007 	2.8831 	
7.7854    	0.0284 	0.027 	1.2849 	7.544    	7.7854    	0.3407 	0.3651 	1.5989 	2.8838 	
7.8098    	0.0284 	0.027 	1.2819 	7.575    	7.8098    	0.3399 	0.3643 	1.6026 	2.8846 	
7.971    	0.0285 	0.0272 	1.2788 	7.63    	7.971    	0.3399 	0.3642 	1.6065 	2.8853 	
7.9759    	0.0284 	0.0271 	1.2747 	7.6613    	7.9759    	0.3397 	0.3638 	1.6113 	2.886 	
8.1825    	0.0284 	0.0272 	1.2764 	7.7963    	8.1825    	0.3398 	0.364 	1.604 	2.8805 	
8.2171    	0.0286 	0.0272 	1.2721 	7.8257    	8.2171    	0.3399 	0.3642 	1.6153 	2.8875 	
8.3457    	0.0287 	0.0273 	1.2689 	7.918    	8.3457    	0.3404 	0.3645 	1.6254 	2.8944 	
8.4229    	0.0287 	0.0274 	1.2625 	7.97    	8.4229    	0.341 	0.3651 	1.6387 	2.9012 	
8.4443    	0.0286 	0.0274 	1.2595 	7.9778    	8.4443    	0.3417 	0.3657 	1.6484 	2.9079 	
8.4619    	0.0287 	0.0274 	1.2537 	8.0024    	8.4619    	0.3423 	0.3663 	1.6608 	2.9146 	
8.468    	0.0286 	0.0273 	1.2468 	8.0152    	8.468    	0.3429 	0.3668 	1.6744 	2.9212 	
8.4718    	0.0285 	0.0272 	1.2397 	8.0187    	8.4718    	0.3436 	0.3673 	1.6819 	2.9216 	
8.4829    	0.0284 	0.0272 	1.2334 	8.0277    	8.4829    	0.3442 	0.3679 	1.6826 	2.9161 	
8.4889    	0.0284 	0.0271 	1.2267 	8.0398    	8.4889    	0.3447 	0.3683 	1.6779 	2.9047 	
8.5062    	0.0283 	0.027 	1.2215 	8.5041    	8.5062    	0.3427 	0.3662 	1.6719 	2.8934 	
8.5801    	0.0285 	0.0272 	1.2219 	8.51    	8.5801    	0.3407 	0.3644 	1.6662 	2.8882 	
8.5973    	0.0284 	0.0271 	1.2166 	8.5419    	8.5973    	0.3389 	0.3626 	1.6663 	2.883 	
8.6012    	0.0283 	0.027 	1.21 	8.5584    	8.6012    	0.3372 	0.3608 	1.662 	2.872 	
8.635    	0.0284 	0.027 	1.2078 	8.6128    	8.635    	0.3352 	0.3588 	1.6534 	2.8612 	
8.6353    	0.0283 	0.0269 	1.2009 	8.6207    	8.6353    	0.3334 	0.3568 	1.6496 	2.8505 	
8.6487    	0.0282 	0.0269 	1.1979 	8.6474    	8.6487    	0.3315 	0.3548 	1.642 	2.84 	
8.7819    	0.0284 	0.027 	1.2209 	8.6672    	8.7819    	0.3299 	0.3534 	1.6086 	2.8295 	
8.8191    	0.0285 	0.0271 	1.2167 	8.6705    	8.8191    	0.3287 	0.3523 	1.6024 	2.8192 	
8.8905    	0.0285 	0.0272 	1.2519 	8.673    	8.8905    	0.3276 	0.3515 	1.5738 	2.8258 	
8.9409    	0.0288 	0.0272 	1.2464 	8.7899    	8.9409    	0.3265 	0.3504 	1.5859 	2.8324 	
8.9546    	0.0287 	0.0271 	1.2402 	8.8669    	8.9546    	0.3251 	0.3489 	1.5986 	2.8388 	
8.9576    	0.0286 	0.0271 	1.2335 	8.8777    	8.9576    	0.3237 	0.3474 	1.6062 	2.8397 	
8.9645    	0.0285 	0.027 	1.2271 	8.8821    	8.9645    	0.3223 	0.346 	1.608 	2.8351 	
8.9848    	0.0284 	0.027 	1.2214 	8.8843    	8.9848    	0.321 	0.3446 	1.6036 	2.8251 	
9.0375    	0.0284 	0.0269 	1.2163 	9.0272    	9.0375    	0.3193 	0.3428 	1.5988 	2.8152 	
9.0438    	0.0283 	0.0269 	1.2107 	9.0277    	9.0438    	0.3176 	0.3411 	1.5946 	2.8054 	
9.0661    	0.0285 	0.0268 	1.2044 	9.0633    	9.0661    	0.3159 	0.3392 	1.5912 	2.7956 	
9.1415    	0.0284 	0.0267 	1.2019 	9.1343    	9.1415    	0.3142 	0.3375 	1.5841 	2.786 	
9.1522    	0.0283 	0.0267 	1.199 	9.1441    	9.1522    	0.3125 	0.3357 	1.5775 	2.7765 	
9.1715    	0.0283 	0.0266 	1.2012 	9.1563    	9.1715    	0.3109 	0.334 	1.5659 	2.7671 	
9.199    	0.0283 	0.0266 	1.2014 	9.1712    	9.199    	0.3092 	0.3324 	1.5564 	2.7578 	
9.2177    	0.0283 	0.0266 	1.1988 	9.1806    	9.2177    	0.3077 	0.3309 	1.5498 	2.7486 	
9.3731    	0.0285 	0.0268 	1.2362 	9.2413    	9.3731    	0.3066 	0.3298 	1.5189 	2.7552 	
9.3785    	0.0284 	0.0268 	1.2327 	9.2463    	9.3785    	0.3057 	0.3288 	1.5289 	2.7616 	
9.3842    	0.0284 	0.0267 	1.2274 	9.2535    	9.3842    	0.3048 	0.3278 	1.5406 	2.768 	
9.3892    	0.0283 	0.0266 	1.2219 	9.303    	9.3892    	0.3036 	0.3265 	1.5523 	2.7743 	
9.4523    	0.0284 	0.0268 	1.225 	9.331    	9.4523    	0.3024 	0.3255 	1.5555 	2.7806 	
9.5933    	0.0285 	0.0269 	1.2221 	9.3734    	9.5933    	0.3018 	0.325 	1.5646 	2.7868 	
9.6457    	0.0288 	0.0269 	1.2183 	9.3831    	9.6457    	0.3014 	0.3246 	1.5746 	2.7929 	
9.6747    	0.0287 	0.0269 	1.2134 	9.4127    	9.6747    	0.301 	0.3243 	1.5855 	2.7989 	
9.7294    	0.0286 	0.027 	1.2097 	9.4288    	9.7294    	0.3007 	0.3242 	1.5902 	2.8 	
9.7607    	0.0286 	0.027 	1.2083 	9.4633    	9.7607    	0.3006 	0.3241 	1.5926 	2.8009 	
9.7919    	0.0285 	0.0269 	1.208 	9.4814    	9.7919    	0.3006 	0.324 	1.5988 	2.8069 	
9.9152    	0.0283 	0.0267 	1.2041 	9.5794    	9.9152    	0.3007 	0.3241 	1.6087 	2.8128 	
9.9252    	0.0282 	0.0267 	1.2004 	9.6173    	9.9252    	0.3007 	0.324 	1.6181 	2.8186 	
9.9323    	0.0281 	0.0266 	1.1961 	9.7321    	9.9323    	0.3002 	0.3234 	1.6233 	2.8195 	
9.9825    	0.0282 	0.0267 	1.1973 	9.7324    	9.9825    	0.2997 	0.323 	1.623 	2.8203 	
9.9827    	0.0282 	0.0266 	1.1915 	9.7666    	9.9827    	0.2993 	0.3225 	1.6297 	2.8212 	
9.986    	0.0281 	0.0265 	1.1862 	9.7743    	9.986    	0.2988 	0.322 	1.631 	2.8173 	
10.0307    	0.0281 	0.0266 	1.1892 	9.7799    	10.0307    	0.2984 	0.3216 	1.6241 	2.8133 	
10.0884    	0.0282 	0.0267 	1.188 	9.7818    	10.0884    	0.2982 	0.3216 	1.6262 	2.8142 	
10.0902    	0.0281 	0.0266 	1.1825 	9.7842    	10.0902    	0.2982 	0.3215 	1.6326 	2.8151 	
10.1155    	0.0281 	0.0266 	1.225 	9.7923    	10.1155    	0.2982 	0.3215 	1.5909 	2.816 	
10.1666    	0.0282 	0.0267 	1.2243 	9.8352    	10.1666    	0.2981 	0.3215 	1.5972 	2.8215 	
10.211    	0.0282 	0.0267 	1.2248 	9.8355    	10.211    	0.2983 	0.3218 	1.6022 	2.8271 	
10.2793    	0.0281 	0.0265 	1.2209 	9.8803    	10.2793    	0.2986 	0.3222 	1.6069 	2.8279 	
10.2908    	0.028 	0.0265 	1.2164 	9.8847    	10.2908    	0.2991 	0.3225 	1.6122 	2.8287 	
10.3204    	0.028 	0.0265 	1.2146 	9.901    	10.3204    	0.2995 	0.323 	1.6102 	2.8248 	
10.359    	0.028 	0.0265 	1.2259 	9.9123    	10.359    	0.3 	0.3236 	1.5997 	2.8256 	
10.3717    	0.028 	0.0265 	1.2251 	9.9345    	10.3717    	0.3006 	0.3241 	1.6013 	2.8264 	
10.3783    	0.0279 	0.0264 	1.222 	9.9604    	10.3783    	0.3011 	0.3245 	1.6052 	2.8272 	
10.3935    	0.0279 	0.0264 	1.2195 	9.9953    	10.3935    	0.3014 	0.3248 	1.6039 	2.8235 	
10.4001    	0.0278 	0.0263 	1.2154 	10.006    	10.4001    	0.3018 	0.3251 	1.6043 	2.8198 	
10.5259    	0.028 	0.0265 	1.2125 	10.0401    	10.5259    	0.3026 	0.3259 	1.6125 	2.8251 	
10.5666    	0.0278 	0.0264 	1.2087 	10.1146    	10.5666    	0.3032 	0.3264 	1.6215 	2.8303 	
10.7319    	0.0277 	0.0263 	1.2055 	10.1895    	10.7319    	0.3042 	0.3274 	1.63 	2.8355 	
10.7348    	0.0277 	0.0263 	1.201 	10.2227    	10.7348    	0.3051 	0.3282 	1.6396 	2.8407 	
10.7568    	0.0277 	0.0262 	1.2006 	10.2348    	10.7568    	0.306 	0.3291 	1.6451 	2.8458 	
10.781    	0.0276 	0.0262 	1.206 	10.2413    	10.781    	0.3069 	0.33 	1.6448 	2.8508 	
10.8633    	0.0277 	0.0263 	1.2097 	10.2497    	10.8633    	0.308 	0.3312 	1.6461 	2.8558 	
10.876    	0.0276 	0.0262 	1.2064 	10.2708    	10.876    	0.3092 	0.3324 	1.6544 	2.8608 	
10.8975    	0.0277 	0.0262 	1.2032 	10.3161    	10.8975    	0.3103 	0.3335 	1.6582 	2.8614 	
10.9167    	0.0276 	0.0262 	1.1998 	10.3518    	10.9167    	0.3113 	0.3345 	1.6621 	2.862 	
